sigma,P_mean,Ds_of_mean_P,mean_Ds,Ds_block4_ci_low,Ds_block4_ci_high
9.500000000000000000e+01,1.585979640871088133e-03,2.980692610006778320e+00,2.980992237879902973e+00,2.970691112965944125e+00,2.989807186891861424e+00
9.600000000000000000e+01,1.561417243991590660e-03,2.982545537894158549e+00,2.982844461980281636e+00,2.972549990811427456e+00,2.991629784335638309e+00
9.700000000000000000e+01,1.537469244685066121e-03,2.984358902661580881e+00,2.984657109245115070e+00,2.974291101975535145e+00,2.993432587592294247e+00
9.800000000000000000e+01,1.514114563291134438e-03,2.986133549141344989e+00,2.986431027756163203e+00,2.975988638840866507e+00,2.995369863304356173e+00
9.900000000000000000e+01,1.491333037596421704e-03,2.987870297725465196e+00,2.988167040972818711e+00,2.977765486321874544e+00,2.997121032799916041e+00
1.000000000000000000e+02,1.469105374533043098e-03,2.989569945168013110e+00,2.989865948535969764e+00,2.979518378448388738e+00,2.998798612658791995e+00
1.010000000000000000e+02,1.447413104856533871e-03,2.991233265359304117e+00,2.991528527044439389e+00,2.981204526130516452e+00,3.000450055291585372e+00
1.020000000000000000e+02,1.426238540592806876e-03,2.992861010073124106e+00,2.993155530804961550e+00,2.982822685104150828e+00,3.002028399235443512e+00
1.030000000000000000e+02,1.405564735060418121e-03,2.994453909688488125e+00,2.994747692557089724e+00,2.984463729069070759e+00,3.003596876977245422e+00
1.040000000000000000e+02,1.385375445289681318e-03,2.996012673885947830e+00,2.996305724173166762e+00,2.985999588562618712e+00,3.005174435679882627e+00
1.050000000000000000e+02,1.365655096674088563e-03,2.997537992319656119e+00,2.997830317334613248e+00,2.987501891663421727e+00,3.006727529596516568e+00
1.060000000000000000e+02,1.346388749702199855e-03,2.999030535266306696e+00,2.999322144185097461e+00,2.988971389275875357e+00,3.008290551207538410e+00
1.070000000000000000e+02,1.327562068629787413e-03,3.000490954251495257e+00,3.000781857961468901e+00,2.990408713017754572e+00,3.009836568142234103e+00
1.080000000000000000e+02,1.309161291962657051e-03,3.001919882653864224e+00,3.002210093602949659e+00,2.991814478888001450e+00,3.011211676106640756e+00
1.090000000000000000e+02,1.291173204630310370e-03,3.003317936288873113e+00,3.003607468339949182e+00,2.993189287717922920e+00,3.012671818727690631e+00
1.100000000000000000e+02,1.273585111739521320e-03,3.004685713972228722e+00,3.004974582262522009e+00,2.994533725605972307e+00,3.014122740246009791e+00
1.110000000000000000e+02,1.256384813805115240e-03,3.006023798063210961e+00,3.006312018869009783e+00,2.995848364336808345e+00,3.015519631428746017e+00
1.120000000000000000e+02,1.239560583362733998e-03,3.007332754989714640e+00,3.007620345596730527e+00,2.997133141595879291e+00,3.016864185471772597e+00
1.130000000000000000e+02,1.223101142875285697e-03,3.008613135755552115e+00,3.008900114334465137e+00,2.998390462310469129e+00,3.018199418932431044e+00
1.140000000000000000e+02,1.206995643851121493e-03,3.009865476429582021e+00,3.010151861917118143e+00,2.999618997127410314e+00,3.019506012285159802e+00
1.150000000000000000e+02,1.191233647097843717e-03,3.011090298618032790e+00,3.011376110603411593e+00,3.000819576949689260e+00,3.020786804682636717e+00
1.160000000000000000e+02,1.175805104041002412e-03,3.012288109921489099e+00,3.012573368538386642e+00,3.001992628124009688e+00,3.022035207216163588e+00
1.170000000000000000e+02,1.160700339041915172e-03,3.013459404375236073e+00,3.013744130199218940e+00,3.003140729948790888e+00,3.023286060405684594e+00
1.180000000000000000e+02,1.145910032653417931e-03,3.014604662875079111e+00,3.014888876826050446e+00,3.004261663782125336e+00,3.024480367396525260e+00
1.190000000000000000e+02,1.131425205756556463e-03,3.015724353588832951e+00,3.016008076838924801e+00,3.005356903214278841e+00,3.025747747506136065e+00
1.200000000000000000e+02,1.117237204525146476e-03,3.016818932353430238e+00,3.017102186240032680e+00,3.006426907859917730e+00,3.027060905765387222e+00
1.210000000000000000e+02,1.103337686168714103e-03,3.017888843058849080e+00,3.018171649002669987e+00,3.007471246417577682e+00,3.028275369422773089e+00
1.220000000000000000e+02,1.089718605407667728e-03,3.018934518019012803e+00,3.019216897447006609e+00,3.008492424797895914e+00,3.029465669663072624e+00
