rho,sigma,rho_sigma,P_mean,Ds_of_mean_P,mean_Ds,absolute_truncation_bound
2.000000000000000111e-01,2.690000000000000000e+02,5.380000000000000426e+01,2.808795737353894303e-03,2.819552867406655228e+00,2.819938986325770891e+00,1.401771490769286459e-136
2.000000000000000111e-01,2.700000000000000000e+02,5.400000000000000000e+01,2.794140878450728904e-03,2.819719946779595254e+00,2.820107172529615625e+00,2.186393721615851158e-135
2.000000000000000111e-01,2.710000000000000000e+02,5.420000000000000284e+01,2.779615386357302525e-03,2.819882549808749417e+00,2.820270875820841017e+00,3.178345486012526929e-134
2.000000000000000111e-01,2.720000000000000000e+02,5.440000000000000568e+01,2.765217672092172216e-03,2.820040698111587307e+00,2.820430117824419103e+00,4.328236332869278878e-133
2.000000000000000111e-01,2.730000000000000000e+02,5.460000000000000142e+01,2.750946171745400660e-03,2.820194413230176167e+00,2.820584920092060077e+00,5.546085908228660931e-132
2.000000000000000111e-01,2.740000000000000000e+02,5.480000000000000426e+01,2.736799345994541006e-03,2.820343716631597886e+00,2.820735304101682051e+00,6.713081830789454373e-131
2.000000000000000111e-01,2.750000000000000000e+02,5.500000000000000000e+01,2.722775679631688362e-03,2.820488629706331185e+00,2.820881291255933565e+00,7.702231798707466233e-130
2.000000000000000111e-01,2.760000000000000000e+02,5.520000000000000284e+01,2.708873681101296987e-03,2.820629173766703079e+00,2.821022902881129557e+00,8.402475788941176228e-129
2.000000000000000111e-01,2.770000000000000000e+02,5.540000000000000568e+01,2.695091882048488655e-03,2.820765370045144937e+00,2.821160160225173907e+00,8.739629029282017580e-128
2.000000000000000111e-01,2.780000000000000000e+02,5.560000000000000142e+01,2.681428836877570738e-03,2.820897239693932690e+00,2.821293084457229927e+00,8.688708123490515023e-127
2.000000000000000111e-01,2.790000000000000000e+02,5.580000000000000426e+01,2.667883122320489908e-03,2.821024803784239143e+00,2.821421696666904122e+00,8.275117987291059837e-126
2.000000000000000111e-01,2.800000000000000000e+02,5.600000000000000000e+01,2.654453337014977751e-03,2.821148083304878984e+00,2.821546017862824662e+00,7.565586674192656317e-125
2.000000000000000111e-01,2.810000000000000000e+02,5.620000000000000284e+01,2.641138101092125462e-03,2.821267099160863268e+00,2.821666068971105723e+00,6.652374183449868260e-124
2.000000000000000111e-01,2.820000000000000000e+02,5.640000000000000568e+01,2.627936055773157781e-03,2.821381872173286176e+00,2.821781870835232908e+00,5.635409898358785107e-123
2.000000000000000111e-01,2.830000000000000000e+02,5.660000000000000142e+01,2.614845862975143358e-03,2.821492423077811118e+00,2.821893444214808255e+00,4.606585141847104138e-122
2.000000000000000111e-01,2.840000000000000000e+02,5.680000000000000426e+01,2.601866204925452029e-03,2.821598772523717269e+00,2.822000809784488862e+00,3.638940444793534511e-121
2.000000000000000111e-01,2.850000000000000000e+02,5.700000000000000000e+01,2.588995783784690547e-03,2.821700941074557711e+00,2.822103988134062380e+00,2.781658513121064222e-120
2.000000000000000111e-01,2.860000000000000000e+02,5.720000000000000284e+01,2.576233321277931598e-03,2.821798949206218765e+00,2.822202999767248865e+00,2.060225007078195922e-119
2.000000000000000111e-01,2.870000000000000000e+02,5.740000000000000568e+01,2.563577558334018819e-03,2.821892817305598822e+00,2.822297865099967051e+00,1.480194797080574120e-118
2.000000000000000111e-01,2.880000000000000000e+02,5.760000000000000142e+01,2.551027254732744862e-03,2.821982565671525833e+00,2.822388604460932093e+00,1.032747179044300124e-117
2.000000000000000111e-01,2.890000000000000000e+02,5.780000000000000426e+01,2.538581188759683055e-03,2.822068214513603124e+00,2.822475238091123551e+00,7.004659149563943852e-117
2.000000000000000111e-01,2.900000000000000000e+02,5.800000000000000000e+01,2.526238156868520438e-03,2.822149783951144020e+00,2.822557786142376735e+00,4.622926277411336888e-116
2.000000000000000111e-01,2.910000000000000000e+02,5.820000000000000284e+01,2.513996973350663636e-03,2.822227294012883192e+00,2.822636268677225058e+00,2.971513594899810757e-115
2.000000000000000111e-01,2.920000000000000000e+02,5.840000000000000568e+01,2.501856470011970535e-03,2.822300764637328374e+00,2.822710705668678433e+00,1.861829862582500347e-114
2.000000000000000111e-01,2.930000000000000000e+02,5.860000000000000142e+01,2.489815495856390927e-03,2.822370215671552440e+00,2.822781116999270701e+00,1.138029075639533130e-113
2.000000000000000111e-01,2.940000000000000000e+02,5.880000000000000426e+01,2.477872916776398607e-03,2.822435666869588022e+00,2.822847522460429026e+00,6.791223079464851733e-113
2.000000000000000111e-01,2.950000000000000000e+02,5.900000000000000000e+01,2.466027615249996759e-03,2.822497137894758090e+00,2.822909941753116936e+00,3.959462512797755913e-112
2.000000000000000111e-01,2.960000000000000000e+02,5.920000000000000284e+01,2.454278490044152668e-03,2.822554648317636250e+00,2.822968394486393251e+00,2.256908482878134731e-111
2.000000000000000111e-01,2.970000000000000000e+02,5.940000000000000568e+01,2.442624455924523406e-03,2.822608217616181747e+00,2.823022900178264738e+00,1.258524886824908896e-110
2.000000000000000111e-01,2.980000000000000000e+02,5.960000000000000142e+01,2.431064443371281237e-03,2.822657865174503566e+00,2.823073478253752544e+00,6.869836644974312566e-110
2.000000000000000111e-01,2.990000000000000000e+02,5.980000000000000426e+01,2.419597398300939433e-03,2.822703610283546993e+00,2.823120148045434874e+00,3.673003135798417723e-109
2.000000000000000111e-01,3.000000000000000000e+02,6.000000000000000000e+01,2.408222281793967728e-03,2.822745472141396039e+00,2.823162928794031856e+00,1.924544189019967975e-108
2.000000000000000111e-01,3.010000000000000000e+02,6.020000000000000284e+01,2.396938069828126287e-03,2.822783469851780414e+00,2.823201839646742872e+00,9.887723097520678726e-108
2.000000000000000111e-01,3.020000000000000000e+02,6.040000000000000568e+01,2.385743753017325643e-03,2.822817622425444650e+00,2.823236899658382981e+00,4.983633728849952427e-107
2.000000000000000111e-01,3.030000000000000000e+02,6.060000000000000142e+01,2.374638336355911969e-03,2.822847948778527627e+00,2.823268127790674598e+00,2.465398397723407000e-106
2.000000000000000111e-01,3.040000000000000000e+02,6.080000000000000426e+01,2.363620838968239369e-03,2.822874467732504833e+00,2.823295542911200773e+00,1.197622200186193733e-105
2.000000000000000111e-01,3.050000000000000000e+02,6.100000000000000000e+01,2.352690293863399056e-03,2.822897198015394071e+00,2.823319163794315134e+00,5.715263412152076213e-105
2.000000000000000111e-01,3.060000000000000000e+02,6.120000000000000284e+01,2.341845747694977064e-03,2.822916158260921016e+00,2.823339009121589971e+00,2.680527213127842758e-104
2.000000000000000111e-01,3.070000000000000000e+02,6.140000000000000568e+01,2.331086260525742915e-03,2.822931367008259862e+00,2.823355097480716669e+00,1.236084121520700481e-103
2.000000000000000111e-01,3.080000000000000000e+02,6.160000000000000142e+01,2.320410905597126549e-03,2.822942842702430788e+00,2.823367447365423999e+00,5.606461178341730957e-103
2.000000000000000111e-01,3.090000000000000000e+02,6.180000000000000426e+01,2.309818769103392025e-03,2.822950603694049931e+00,2.823376077176602994e+00,2.502102079614303841e-102
2.000000000000000111e-01,3.100000000000000000e+02,6.200000000000000000e+01,2.299308949970381346e-03,2.822954668239386233e+00,2.823381005220741979e+00,1.099139300683171676e-101
2.000000000000000111e-01,3.110000000000000000e+02,6.220000000000000284e+01,2.288880559638735608e-03,2.822955054500979166e+00,2.823382249711240188e+00,4.754250672124070033e-101
2.000000000000000111e-01,3.120000000000000000e+02,6.240000000000000568e+01,2.278532721851470738e-03,2.822951780546492095e+00,2.823379828768084909e+00,2.025524571555317174e-100
2.000000000000000111e-01,3.130000000000000000e+02,6.260000000000000142e+01,2.268264572445837998e-03,2.822944864349459682e+00,2.823373760417311917e+00,8.502726071845371051e-100
2.000000000000000111e-01,3.140000000000000000e+02,6.280000000000000426e+01,2.258075259149324408e-03,2.822934323790783573e+00,2.823364062592556678e+00,3.517856909277683485e-99
2.000000000000000111e-01,3.150000000000000000e+02,6.300000000000000000e+01,2.247963941379738009e-03,2.822920176656506186e+00,2.823350753133611502e+00,1.434916903243185712e-98
2.000000000000000111e-01,3.160000000000000000e+02,6.320000000000000284e+01,2.237929790049269976e-03,2.822902440638322741e+00,2.823333849786608507e+00,5.772031291539852801e-98
2.000000000000000111e-01,3.170000000000000000e+02,6.340000000000000568e+01,2.227971987372436447e-03,2.822881133335453985e+00,2.823313370205497996e+00,2.290363312531205469e-97
2.000000000000000111e-01,3.180000000000000000e+02,6.360000000000000142e+01,2.218089726677807683e-03,2.822856272253466248e+00,2.823289331951221559e+00,8.967475338726944661e-97
2.000000000000000111e-01,3.190000000000000000e+02,6.380000000000000426e+01,2.208282212223463409e-03,2.822827874804568982e+00,2.823261752491989185e+00,3.465281756852846911e-96
2.000000000000000111e-01,3.200000000000000000e+02,6.400000000000000000e+01,2.198548659016053789e-03,2.822795958308453201e+00,2.823230649203744225e+00,1.321959624650365318e-95
2.000000000000000111e-01,3.210000000000000000e+02,6.420000000000000284e+01,2.188888292633416575e-03,2.822760539991551632e+00,2.823196039369919141e+00,4.979827558269483148e-95
2.000000000000000111e-01,3.220000000000000000e+02,6.440000000000000568e+01,2.179300349050648528e-03,2.822721636987523652e+00,2.823157940181646897e+00,1.852800763548184871e-94
2.000000000000000111e-01,3.230000000000000000e+02,6.460000000000000853e+01,2.169784074469566486e-03,2.822679266338708803e+00,2.823116368738957327e+00,6.810203019073365098e-94
2.000000000000000111e-01,3.240000000000000000e+02,6.479999999999999716e+01,2.160338725151462243e-03,2.822633444994790075e+00,2.823071342049914723e+00,2.473454177132701429e-93
2.000000000000000111e-01,3.250000000000000000e+02,6.500000000000000000e+01,2.150963567253116101e-03,2.822584189813112765e+00,2.823022877030735067e+00,8.878769348894042431e-93
2.000000000000000111e-01,3.260000000000000000e+02,6.520000000000000284e+01,2.141657876665946370e-03,2.822531517560707748e+00,2.822970990507471800e+00,3.150624142305086444e-92
2.000000000000000111e-01,3.270000000000000000e+02,6.540000000000000568e+01,2.132420938858264024e-03,2.822475444912237119e+00,2.822915699214437080e+00,1.105407688820711295e-91
2.000000000000000111e-01,3.280000000000000000e+02,6.560000000000000853e+01,2.123252048720551417e-03,2.822415988452898983e+00,2.822857019796496392e+00,3.835438373232662921e-91
2.000000000000000111e-01,3.290000000000000000e+02,6.579999999999999716e+01,2.114150510413677873e-03,2.822353164676319803e+00,2.822794968807704308e+00,1.316304321163968783e-90
2.000000000000000111e-01,3.300000000000000000e+02,6.600000000000000000e+01,2.105115637220040473e-03,2.822286989984892802e+00,2.822729562711526086e+00,4.469162531954329302e-90
2.000000000000000111e-01,3.310000000000000000e+02,6.620000000000000284e+01,2.096146751397496427e-03,2.822217480693284930e+00,2.822660817883056339e+00,1.501419506128710751e-89
2.000000000000000111e-01,3.320000000000000000e+02,6.640000000000000568e+01,2.087243184036075352e-03,2.822144653025156380e+00,2.822588750607573527e+00,4.991825273337872238e-89
2.000000000000000111e-01,3.330000000000000000e+02,6.660000000000000853e+01,2.078404274917404222e-03,2.822068523114909855e+00,2.822513377081357966e+00,1.642749680011538538e-88
2.000000000000000111e-01,3.340000000000000000e+02,6.679999999999999716e+01,2.069629372376760416e-03,2.821989107008516573e+00,2.822434713411847707e+00,5.351917165482556178e-88
2.000000000000000111e-01,3.350000000000000000e+02,6.700000000000000000e+01,2.060917833167727302e-03,2.821906420663028214e+00,2.822352775618641729e+00,1.726405120535994052e-87
2.000000000000000111e-01,3.360000000000000000e+02,6.720000000000000284e+01,2.052269022329372521e-03,2.821820479947456217e+00,2.822267579633345402e+00,5.514916104737640989e-87
2.000000000000000111e-01,3.370000000000000000e+02,6.740000000000000568e+01,2.043682313055909545e-03,2.821731300642811302e+00,2.822179141299503868e+00,1.744872570497297102e-86
2.000000000000000111e-01,3.380000000000000000e+02,6.760000000000000853e+01,2.035157086568779167e-03,2.821638898443789678e+00,2.822087476374905091e+00,5.468663158718847554e-86
2.000000000000000111e-01,3.390000000000000000e+02,6.779999999999999716e+01,2.026692731991098888e-03,2.821543288956168904e+00,2.821992600528992146e+00,1.698062552596497574e-85
2.000000000000000111e-01,3.400000000000000000e+02,6.800000000000000000e+01,2.018288646224455484e-03,2.821444487699649173e+00,2.821894529344659119e+00,5.224467892201737519e-85
2.000000000000000111e-01,3.410000000000000000e+02,6.820000000000000284e+01,2.009944233827931897e-03,2.821342510109627000e+00,2.821793278320758880e+00,1.592962695886048871e-84
2.000000000000000111e-01,3.420000000000000000e+02,6.840000000000000568e+01,2.001658906899386661e-03,2.821237371532823612e+00,2.821688862868292791e+00,4.813956144471703892e-84
2.000000000000000111e-01,3.430000000000000000e+02,6.860000000000000853e+01,1.993432084958908241e-03,2.821129087231814658e+00,2.821581298313934116e+00,1.442075637193978490e-83
2.000000000000000111e-01,3.440000000000000000e+02,6.879999999999999716e+01,1.985263194834375761e-03,2.821017672385140784e+00,2.821470599900457898e+00,4.282707083764261351e-83
2.000000000000000111e-01,3.450000000000000000e+02,6.900000000000000000e+01,1.977151670549130453e-03,2.820903142084958404e+00,2.821356782784741224e+00,1.261092200666357557e-82
2.000000000000000111e-01,3.460000000000000000e+02,6.920000000000000284e+01,1.969096953211678467e-03,2.820785511339864993e+00,2.821239862039506718e+00,3.682356932464350901e-82
2.000000000000000111e-01,3.470000000000000000e+02,6.940000000000000568e+01,1.961098490907387751e-03,2.820664795075293885e+00,2.821119852655000315e+00,1.066367024248190652e-81
2.000000000000000111e-01,3.480000000000000000e+02,6.960000000000000853e+01,1.953155738592146033e-03,2.820541008132861460e+00,2.820996769538310467e+00,3.062945913184423531e-81
2.000000000000000111e-01,3.490000000000000000e+02,6.979999999999999716e+01,1.945268157987936099e-03,2.820414165271230900e+00,2.820870627512823692e+00,8.727153413318943872e-81
2.000000000000000111e-01,3.500000000000000000e+02,7.000000000000000000e+01,1.937435217480282853e-03,2.820284281166682394e+00,2.820741441319844611e+00,2.466915678063306447e-80
2.000000000000000111e-01,3.510000000000000000e+02,7.020000000000000284e+01,1.929656392017540687e-03,2.820151370413663372e+00,2.820609225619248761e+00,6.918804916276036664e-80
2.000000000000000111e-01,3.520000000000000000e+02,7.040000000000000568e+01,1.921931163011975866e-03,2.820015447524907515e+00,2.820473994989021183e+00,1.925522430532349266e-79
2.000000000000000111e-01,3.530000000000000000e+02,7.060000000000000853e+01,1.914259018242616588e-03,2.819876526931764271e+00,2.820335763926177908e+00,5.318037762520432511e-79
2.000000000000000111e-01,3.540000000000000000e+02,7.079999999999999716e+01,1.906639451759823464e-03,2.819734622985289541e+00,2.820194546847104800e+00,1.457750615575552915e-78
2.000000000000000111e-01,3.550000000000000000e+02,7.100000000000000000e+01,1.899071963791551998e-03,2.819589749956166180e+00,2.820050358088133535e+00,3.966310675171452005e-78
2.000000000000000111e-01,3.560000000000000000e+02,7.120000000000000284e+01,1.891556060651271949e-03,2.819441922035208492e+00,2.819903211906028773e+00,1.071281689605429667e-77
2.000000000000000111e-01,3.570000000000000000e+02,7.140000000000000568e+01,1.884091254647507138e-03,2.819291153333925770e+00,2.819753122477578700e+00,2.872598850581169898e-77
2.000000000000000111e-01,3.580000000000000000e+02,7.160000000000000853e+01,1.876677063994965132e-03,2.819137457884728803e+00,2.819600103901235943e+00,7.647872809504506368e-77
2.000000000000000111e-01,3.590000000000000000e+02,7.179999999999999716e+01,1.869313012727224057e-03,2.818980849642184872e+00,2.819444170197413335e+00,2.021807926020011050e-76
2.000000000000000111e-01,3.600000000000000000e+02,7.200000000000000000e+01,1.861998630610940111e-03,2.818821342482752623e+00,2.819285335308149065e+00,5.307757524903310892e-76
2.000000000000000111e-01,3.610000000000000000e+02,7.220000000000000284e+01,1.854733453061558008e-03,2.818658950204298463e+00,2.819123613097369141e+00,1.383858821431129687e-75
2.000000000000000111e-01,3.620000000000000000e+02,7.240000000000000568e+01,1.847517021060482260e-03,2.818493686528672715e+00,2.818959017352862695e+00,3.583594449199942121e-75
2.000000000000000111e-01,3.630000000000000000e+02,7.260000000000000853e+01,1.840348881073676154e-03,2.818325565101324592e+00,2.818791561785736199e+00,9.217822967494637155e-75
2.000000000000000111e-01,3.640000000000000000e+02,7.279999999999999716e+01,1.833228584971679067e-03,2.818154599490649392e+00,2.818621260030388598e+00,2.355351188437073631e-74
2.000000000000000111e-01,3.650000000000000000e+02,7.300000000000000000e+01,1.826155689950995737e-03,2.817980803189746197e+00,2.818448125645734770e+00,5.979094775758577957e-74
2.000000000000000111e-01,3.660000000000000000e+02,7.320000000000000284e+01,1.819129758456836240e-03,2.817804189616875732e+00,2.818272172115931173e+00,1.508001043657751753e-73
2.000000000000000111e-01,3.670000000000000000e+02,7.340000000000000568e+01,1.812150358107180413e-03,2.817624772114758258e+00,2.818093412849454804e+00,3.779093179016565387e-73
2.000000000000000111e-01,3.680000000000000000e+02,7.360000000000000853e+01,1.805217061618145718e-03,2.817442563952337498e+00,2.817911861181075839e+00,9.410787866021215758e-73
2.000000000000000111e-01,3.690000000000000000e+02,7.379999999999999716e+01,1.798329446730615377e-03,2.817257578324463996e+00,2.817727530371516131e+00,2.328889263042603521e-72
2.000000000000000111e-01,3.700000000000000000e+02,7.400000000000000000e+01,1.791487096138129819e-03,2.817069828352710914e+00,2.817540433607813810e+00,5.727796779457594840e-72
2.000000000000000111e-01,3.710000000000000000e+02,7.420000000000000284e+01,1.784689597415983113e-03,2.816879327085953566e+00,2.817350584004265190e+00,1.400145323388894400e-71
2.000000000000000111e-01,3.720000000000000000e+02,7.440000000000000568e+01,1.777936542951535654e-03,2.816686087499642888e+00,2.817157994602348836e+00,3.402010461167655067e-71
2.000000000000000111e-01,3.730000000000000000e+02,7.460000000000000853e+01,1.771227529875690635e-03,2.816490122497590676e+00,2.816962678371638162e+00,8.216841266686938811e-71
2.000000000000000111e-01,3.740000000000000000e+02,7.479999999999999716e+01,1.764562159995528446e-03,2.816291444913069153e+00,2.816764648210154043e+00,1.972922517988415860e-70
2.000000000000000111e-01,3.750000000000000000e+02,7.500000000000000000e+01,1.757940039728063007e-03,2.816090067507036832e+00,2.816563916944522017e+00,4.709552761761180263e-70
2.000000000000000111e-01,3.760000000000000000e+02,7.520000000000000284e+01,1.751360780035125450e-03,2.815886002968910340e+00,2.816360497329687629e+00,1.117742886311473369e-69
2.000000000000000111e-01,3.770000000000000000e+02,7.540000000000000568e+01,1.744823996359314011e-03,2.815679263920280118e+00,2.816154402052126748e+00,2.637693770129572259e-69
2.000000000000000111e-01,3.780000000000000000e+02,7.560000000000000853e+01,1.738329308561015543e-03,2.815469862912043375e+00,2.815945643727958192e+00,6.189479823018701259e-69
2.000000000000000111e-01,3.790000000000000000e+02,7.579999999999999716e+01,1.731876340856482611e-03,2.815257812424295292e+00,2.815734234902246502e+00,1.444301544592063172e-68
2.000000000000000111e-01,3.800000000000000000e+02,7.600000000000000000e+01,1.725464721756928433e-03,2.815043124870046487e+00,2.815520188052757611e+00,3.351673496469964711e-68
2.000000000000000111e-01,3.810000000000000000e+02,7.620000000000000284e+01,1.719094084008620377e-03,2.814825812593121146e+00,2.815303515588175820e+00,7.735552579415220750e-68
2.000000000000000111e-01,3.820000000000000000e+02,7.640000000000000568e+01,1.712764064533979372e-03,2.814605887868837364e+00,2.815084229848764608e+00,1.775710016302800358e-67
2.000000000000000111e-01,3.830000000000000000e+02,7.660000000000000853e+01,1.706474304373626922e-03,2.814383362906127672e+00,2.814862343107717546e+00,4.054419050195792724e-67
2.000000000000000111e-01,3.840000000000000000e+02,7.680000000000001137e+01,1.700224448629394664e-03,2.814158249846008264e+00,2.814637867570398466e+00,9.208428262682022647e-67
2.000000000000000111e-01,3.850000000000000000e+02,7.700000000000000000e+01,1.694014146408261579e-03,2.813930560763383326e+00,2.814410815376151564e+00,2.080494899077581430e-66
2.000000000000000111e-01,3.860000000000000000e+02,7.720000000000000284e+01,1.687843050767203227e-03,2.813700307666257672e+00,2.814181198597047295e+00,4.676227736470622957e-66
2.000000000000000111e-01,3.870000000000000000e+02,7.740000000000000568e+01,1.681710818658945427e-03,2.813467502496839856e+00,2.813949029239259936e+00,1.045672509358821467e-65
2.000000000000000111e-01,3.880000000000000000e+02,7.760000000000000853e+01,1.675617110878587467e-03,2.813232157132955713e+00,2.813714319244318141e+00,2.326427744399617735e-65
2.000000000000000111e-01,3.890000000000000000e+02,7.780000000000001137e+01,1.669561592011095273e-03,2.812994283386338612e+00,2.813477080488006710e+00,5.149910876194004837e-65
2.000000000000000111e-01,3.900000000000000000e+02,7.800000000000000000e+01,1.663543930379645036e-03,2.812753893004941386e+00,2.813237324781598492e+00,1.134352894913433041e-64
2.000000000000000111e-01,3.910000000000000000e+02,7.820000000000000284e+01,1.657563797994787355e-03,2.812510997672679203e+00,2.812995063872125723e+00,2.486318033969376687e-64
2.000000000000000111e-01,3.920000000000000000e+02,7.840000000000000568e+01,1.651620870504441878e-03,2.812265609009268807e+00,2.812750309442872076e+00,5.423086752696397074e-64
2.000000000000000111e-01,3.930000000000000000e+02,7.860000000000000853e+01,1.645714827144681251e-03,2.812017738571620296e+00,2.812503073113675089e+00,1.177168971817998379e-63
2.000000000000000111e-01,3.940000000000000000e+02,7.880000000000001137e+01,1.639845350691309126e-03,2.811767397853679906e+00,2.812253366441163749e+00,2.543045412749568974e-63
2.000000000000000111e-01,3.950000000000000000e+02,7.900000000000000000e+01,1.634012127412204710e-03,2.811514598287131239e+00,2.812001200920107635e+00,5.467802574309528354e-63
2.000000000000000111e-01,3.960000000000000000e+02,7.920000000000000284e+01,1.628214847020429063e-03,2.811259351241647941e+00,2.811746587982349332e+00,1.170132278374963807e-62
2.000000000000000111e-01,3.970000000000000000e+02,7.940000000000000568e+01,1.622453202628071703e-03,2.811001668025950639e+00,2.811489538998419579e+00,2.492529065663300497e-62
2.000000000000000111e-01,3.980000000000000000e+02,7.960000000000000853e+01,1.616726890700828168e-03,2.810741559886411611e+00,2.811230065277653623e+00,5.285037174990364713e-62
2.000000000000000111e-01,3.990000000000000000e+02,7.980000000000001137e+01,1.611035611013300964e-03,2.810479038009739750e+00,2.810968178068248946e+00,1.115520386959647354e-61
2.000000000000000111e-01,4.000000000000000000e+02,8.000000000000000000e+01,1.605379066604988329e-03,2.810214113521603885e+00,2.810703888557791075e+00,2.343945130568712508e-61
2.000000000000000111e-01,4.010000000000000000e+02,8.020000000000000284e+01,1.599756963736987270e-03,2.809946797487830494e+00,2.810437207873591969e+00,4.903163346420939077e-61
2.000000000000000111e-01,4.020000000000000000e+02,8.040000000000000568e+01,1.594169011849348424e-03,2.809677100916204484e+00,2.810168147084358026e+00,1.021133492171454758e-60
2.000000000000000111e-01,4.030000000000000000e+02,8.060000000000000853e+01,1.588614923519118295e-03,2.809405034753726937e+00,2.809896717198614891e+00,2.117307279809077145e-60
2.000000000000000111e-01,4.040000000000000000e+02,8.080000000000001137e+01,1.583094414419027041e-03,2.809130609889145092e+00,2.809622929165639160e+00,4.371174812553950279e-60
2.000000000000000111e-01,4.050000000000000000e+02,8.100000000000000000e+01,1.577607203276818739e-03,2.808853837152990973e+00,2.809346793876843051e+00,8.985511720808182815e-60
2.000000000000000111e-01,4.060000000000000000e+02,8.120000000000000284e+01,1.572153011835213977e-03,2.808574727318079667e+00,2.809068322165400478e+00,1.839225558579004705e-59
2.000000000000000111e-01,4.070000000000000000e+02,8.140000000000000568e+01,1.566731564812490207e-03,2.808293291099794420e+00,2.808787524806971803e+00,3.748794563170321296e-59
2.000000000000000111e-01,4.080000000000000000e+02,8.160000000000000853e+01,1.561342589863672949e-03,2.808009539156123946e+00,2.808504412519420512e+00,7.609032567484906498e-59
2.000000000000000111e-01,4.090000000000000000e+02,8.180000000000001137e+01,1.555985817542323733e-03,2.807723482088270384e+00,2.808218995963617903e+00,1.538030118143401153e-58
2.000000000000000111e-01,4.100000000000000000e+02,8.200000000000000000e+01,1.550660981262915253e-03,2.807435130441429116e+00,2.807931285744384109e+00,3.096093286332259062e-58
2.000000000000000111e-01,4.110000000000000000e+02,8.220000000000000284e+01,1.545367817263781571e-03,2.807144494704604476e+00,2.807641292410153255e+00,6.207160976059754720e-58
2.000000000000000111e-01,4.120000000000000000e+02,8.240000000000000568e+01,1.540106064570638620e-03,2.806851585311092467e+00,2.807349026453383800e+00,1.239417139772767351e-57
2.000000000000000111e-01,4.130000000000000000e+02,8.260000000000000853e+01,1.534875464960656997e-03,2.806556412639938269e+00,2.807054498311183810e+00,2.464921127141633590e-57
2.000000000000000111e-01,4.140000000000000000e+02,8.280000000000001137e+01,1.529675762927081625e-03,2.806258987014015105e+00,2.806757718365408216e+00,4.882754630883725605e-57
2.000000000000000111e-01,4.150000000000000000e+02,8.300000000000000000e+01,1.524506705644396989e-03,2.805959318702206051e+00,2.806458696943531450e+00,9.634256548047771313e-57
2.000000000000000111e-01,4.160000000000000000e+02,8.320000000000000284e+01,1.519368042934004766e-03,2.805657417920201180e+00,2.806157444318842398e+00,1.893554567834536016e-56
2.000000000000000111e-01,4.170000000000000000e+02,8.340000000000000568e+01,1.514259527230433795e-03,2.805353294828168753e+00,2.805853970709512257e+00,3.707305948242467660e-56
2.000000000000000111e-01,4.180000000000000000e+02,8.360000000000000853e+01,1.509180913548055503e-03,2.805046959535147710e+00,2.805548286282128156e+00,7.230602496208867302e-56
2.000000000000000111e-01,4.190000000000000000e+02,8.380000000000001137e+01,1.504131959448289178e-03,2.804738422096114459e+00,2.805240401148811014e+00,1.404883377884779819e-55
2.000000000000000111e-01,4.200000000000000000e+02,8.400000000000000000e+01,1.499112425007322015e-03,2.804427692512154291e+00,2.804930325367744892e+00,2.719379807681884894e-55
2.000000000000000111e-01,4.210000000000000000e+02,8.420000000000000284e+01,1.494122072784290168e-03,2.804114780733979462e+00,2.804618068946443721e+00,5.244174779548292794e-55
2.000000000000000111e-01,4.220000000000000000e+02,8.440000000000000568e+01,1.489160667789945960e-03,2.803799696660237206e+00,2.804303641840065087e+00,1.007571424843799311e-54
2.000000000000000111e-01,4.230000000000000000e+02,8.460000000000000853e+01,1.484227977455788256e-03,2.803482450137307236e+00,2.803987053950908859e+00,1.928765546472489820e-54
2.000000000000000111e-01,4.240000000000000000e+02,8.480000000000001137e+01,1.479323771603657323e-03,2.803163050959927016e+00,2.803668315129683730e+00,3.678758570943662827e-54
2.000000000000000111e-01,4.250000000000000000e+02,8.500000000000000000e+01,1.474447822415773978e-03,2.802841508873341159e+00,2.803347435177700131e+00,6.991245367264263494e-54
2.000000000000000111e-01,4.260000000000000000e+02,8.520000000000000284e+01,1.469599904405222406e-03,2.802517833571333661e+00,2.803024423843959667e+00,1.323890907334214075e-53
2.000000000000000111e-01,4.270000000000000000e+02,8.540000000000000568e+01,1.464779794386876412e-03,2.802192034697320366e+00,2.802699290826772049e+00,2.498084174447147252e-53
2.000000000000000111e-01,4.280000000000000000e+02,8.560000000000000853e+01,1.459987271448743521e-03,2.801864121846768363e+00,2.802372045776338361e+00,4.697121565048893929e-53
2.000000000000000111e-01,4.290000000000000000e+02,8.580000000000001137e+01,1.455222116923733438e-03,2.801534104562808380e+00,2.802042698290760914e+00,8.801139020765086895e-53
2.000000000000000111e-01,4.300000000000000000e+02,8.600000000000000000e+01,1.450484114361853252e-03,2.801201992340521141e+00,2.801711257919341502e+00,1.643389980906893983e-52
2.000000000000000111e-01,4.310000000000000000e+02,8.620000000000000284e+01,1.445773049502782973e-03,2.800867794627794893e+00,2.801377734163741806e+00,3.058082713221935657e-52
2.000000000000000111e-01,4.320000000000000000e+02,8.640000000000000568e+01,1.441088710248876080e-03,2.800531520821671894e+00,2.801042136474627853e+00,5.671222288769609614e-52
2.000000000000000111e-01,4.330000000000000000e+02,8.660000000000000853e+01,1.436430886638541708e-03,2.800193180272537052e+00,2.800704474255869769e+00,1.048177468920946318e-51
2.000000000000000111e-01,4.340000000000000000e+02,8.680000000000001137e+01,1.431799370820012159e-03,2.799852782282882924e+00,2.800364756862932847e+00,1.930791532222022179e-51
