sigma,P_chain1,P_chain2,Ds_chain1,Ds_chain2,Ds_chain2_minus_chain1,relative_P_difference
1.540000000000000000e+02,8.755430915652561395e-04,8.743862035908988055e-04,2.693481341769309534e+00,2.693674973778589443e+00,1.936320092799093118e-04,-1.321337562368407603e-03
1.550000000000000000e+02,8.679480057558173773e-04,8.668007863785136659e-04,2.691175721462476300e+00,2.691244955873287381e+00,6.923441081108094863e-05,-1.321760485300860211e-03
1.560000000000000000e+02,8.604734102711798218e-04,8.593360536290396180e-04,2.688854679190547881e+00,2.688798807494995557e+00,-5.587169555232307516e-05,-1.321780113788473265e-03
1.570000000000000000e+02,8.531166727075692371e-04,8.519893648641853508e-04,2.686518486415710338e+00,2.686336825252731764e+00,-1.816611629785747084e-04,-1.321399381172705390e-03
1.580000000000000000e+02,8.458752337597253909e-04,8.447581529566934588e-04,2.684167410059596470e+00,2.683859300787033053e+00,-3.081092725634171359e-04,-1.320621243474318085e-03
1.590000000000000000e+02,8.387466047617819082e-04,8.376399216633720812e-04,2.681801712594890752e+00,2.681366520881097948e+00,-4.351917137928040802e-04,-1.319448677499113209e-03
1.600000000000000000e+02,8.317283653252392469e-04,8.306322432554253364e-04,2.679421652135739240e+00,2.678858767568611743e+00,-5.628845671274973483e-04,-1.317884679074565746e-03
1.610000000000000000e+02,8.248181610696074702e-04,8.237327562416847052e-04,2.677027482525276447e+00,2.676336318238709211e+00,-6.911642865672362745e-04,-1.315932261378938151e-03
1.620000000000000000e+02,8.180137014415790045e-04,8.169391631805651222e-04,2.674619453420742587e+00,2.673799445738023639e+00,-8.200076827189484163e-04,-1.313594453393962525e-03
1.630000000000000000e+02,8.113127576187410860e-04,8.102492285767842100e-04,2.672197810377622496e+00,2.671248418470305364e+00,-9.493919073171319667e-04,-1.310874298437569863e-03
1.640000000000000000e+02,8.047131604940929283e-04,8.036607768590772706e-04,2.669762794930587990e+00,2.668683500492528449e+00,-1.079294438059541505e-03,-1.307774852805310140e-03
1.650000000000000000e+02,7.982127987377768408e-04,7.971716904353401412e-04,2.667314644673059565e+00,2.666104951608899487e+00,-1.209693064160077824e-03,-1.304299184481938489e-03
1.660000000000000000e+02,7.918096169326460090e-04,7.907799078217918332e-04,2.664853593334772341e+00,2.663513027463189076e+00,-1.340565871583265789e-03,-1.300450371950701012e-03
1.670000000000000000e+02,7.855016137804274974e-04,7.844834218429336216e-04,2.662379870858175401e+00,2.660907979626192521e+00,-1.471891231982880299e-03,-1.296231503069233959e-03
1.680000000000000000e+02,7.792868403754267103e-04,7.782802778992390031e-04,2.659893703471252202e+00,2.658290055683063979e+00,-1.603647788188222734e-03,-1.291645674014962886e-03
1.690000000000000000e+02,7.731633985428524713e-04,7.721685722996372023e-04,2.657395313760603894e+00,2.655659499317712946e+00,-1.735814442890948328e-03,-1.286695988312658301e-03
1.700000000000000000e+02,7.671294392389829339e-04,7.661464506560311484e-04,2.654884920742316634e+00,2.653016550393856754e+00,-1.868370348459880148e-03,-1.281385555906844331e-03
1.710000000000000000e+02,7.611831610105402072e-04,7.602121063371903740e-04,2.652362739930441471e+00,2.650361445034749242e+00,-2.001294895692229403e-03,-1.275717492305927792e-03
1.720000000000000000e+02,7.553228085107558526e-04,7.543637789795121619e-04,2.649828983404857841e+00,2.647694415700937220e+00,-2.134567703920620119e-03,-1.269694917772401510e-03
1.730000000000000000e+02,7.495466710697346350e-04,7.485997530522420576e-04,2.647283859877243017e+00,2.645015691265875546e+00,-2.268168611367471499e-03,-1.263320956573887877e-03
1.740000000000000000e+02,7.438530813168389450e-04,7.429183564748824539e-04,2.644727574755424193e+00,2.642325497088311437e+00,-2.402077667112756387e-03,-1.256598736274261441e-03
1.750000000000000000e+02,7.382404138529218007e-04,7.373179592846068565e-04,2.642160330206722030e+00,2.639624055083983567e+00,-2.536275122738462784e-03,-1.249531387072955191e-03
1.760000000000000000e+02,7.327070839703384714e-04,7.317969723516077035e-04,2.639582325219696379e+00,2.636911583795014558e+00,-2.670741424681821741e-03,-1.242122041183346681e-03
1.770000000000000000e+02,7.272515464187662929e-04,7.263538461404018881e-04,2.636993755664149397e+00,2.634188298457767807e+00,-2.805457206381589685e-03,-1.234373832252333436e-03
1.780000000000000000e+02,7.218722942149521276e-04,7.209870695152074743e-04,2.634394814350801362e+00,2.631454411067756904e+00,-2.940403283044457083e-03,-1.226289894817655934e-03
1.790000000000000000e+02,7.165678574945899678e-04,7.156951685876007186e-04,2.631785691089104873e+00,2.628710130443792092e+00,-3.075560645312780395e-03,-1.217873363787980168e-03
1.800000000000000000e+02,7.113368024046245368e-04,7.104767056047275658e-04,2.629166572743294239e+00,2.625955662290664794e+00,-3.210910452629445189e-03,-1.209127373966167873e-03
1.810000000000000000e+02,7.061777300343436304e-04,7.053302778764432074e-04,2.626537643288102242e+00,2.623191209258908696e+00,-3.346434029193545712e-03,-1.200055059594196116e-03
1.820000000000000000e+02,7.010892753837021790e-04,7.002545167398124869e-04,2.623899083863138415e+00,2.620416971004149609e+00,-3.482112858988806181e-03,-1.190659553924611203e-03
1.830000000000000000e+02,6.960701063673899614e-04,6.952480865594799428e-04,2.621251072825662387e+00,2.617633144244267740e+00,-3.617928581394647125e-03,-1.180943988817295676e-03
1.840000000000000000e+02,6.911189228532246169e-04,6.903096837624873383e-04,2.618593785803299046e+00,2.614839922815239692e+00,-3.753862988059353256e-03,-1.170911494358217730e-03
1.850000000000000000e+02,6.862344557335066809e-04,6.854380359061749712e-04,2.615927395744007899e+00,2.612037497725720581e+00,-3.889898018287318848e-03,-1.160565198493945793e-03
1.860000000000000000e+02,6.814154660280529472e-04,6.806319007778689712e-04,2.613252072966040451e+00,2.609226057209394156e+00,-4.026015756646295074e-03,-1.149908226696583213e-03
1.870000000000000000e+02,6.766607440176522189e-04,6.758900655251127423e-04,2.610567985207871811e+00,2.606405786776732736e+00,-4.162198431139074728e-03,-1.138943701630479310e-03
1.880000000000000000e+02,6.719691084067726163e-04,6.712113458152510091e-04,2.607875297674753234e+00,2.603576869265567861e+00,-4.298428409185373056e-03,-1.127674742843809419e-03
1.890000000000000000e+02,6.673394055143833320e-04,6.665945850232340205e-04,2.605174173085626599e+00,2.600739484889359243e+00,-4.434688196267355664e-03,-1.116104466474920898e-03
1.900000000000000000e+02,6.627705084918076054e-04,6.620386534465559723e-04,2.602464771720070402e+00,2.597893811284805565e+00,-4.570960435264836974e-03,-1.104235984967116835e-03
1.910000000000000000e+02,6.582613165665679271e-04,6.575424475462859474e-04,2.599747251462183772e+00,2.595040023558743858e+00,-4.707227903439914485e-03,-1.092072406793653805e-03
1.920000000000000000e+02,6.538107543112431363e-04,6.531048892131979203e-04,2.597021767844978957e+00,2.592178294332994071e+00,-4.843473511984885960e-03,-1.079616836203278751e-03
1.930000000000000000e+02,6.494177709363729064e-04,6.487249250580504967e-04,2.594288474093793262e+00,2.589308793788121843e+00,-4.979680305671418949e-03,-1.066872372961769067e-03
1.940000000000000000e+02,6.450813396065181856e-04,6.444015257251028408e-04,2.591547521167842039e+00,2.586431689706464088e+00,-5.115831461377950973e-03,-1.053842112112568508e-03
1.950000000000000000e+02,6.408004567785950548e-04,6.401336852279958505e-04,2.588799057802470660e+00,2.583547147514373421e+00,-5.251910288097239032e-03,-1.040529143738755380e-03
1.960000000000000000e+02,6.365741415616575725e-04,6.359204203071610337e-04,2.586043230548950245e+00,2.580655330322642715e+00,-5.387900226307529294e-03,-1.026936552736557040e-03
1.970000000000000000e+02,6.324014350973295763e-04,6.317607698079617156e-04,2.583280183814453235e+00,2.577756398966104534e+00,-5.523784848348700649e-03,-1.013067418591862001e-03
1.980000000000000000e+02,6.282813999601207519e-04,6.276537940787944077e-04,2.580510059901764741e+00,2.574850512042346384e+00,-5.659547859418356808e-03,-9.989248151642815543e-04
1.990000000000000000e+02,6.242131195768939409e-04,6.235985743884207800e-04,2.577732999046604245e+00,2.571937825949740297e+00,-5.795173096863948103e-03,-9.845118104689909444e-04
2.000000000000000000e+02,6.201956976647881713e-04,6.195942123618199734e-04,2.574949139454850044e+00,2.569018494924642848e+00,-5.930644530207196397e-03,-9.698314664757790027e-04
2.010000000000000000e+02,6.162282576869162077e-04,6.156398294338918682e-04,2.572158617339363573e+00,2.566092671076471099e+00,-6.065946262892474294e-03,-9.548868389013254188e-04
2.020000000000000000e+02,6.123099423251990000e-04,6.117345663203618703e-04,2.569361566957134801e+00,2.563160504423554809e+00,-6.201062533579992930e-03,-9.396809770100267301e-04
2.030000000000000000e+02,6.084399129697077614e-04,6.078775825052630402e-04,2.566558120642931762e+00,2.560222142927118139e+00,-6.335977715813623234e-03,-9.242169234100483521e-04
2.040000000000000000e+02,6.046173492239394816e-04,6.040680557444063009e-04,2.563748408843930626e+00,2.557277732524349645e+00,-6.470676319580981328e-03,-9.084977138651417761e-04
2.050000000000000000e+02,6.008414484254317317e-04,6.003051815842608448e-04,2.560932560154200122e+00,2.554327417161823099e+00,-6.605142992377022182e-03,-8.925263770936942009e-04
2.060000000000000000e+02,5.971114251811936342e-04,5.965881728956990608e-04,2.558110701347656502e+00,2.551371338826876389e+00,-6.739362520780112220e-03,-8.763059345846535564e-04
2.070000000000000000e+02,5.934265109174076446e-04,5.929162594220803613e-04,2.555282957410566436e+00,2.548409637578451736e+00,-6.873319832114699324e-03,-8.598394003976883582e-04
2.080000000000000000e+02,5.897859534429189142e-04,5.892886873411667167e-04,2.552449451572351702e+00,2.545442451577949683e+00,-7.006999994402018928e-03,-8.431297809813331767e-04
2.090000000000000000e+02,5.861890165260112261e-04,5.857047188403839613e-04,2.549610305338545047e+00,2.542469917119175360e+00,-7.140388219369686595e-03,-8.261800749822523215e-04
2.100000000000000000e+02,5.826349794840146807e-04,5.821636317049637454e-04,2.546765638520102737e+00,2.539492168656551030e+00,-7.273469863551706993e-03,-8.089932730581672615e-04
2.110000000000000000e+02,5.791231367852981132e-04,5.786647189185200940e-04,2.543915569263380583e+00,2.536509338834161298e+00,-7.406230429219284872e-03,-7.915723576901179115e-04
2.120000000000000000e+02,5.756527976632148415e-04,5.752072882756240719e-04,2.541060214079502888e+00,2.533521558513080141e+00,-7.538655566422747256e-03,-7.739203030008301454e-04
2.130000000000000000e+02,5.722232857415926726e-04,5.717906620059722564e-04,2.538199687873992971e+00,2.530528956798483886e+00,-7.670731075509085173e-03,-7.560400745658668598e-04
2.140000000000000000e+02,5.688339386713672308e-04,5.684141764097410321e-04,2.535334103974038911e+00,2.527531661066925839e+00,-7.802442907113071868e-03,-7.379346292287758402e-04
2.150000000000000000e+02,5.654841077779880270e-04,5.650771815037530918e-04,2.532463574155896069e+00,2.524529796990851338e+00,-7.933777165044730850e-03,-7.196069149209005644e-04
2.160000000000000000e+02,5.621731577192193166e-04,5.617790406780859974e-04,2.529588208673349659e+00,2.521523488565211135e+00,-8.064720108138523358e-03,-7.010598704717541096e-04
2.170000000000000000e+02,5.589004661529917281e-04,5.585191303627650133e-04,2.526708116282375016e+00,2.518512858131888077e+00,-8.195258150486939286e-03,-6.822964254288299557e-04
2.180000000000000000e+02,5.556654234149669335e-04,5.552968397042092052e-04,2.523823404268243031e+00,2.515498026403787168e+00,-8.325377864455862920e-03,-6.633194998755254090e-04
2.190000000000000000e+02,5.524674322054811022e-04,5.521115702510943782e-04,2.520934178470835452e+00,2.512479112488597899e+00,-8.455065982237552902e-03,-6.441320042451792460e-04
2.200000000000000000e+02,5.493059072855659445e-04,5.489627356493272147e-04,2.518040543309352675e+00,2.509456233912330081e+00,-8.584309397022593657e-03,-6.247368391404384269e-04
2.210000000000000000e+02,5.461802751817339046e-04,5.458497613458181477e-04,2.515142601807251577e+00,2.506429506642509963e+00,-8.713095164741613274e-03,-6.051368951501823190e-04
2.220000000000000000e+02,5.430899738992474518e-04,5.427720843007709673e-04,2.512240455615717849e+00,2.503399045109025778e+00,-8.841410506692071181e-03,-5.853350526693334999e-04
2.230000000000000000e+02,5.400344526435853741e-04,5.397291527082037979e-04,2.509334205037011767e+00,2.500364962227734189e+00,-8.969242809277577777e-03,-5.653341817120072221e-04
2.240000000000000000e+02,5.370131715498439135e-04,5.367204257244281200e-04,2.506423949047578592e+00,2.497327369420854648e+00,-9.096579626723944045e-03,-5.451371417407591125e-04
2.250000000000000000e+02,5.340256014198062470e-04,5.337453732042358187e-04,2.503509785321343717e+00,2.494286376638195968e+00,-9.223408683147749088e-03,-5.247467814752937443e-04
2.260000000000000000e+02,5.310712234664368000e-04,5.308034754445303642e-04,2.500591810250741620e+00,2.491242092378320283e+00,-9.349717872421337006e-03,-5.041659387206021137e-04
2.270000000000000000e+02,5.281495290655584002e-04,5.278942229351733578e-04,2.497670118968645436e+00,2.488194623707760567e+00,-9.475495260884869708e-03,-4.833974401846630187e-04
2.280000000000000000e+02,5.252600195144790582e-04,5.250171161168048833e-04,2.494744805369738305e+00,2.485144076281214254e+00,-9.600729088524051491e-03,-4.624441013019175983e-04
2.290000000000000000e+02,5.224022057973471984e-04,5.221716651454193052e-04,2.491815962131799900e+00,2.482090554361031209e+00,-9.725407770768690341e-03,-4.413087260534132028e-04
2.300000000000000000e+02,5.195756083570175245e-04,5.193573896634755532e-04,2.488883680734603310e+00,2.479034160836800726e+00,-9.849519897802583301e-03,-4.199941067903889547e-04
2.310000000000000000e+02,5.167797568732274832e-04,5.165738185773376297e-04,2.485948051480966203e+00,2.475974997243112874e+00,-9.973054237853329340e-03,-3.985030240655218492e-04
2.320000000000000000e+02,5.140141900468711729e-04,5.138204898408440038e-04,2.483009163516515017e+00,2.472913163778208467e+00,-1.009599973830654918e-02,-3.768382464489627992e-04
2.330000000000000000e+02,5.112784553901934294e-04,5.110969502448100849e-04,2.480067104847401005e+00,2.469848759322216925e+00,-1.021834552518408046e-02,-3.550025303624693152e-04
2.340000000000000000e+02,5.085721090227063312e-04,5.084027552122795694e-04,2.477121962360760765e+00,2.466781881454668479e+00,-1.034008090609228603e-02,-3.329986199051004903e-04
2.350000000000000000e+02,5.058947154726537842e-04,5.057374685993430577e-04,2.474173821841829657e+00,2.463712626471894485e+00,-1.046119536993517229e-02,-3.108292466819095878e-04
2.360000000000000000e+02,5.032458474838528810e-04,5.031006625013513360e-04,2.471222767992721003e+00,2.460641089404143056e+00,-1.058167858857794741e-02,-2.884971296384097883e-04
2.370000000000000000e+02,5.006250858277389981e-04,5.004919170643546203e-04,2.468268884449237088e+00,2.457567364032026802e+00,-1.070152041721028624e-02,-2.660049748889337096e-04
2.380000000000000000e+02,4.980320191204632742e-04,4.979108203016079526e-04,2.465312253798666031e+00,2.454491542903280088e+00,-1.082071089538594322e-02,-2.433554755563172023e-04
2.390000000000000000e+02,4.954662436448744201e-04,4.953569679149834792e-04,2.462352957597282899e+00,2.451413717349096633e+00,-1.093924024818626606e-02,-2.205513116031454501e-04
2.400000000000000000e+02,4.929273631772474904e-04,4.928299631211424843e-04,2.459391076385319508e+00,2.448333977499514980e+00,-1.105709888580452827e-02,-1.975951496732131218e-04
2.410000000000000000e+02,4.904149888186066369e-04,4.903294164823196206e-04,2.456426689704657829e+00,2.445252412299083744e+00,-1.117427740557408455e-02,-1.744896429310971442e-04
2.420000000000000000e+02,4.879287388305037702e-04,4.878549457415798526e-04,2.453459876114236771e+00,2.442169109522784431e+00,-1.129076659145233918e-02,-1.512374309018404972e-04
2.430000000000000000e+02,4.854682384751204233e-04,4.854061756624105284e-04,2.450490713205210724e+00,2.439084155790960384e+00,-1.140655741425034009e-02,-1.278411393190737044e-04
2.440000000000000000e+02,4.830331198595598399e-04,4.829827378725211318e-04,2.447519277617154820e+00,2.435997636583443704e+00,-1.152164103371111636e-02,-1.043033799698056541e-04
2.450000000000000000e+02,4.806230217842030858e-04,4.805842707117217484e-04,2.444545645051997340e+00,2.432909636254992680e+00,-1.163600879700465995e-02,-8.062675054032464317e-05
2.460000000000000000e+02,4.782375895950116565e-04,4.782104190837573520e-04,2.441569890288910472e+00,2.429820238049435144e+00,-1.174965223947532778e-02,-5.681383447364574124e-05
2.470000000000000000e+02,4.758764750396521684e-04,4.758608343119826605e-04,2.438592087199834335e+00,2.426729524113738545e+00,-1.186256308609578980e-02,-3.286720081763228052e-05
2.480000000000000000e+02,4.735393361273345508e-04,4.735351739987602501e-04,2.435612308761927469e+00,2.423637575511927711e+00,-1.197473324999975830e-02,-8.789404082776286486e-06
2.490000000000000000e+02,4.712258369922542344e-04,4.712331018884747006e-04,2.432630627071612484e+00,2.420544472238660649e+00,-1.208615483295183424e-02,1.541701589791166782e-05
2.500000000000000000e+02,4.689356477605280730e-04,4.689542877340533225e-04,2.429647113358962773e+00,2.417450293233255554e+00,-1.219682012570721952e-02,3.974953410823545141e-05
2.510000000000000000e+02,4.666684444205243055e-04,4.666984071668919820e-04,2.426661838000323090e+00,2.414355116392535194e+00,-1.230672160778789603e-02,6.420564048403853974e-05
2.520000000000000000e+02,4.644239086964871920e-04,4.644651415700866599e-04,2.423674870531181025e+00,2.411259018583596259e+00,-1.241585194758476618e-02,8.878284004620873304e-05
2.530000000000000000e+02,4.622017279253594498e-04,4.622541779548738146e-04,2.420686279659001627e+00,2.408162075657260370e+00,-1.252420400174125703e-02,1.134786530327946963e-04
2.540000000000000000e+02,4.600015949367101151e-04,4.600652088401852783e-04,2.417696133275826664e+00,2.405064362460835881e+00,-1.263177081499078369e-02,1.382906150226848041e-04
2.550000000000000000e+02,4.578232079356775713e-04,4.578979321352295959e-04,2.414704498470095828e+00,2.401965952849947961e+00,-1.273854562014786751e-02,1.632162770623946102e-04
2.560000000000000000e+02,4.556662703888423086e-04,4.557520510250118759e-04,nan,nan,nan,1.882532057866370678e-04
