rho,sigma,rho_sigma,P_mean,Ds_of_mean_P,mean_Ds,absolute_truncation_bound
2.000000000000000111e-01,2.670000000000000000e+02,5.340000000000000568e+01,2.839314532890952186e-03,2.822456358992989411e+00,2.822700522578539761e+00,4.550978865293192590e-139
2.000000000000000111e-01,2.680000000000000000e+02,5.360000000000000142e+01,2.824374542674380414e-03,2.822663979240177756e+00,2.822908826396680837e+00,8.326762742326466212e-138
2.000000000000000111e-01,2.690000000000000000e+02,5.380000000000000426e+01,2.809567293019721128e-03,2.822866770099822009e+00,2.823112308181289443e+00,1.401771490769286459e-136
2.000000000000000111e-01,2.700000000000000000e+02,5.400000000000000000e+01,2.794891144347894617e-03,2.823064753183254005e+00,2.823310989624565170e+00,2.186393721615851158e-135
2.000000000000000111e-01,2.710000000000000000e+02,5.420000000000000284e+01,2.780344483099007977e-03,2.823257950048607690e+00,2.823504892364978147e+00,3.178345486012526929e-134
2.000000000000000111e-01,2.720000000000000000e+02,5.440000000000000568e+01,2.765925721226923911e-03,2.823446382199231053e+00,2.823694037986309802e+00,4.328236332869278878e-133
2.000000000000000111e-01,2.730000000000000000e+02,5.460000000000000142e+01,2.751633295705515486e-03,2.823630071081321802e+00,2.823878448014915943e+00,5.546085908228660931e-132
2.000000000000000111e-01,2.740000000000000000e+02,5.480000000000000426e+01,2.737465668046181431e-03,2.823809038083931355e+00,2.824058143919235153e+00,6.713081830789454373e-131
2.000000000000000111e-01,2.750000000000000000e+02,5.500000000000000000e+01,2.723421323826415944e-03,2.823983304536743955e+00,2.824233147108198949e+00,7.702231798707466233e-130
2.000000000000000111e-01,2.760000000000000000e+02,5.520000000000000284e+01,2.709498772229071775e-03,2.824152891709570845e+00,2.824403478930500366e+00,8.402475788941176228e-129
2.000000000000000111e-01,2.770000000000000000e+02,5.540000000000000568e+01,2.695696545592088898e-03,2.824317820809886026e+00,2.824569160672131929e+00,8.739629029282017580e-128
2.000000000000000111e-01,2.780000000000000000e+02,5.560000000000000142e+01,2.682013198968380852e-03,2.824478112982625522e+00,2.824730213556418512e+00,8.688708123490515023e-127
2.000000000000000111e-01,2.790000000000000000e+02,5.580000000000000426e+01,2.668447309695625921e-03,2.824633789309155762e+00,2.824886658742804535e+00,8.275117987291059837e-126
2.000000000000000111e-01,2.800000000000000000e+02,5.600000000000000000e+01,2.654997476975702077e-03,2.824784870806566595e+00,2.825038517325574539e+00,7.565586674192656317e-125
2.000000000000000111e-01,2.810000000000000000e+02,5.620000000000000284e+01,2.641662321463516747e-03,2.824931378425439732e+00,2.825185810332469405e+00,6.652374183449868260e-124
2.000000000000000111e-01,2.820000000000000000e+02,5.640000000000000568e+01,2.628440484865002865e-03,2.825073333049245239e+00,2.825328558724199191e+00,5.635409898358785107e-123
2.000000000000000111e-01,2.830000000000000000e+02,5.660000000000000142e+01,2.615330629544016221e-03,2.825210755494153680e+00,2.825466783393502546e+00,4.606585141847104138e-122
2.000000000000000111e-01,2.840000000000000000e+02,5.680000000000000426e+01,2.602331438137932013e-03,2.825343666507734053e+00,2.825600505163940124e+00,3.638940444793534511e-121
2.000000000000000111e-01,2.850000000000000000e+02,5.700000000000000000e+01,2.589441613181702947e-03,2.825472086768031854e+00,2.825729744789565512e+00,2.781658513121064222e-120
2.000000000000000111e-01,2.860000000000000000e+02,5.720000000000000284e+01,2.576659876740175926e-03,2.825596036883658346e+00,2.825854522954430514e+00,2.060225007078195922e-119
2.000000000000000111e-01,2.870000000000000000e+02,5.740000000000000568e+01,2.563984970048436597e-03,2.825715537390957266e+00,2.825974860270098699e+00,1.480194797080574120e-118
2.000000000000000111e-01,2.880000000000000000e+02,5.760000000000000142e+01,2.551415653160026952e-03,2.825830608755130591e+00,2.826090777276479393e+00,1.032747179044300124e-117
2.000000000000000111e-01,2.890000000000000000e+02,5.780000000000000426e+01,2.538950704602754068e-03,2.825941271369352581e+00,2.826202294441359619e+00,7.004659149563943852e-117
2.000000000000000111e-01,2.900000000000000000e+02,5.800000000000000000e+01,2.526588921042001966e-03,2.826047545553306506e+00,2.826309432158574442e+00,4.622926277411336888e-116
2.000000000000000111e-01,2.910000000000000000e+02,5.820000000000000284e+01,2.514329116951261218e-03,2.826149451553613190e+00,2.826412210748245446e+00,2.971513594899810757e-115
2.000000000000000111e-01,2.920000000000000000e+02,5.840000000000000568e+01,2.502170124289778298e-03,2.826247009542123934e+00,2.826510650456053320e+00,1.861829862582500347e-114
2.000000000000000111e-01,2.930000000000000000e+02,5.860000000000000142e+01,2.490110792187084400e-03,2.826340239616669692e+00,2.826604771452463805e+00,1.138029075639533130e-113
2.000000000000000111e-01,2.940000000000000000e+02,5.880000000000000426e+01,2.478149986634276252e-03,2.826429161798881928e+00,2.826694593831955427e+00,6.791223079464851733e-113
2.000000000000000111e-01,2.950000000000000000e+02,5.900000000000000000e+01,2.466286590181864576e-03,2.826513796035513781e+00,2.826780137613695398e+00,3.959462512797755913e-112
2.000000000000000111e-01,2.960000000000000000e+02,5.920000000000000284e+01,2.454519501644017183e-03,2.826594162196935489e+00,2.826861422739771257e+00,2.256908482878134731e-111
2.000000000000000111e-01,2.970000000000000000e+02,5.940000000000000568e+01,2.442847635809075688e-03,2.826670280077057562e+00,2.826938469075835680e+00,1.258524886824908896e-110
2.000000000000000111e-01,2.980000000000000000e+02,5.960000000000000142e+01,2.431269923156145069e-03,2.826742169392831627e+00,2.827011296409808860e+00,6.869836644974312566e-110
2.000000000000000111e-01,2.990000000000000000e+02,5.980000000000000426e+01,2.419785309577659766e-03,2.826809849783208595e+00,2.827079924451618265e+00,3.673003135798417723e-109
2.000000000000000111e-01,3.000000000000000000e+02,6.000000000000000000e+01,2.408392756107734234e-03,2.826873340810302171e+00,2.827144372833737762e+00,1.924544189019967975e-108
2.000000000000000111e-01,3.010000000000000000e+02,6.020000000000000284e+01,2.397091238656187760e-03,2.826932661957570314e+00,2.827204661109675055e+00,9.887723097520678726e-108
2.000000000000000111e-01,3.020000000000000000e+02,6.040000000000000568e+01,2.385879747748101323e-03,2.826987832631131514e+00,2.827260808755067245e+00,4.983633728849952427e-107
2.000000000000000111e-01,3.030000000000000000e+02,6.060000000000000142e+01,2.374757288268754263e-03,2.827038872158159410e+00,2.827312835166462701e+00,2.465398397723407000e-106
2.000000000000000111e-01,3.040000000000000000e+02,6.080000000000000426e+01,2.363722879213854891e-03,2.827085799786398290e+00,2.827360759660506595e+00,1.197622200186193733e-105
2.000000000000000111e-01,3.050000000000000000e+02,6.100000000000000000e+01,2.352775553444886800e-03,2.827128634685088571e+00,2.827404601474608370e+00,5.715263412152076213e-105
2.000000000000000111e-01,3.060000000000000000e+02,6.120000000000000284e+01,2.341914357449490641e-03,2.827167395944639949e+00,2.827444379767235727e+00,2.680527213127842758e-104
2.000000000000000111e-01,3.070000000000000000e+02,6.140000000000000568e+01,2.331138351106730455e-03,2.827202102575693488e+00,2.827480113616760438e+00,1.236084121520700481e-103
2.000000000000000111e-01,3.080000000000000000e+02,6.160000000000000142e+01,2.320446607457165612e-03,2.827232773508850716e+00,2.827511822021100851e+00,5.606461178341730957e-103
2.000000000000000111e-01,3.090000000000000000e+02,6.180000000000000426e+01,2.309838212477573552e-03,2.827259427596557462e+00,2.827539523899059937e+00,2.502102079614303841e-102
2.000000000000000111e-01,3.100000000000000000e+02,6.200000000000000000e+01,2.299312264860240047e-03,2.827282083609716778e+00,2.827563238088158126e+00,1.099139300683171676e-101
2.000000000000000111e-01,3.110000000000000000e+02,6.220000000000000284e+01,2.288867875796723756e-03,2.827300760240178956e+00,2.827582983346219603e+00,4.754250672124070033e-101
2.000000000000000111e-01,3.120000000000000000e+02,6.240000000000000568e+01,2.278504168765933292e-03,2.827315476099980796e+00,2.827598778350642661e+00,2.025524571555317174e-100
2.000000000000000111e-01,3.130000000000000000e+02,6.260000000000000142e+01,2.268220279326498608e-03,2.827326249720441886e+00,2.827610641697846372e+00,8.502726071845371051e-100
2.000000000000000111e-01,3.140000000000000000e+02,6.280000000000000426e+01,2.258015354913255838e-03,2.827333099554228735e+00,2.827618591904681455e+00,3.517856909277683485e-99
2.000000000000000111e-01,3.150000000000000000e+02,6.300000000000000000e+01,2.247888554637810909e-03,2.827336043972310975e+00,2.827622647406769829e+00,1.434916903243185712e-98
2.000000000000000111e-01,3.160000000000000000e+02,6.320000000000000284e+01,2.237839049093064397e-03,2.827335101265634698e+00,2.827622826558631175e+00,5.772031291539852801e-98
2.000000000000000111e-01,3.170000000000000000e+02,6.340000000000000568e+01,2.227866020161596572e-03,2.827330289645735295e+00,2.827619147634835794e+00,2.290363312531205469e-97
2.000000000000000111e-01,3.180000000000000000e+02,6.360000000000000142e+01,2.217968660827842383e-03,2.827321627243633007e+00,2.827611628829198587e+00,8.967475338726944661e-97
2.000000000000000111e-01,3.190000000000000000e+02,6.380000000000000426e+01,2.208146174993964005e-03,2.827309132110145562e+00,2.827600288254957572e+00,3.465281756852846911e-96
2.000000000000000111e-01,3.200000000000000000e+02,6.400000000000000000e+01,2.198397777299332910e-03,2.827292822216073809e+00,2.827585143944893797e+00,1.321959624650365318e-95
2.000000000000000111e-01,3.210000000000000000e+02,6.420000000000000284e+01,2.188722692943544709e-03,2.827272715452417540e+00,2.827566213850941423e+00,4.979827558269483148e-95
2.000000000000000111e-01,3.220000000000000000e+02,6.440000000000000568e+01,2.179120157512881746e-03,2.827248829629646298e+00,2.827543515844582966e+00,1.852800763548184871e-94
2.000000000000000111e-01,3.230000000000000000e+02,6.460000000000000853e+01,2.169589416810157548e-03,2.827221182478557804e+00,2.827517067717151278e+00,6.810203019073365098e-94
2.000000000000000111e-01,3.240000000000000000e+02,6.479999999999999716e+01,2.160129726687844663e-03,2.827189791650365436e+00,2.827486887179611497e+00,2.473454177132701429e-93
2.000000000000000111e-01,3.250000000000000000e+02,6.500000000000000000e+01,2.150740352884440362e-03,2.827154674715991245e+00,2.827452991862306142e+00,8.878769348894042431e-93
2.000000000000000111e-01,3.260000000000000000e+02,6.520000000000000284e+01,2.141420570863975231e-03,2.827115849167481709e+00,2.827415399315877043e+00,3.150624142305086444e-92
2.000000000000000111e-01,3.270000000000000000e+02,6.540000000000000568e+01,2.132169665658603490e-03,2.827073332415956042e+00,2.827374127010262139e+00,1.105407688820711295e-91
2.000000000000000111e-01,3.280000000000000000e+02,6.560000000000000853e+01,2.122986931714220850e-03,2.827027141794385745e+00,2.827329192336461627e+00,3.835438373232662921e-91
2.000000000000000111e-01,3.290000000000000000e+02,6.579999999999999716e+01,2.113871672738997128e-03,2.826977294556946241e+00,2.827280612605236332e+00,1.316304321163968783e-90
2.000000000000000111e-01,3.300000000000000000e+02,6.600000000000000000e+01,2.104823201554827973e-03,2.826923807876801753e+00,2.827228405047107263e+00,4.469162531954329302e-90
2.000000000000000111e-01,3.310000000000000000e+02,6.620000000000000284e+01,2.095840839951582536e-03,2.826866698849213488e+00,2.827172586813746946e+00,1.501419506128710751e-89
2.000000000000000111e-01,3.320000000000000000e+02,6.640000000000000568e+01,2.086923918544111075e-03,2.826805984490830426e+00,2.827113174977321730e+00,4.991825273337872238e-89
2.000000000000000111e-01,3.330000000000000000e+02,6.660000000000000853e+01,2.078071776631951369e-03,2.826741681739413092e+00,2.827050186530889242e+00,1.642749680011538538e-88
2.000000000000000111e-01,3.340000000000000000e+02,6.679999999999999716e+01,2.069283762061673200e-03,2.826673807453865095e+00,2.826983638387936537e+00,5.351917165482556178e-88
2.000000000000000111e-01,3.350000000000000000e+02,6.700000000000000000e+01,2.060559231091803681e-03,2.826602378414975192e+00,2.826913547383809622e+00,1.726405120535994052e-87
2.000000000000000111e-01,3.360000000000000000e+02,6.720000000000000284e+01,2.051897548260273128e-03,2.826527411325312045e+00,2.826839930274530843e+00,5.514916104737640989e-87
2.000000000000000111e-01,3.370000000000000000e+02,6.740000000000000568e+01,2.043298086254336822e-03,2.826448922809736697e+00,2.826762803737678631e+00,1.744872570497297102e-86
2.000000000000000111e-01,3.380000000000000000e+02,6.760000000000000853e+01,2.034760225782905867e-03,2.826366929415999429e+00,2.826682184373825457e+00,5.468663158718847554e-86
2.000000000000000111e-01,3.390000000000000000e+02,6.779999999999999716e+01,2.026283355451248547e-03,2.826281447612509545e+00,2.826598088703486500e+00,1.698062552596497574e-85
2.000000000000000111e-01,3.400000000000000000e+02,6.800000000000000000e+01,2.017866871638015341e-03,2.826192493791436000e+00,2.826510533169963590e+00,5.224467892201737519e-85
2.000000000000000111e-01,3.410000000000000000e+02,6.820000000000000284e+01,2.009510178374502177e-03,2.826100084268665213e+00,2.826419534140065970e+00,1.592962695886048871e-84
2.000000000000000111e-01,3.420000000000000000e+02,6.840000000000000568e+01,2.001212687226159269e-03,2.826004235281383892e+00,2.826325107901114464e+00,4.813956144471703892e-84
2.000000000000000111e-01,3.430000000000000000e+02,6.860000000000000853e+01,1.992973817176256664e-03,2.825904962991450109e+00,2.826227270664558588e+00,1.442075637193978490e-83
2.000000000000000111e-01,3.440000000000000000e+02,6.879999999999999716e+01,1.984792994511668310e-03,2.825802283484248001e+00,2.826126038565324627e+00,4.282707083764261351e-83
2.000000000000000111e-01,3.450000000000000000e+02,6.900000000000000000e+01,1.976669652710749073e-03,2.825696212768220583e+00,2.826021427660005081e+00,1.261092200666357557e-82
2.000000000000000111e-01,3.460000000000000000e+02,6.920000000000000284e+01,1.968603232333237477e-03,2.825586766775902259e+00,2.825913453928960095e+00,3.682356932464350901e-82
2.000000000000000111e-01,3.470000000000000000e+02,6.940000000000000568e+01,1.960593180912156407e-03,2.825473961364872721e+00,2.825802133277220740e+00,1.066367024248190652e-81
2.000000000000000111e-01,3.480000000000000000e+02,6.960000000000000853e+01,1.952638952847655842e-03,2.825357812317070838e+00,2.825687481533494250e+00,3.062945913184423531e-81
2.000000000000000111e-01,3.490000000000000000e+02,6.979999999999999716e+01,1.944740009302780692e-03,2.825238335338528639e+00,2.825569514449954855e+00,8.727153413318943872e-81
2.000000000000000111e-01,3.500000000000000000e+02,7.000000000000000000e+01,1.936895818101097609e-03,2.825115546060798621e+00,2.825448247703536975e+00,2.466915678063306447e-80
2.000000000000000111e-01,3.510000000000000000e+02,7.020000000000000284e+01,1.929105853626159094e-03,2.824989460041023470e+00,2.825323696896409054e+00,6.918804916276036664e-80
2.000000000000000111e-01,3.520000000000000000e+02,7.040000000000000568e+01,1.921369596722757606e-03,2.824860092761455554e+00,2.825195877555019219e+00,1.925522430532349266e-79
2.000000000000000111e-01,3.530000000000000000e+02,7.060000000000000853e+01,1.913686534599945204e-03,2.824727459630524073e+00,2.825064805131372037e+00,5.318037762520432511e-79
2.000000000000000111e-01,3.540000000000000000e+02,7.079999999999999716e+01,1.906056160735761446e-03,2.824591575982030811e+00,2.824930495002737629e+00,1.457750615575552915e-78
2.000000000000000111e-01,3.550000000000000000e+02,7.100000000000000000e+01,1.898477974783665872e-03,2.824452457077042844e+00,2.824792962472291169e+00,3.966310675171452005e-78
2.000000000000000111e-01,3.560000000000000000e+02,7.120000000000000284e+01,1.890951482480594196e-03,2.824310118103413814e+00,2.824652222769599152e+00,1.071281689605429667e-77
2.000000000000000111e-01,3.570000000000000000e+02,7.140000000000000568e+01,1.883476195556664208e-03,2.824164574174408138e+00,2.824508291049703690e+00,2.872598850581169898e-77
2.000000000000000111e-01,3.580000000000000000e+02,7.160000000000000853e+01,1.876051631646443157e-03,2.824015840332074756e+00,2.824361182394641290e+00,7.647872809504506368e-77
2.000000000000000111e-01,3.590000000000000000e+02,7.179999999999999716e+01,1.868677314201774853e-03,2.823863931545781636e+00,2.824210911813682667e+00,2.021807926020011050e-76
2.000000000000000111e-01,3.600000000000000000e+02,7.200000000000000000e+01,1.861352772406130521e-03,2.823708862712153600e+00,2.824057494242999677e+00,5.307757524903310892e-76
2.000000000000000111e-01,3.610000000000000000e+02,7.220000000000000284e+01,1.854077541090449772e-03,2.823550648655047457e+00,2.823900944545274072e+00,1.383858821431129687e-75
2.000000000000000111e-01,3.620000000000000000e+02,7.240000000000000568e+01,1.846851160650444384e-03,2.823389304128409716e+00,2.823741277512074266e+00,3.583594449199942121e-75
2.000000000000000111e-01,3.630000000000000000e+02,7.260000000000000853e+01,1.839673176965318270e-03,2.823224843814423402e+00,2.823578507862785525e+00,9.217822967494637155e-75
2.000000000000000111e-01,3.640000000000000000e+02,7.279999999999999716e+01,1.832543141317916850e-03,2.823057282322876560e+00,2.823412650244438993e+00,2.355351188437073631e-74
2.000000000000000111e-01,3.650000000000000000e+02,7.300000000000000000e+01,1.825460610316229299e-03,2.822886634193860544e+00,2.823243719232953808e+00,5.979094775758577957e-74
2.000000000000000111e-01,3.660000000000000000e+02,7.320000000000000284e+01,1.818425145816248215e-03,2.822712913897279297e+00,2.823071729333463953e+00,1.508001043657751753e-73
2.000000000000000111e-01,3.670000000000000000e+02,7.340000000000000568e+01,1.811436314846144417e-03,2.822536135831639648e+00,2.822896694979612153e+00,3.779093179016565387e-73
2.000000000000000111e-01,3.680000000000000000e+02,7.360000000000000853e+01,1.804493689531749736e-03,2.822356314326792681e+00,2.822718630534992279e+00,9.410787866021215758e-73
2.000000000000000111e-01,3.690000000000000000e+02,7.379999999999999716e+01,1.797596847023283590e-03,2.822173463642227986e+00,2.822537550292561814e+00,2.328889263042603521e-72
2.000000000000000111e-01,3.700000000000000000e+02,7.400000000000000000e+01,1.790745369423359361e-03,2.821987597968033779e+00,2.822353468475407023e+00,5.727796779457594840e-72
2.000000000000000111e-01,3.710000000000000000e+02,7.420000000000000284e+01,1.783938843716171684e-03,2.821798731426010676e+00,2.822166399237138190e+00,1.400145323388894400e-71
2.000000000000000111e-01,3.720000000000000000e+02,7.440000000000000568e+01,1.777176861697914948e-03,2.821606878068192437e+00,2.821976356661577867e+00,3.402010461167655067e-71
2.000000000000000111e-01,3.730000000000000000e+02,7.460000000000000853e+01,1.770459019908347809e-03,2.821412051879190308e+00,2.821783354763875096e+00,8.216841266686938811e-71
2.000000000000000111e-01,3.740000000000000000e+02,7.479999999999999716e+01,1.763784919563524513e-03,2.821214266775136981e+00,2.821587407490309118e+00,1.972922517988415860e-70
2.000000000000000111e-01,3.750000000000000000e+02,7.500000000000000000e+01,1.757154166489643390e-03,2.821013536604283001e+00,2.821388528718535849e+00,4.709552761761180263e-70
2.000000000000000111e-01,3.760000000000000000e+02,7.520000000000000284e+01,1.750566371058010114e-03,2.820809875146289780e+00,2.821186732257019436e+00,1.117742886311473369e-69
2.000000000000000111e-01,3.770000000000000000e+02,7.540000000000000568e+01,1.744021148121081052e-03,2.820603296115675285e+00,2.820982031848456639e+00,2.637693770129572259e-69
2.000000000000000111e-01,3.780000000000000000e+02,7.560000000000000853e+01,1.737518116949559807e-03,2.820393813159530083e+00,2.820774441167295699e+00,6.189479823018701259e-69
2.000000000000000111e-01,3.790000000000000000e+02,7.579999999999999716e+01,1.731056901170559530e-03,2.820181439856509265e+00,2.820563973819080417e+00,1.444301544592063172e-68
2.000000000000000111e-01,3.800000000000000000e+02,7.600000000000000000e+01,1.724637128706771588e-03,2.819966189721333727e+00,2.820350643344156083e+00,3.351673496469964711e-68
2.000000000000000111e-01,3.810000000000000000e+02,7.620000000000000284e+01,1.718258431716635382e-03,2.819748076201272990e+00,2.820134463215280718e+00,7.735552579415220750e-68
2.000000000000000111e-01,3.820000000000000000e+02,7.640000000000000568e+01,1.711920446535512797e-03,2.819527112677649328e+00,2.819915446839042605e+00,1.775710016302800358e-67
2.000000000000000111e-01,3.830000000000000000e+02,7.660000000000000853e+01,1.705622813617802642e-03,2.819303312467600797e+00,2.819693607556275072e+00,4.054419050195792724e-67
2.000000000000000111e-01,3.840000000000000000e+02,7.680000000000001137e+01,1.699365177480021988e-03,2.819076688822432786e+00,2.819468958641438761e+00,9.208428262682022647e-67
2.000000000000000111e-01,3.850000000000000000e+02,7.700000000000000000e+01,1.693147186644806479e-03,2.818847254929056856e+00,2.819241513304335811e+00,2.080494899077581430e-66
2.000000000000000111e-01,3.860000000000000000e+02,7.720000000000000284e+01,1.686968493585828304e-03,2.818615023909227801e+00,2.819011284688603514e+00,4.676227736470622957e-66
2.000000000000000111e-01,3.870000000000000000e+02,7.740000000000000568e+01,1.680828754673608207e-03,2.818380008820768889e+00,2.818778285873312139e+00,1.045672509358821467e-65
2.000000000000000111e-01,3.880000000000000000e+02,7.760000000000000853e+01,1.674727630122202450e-03,2.818142222657877394e+00,2.818542529873347746e+00,2.326427744399617735e-65
2.000000000000000111e-01,3.890000000000000000e+02,7.780000000000001137e+01,1.668664783936754745e-03,2.817901678350668071e+00,2.818304029638875718e+00,5.149910876194004837e-65
2.000000000000000111e-01,3.900000000000000000e+02,7.800000000000000000e+01,1.662639883861893875e-03,2.817658388766481448e+00,2.818062798056613527e+00,1.134352894913433041e-64
2.000000000000000111e-01,3.910000000000000000e+02,7.820000000000000284e+01,1.656652601330956811e-03,2.817412366709676430e+00,2.817818847949115746e+00,2.486318033969376687e-64
2.000000000000000111e-01,3.920000000000000000e+02,7.840000000000000568e+01,1.650702611416033022e-03,2.817163624921350973e+00,2.817572192075510795e+00,5.423086752696397074e-64
2.000000000000000111e-01,3.930000000000000000e+02,7.860000000000000853e+01,1.644789592778803924e-03,2.816912176080475394e+00,2.817322843132097354e+00,1.177168971817998379e-63
2.000000000000000111e-01,3.940000000000000000e+02,7.880000000000001137e+01,1.638913227622167731e-03,2.816658032803916356e+00,2.817070813752150293e+00,2.543045412749568974e-63
2.000000000000000111e-01,3.950000000000000000e+02,7.900000000000000000e+01,1.633073201642634958e-03,2.816401207647503124e+00,2.816816116507266266e+00,5.467802574309528354e-63
2.000000000000000111e-01,3.960000000000000000e+02,7.920000000000000284e+01,1.627269203983476359e-03,2.816141713104055810e+00,2.816558763905717022e+00,1.170132278374963807e-62
2.000000000000000111e-01,3.970000000000000000e+02,7.940000000000000568e+01,1.621500927188626118e-03,2.815879561606006831e+00,2.816298768394219110e+00,2.492529065663300497e-62
2.000000000000000111e-01,3.980000000000000000e+02,7.960000000000000853e+01,1.615768067157290861e-03,2.815614765525324970e+00,2.816036142358588457e+00,5.285037174990364713e-62
2.000000000000000111e-01,3.990000000000000000e+02,7.980000000000001137e+01,1.610070323099298522e-03,2.815347337173254694e+00,2.815770898122962329e+00,1.115520386959647354e-61
2.000000000000000111e-01,4.000000000000000000e+02,8.000000000000000000e+01,1.604407397491127221e-03,2.815077288799492816e+00,2.815503047949784232e+00,2.343945130568712508e-61
2.000000000000000111e-01,4.010000000000000000e+02,8.020000000000000284e+01,1.598778996032650590e-03,2.814804632594517741e+00,2.815232604041393305e+00,4.903163346420939077e-61
2.000000000000000111e-01,4.020000000000000000e+02,8.040000000000000568e+01,1.593184827604524935e-03,2.814529380690417248e+00,2.814959578540470631e+00,1.021133492171454758e-60
2.000000000000000111e-01,4.030000000000000000e+02,8.060000000000000853e+01,1.587624604226274636e-03,2.814251545157790524e+00,2.814683983528547984e+00,2.117307279809077145e-60
2.000000000000000111e-01,4.040000000000000000e+02,8.080000000000001137e+01,1.582098041015010496e-03,2.813971138009067730e+00,2.814405831027418703e+00,4.371174812553950279e-60
2.000000000000000111e-01,4.050000000000000000e+02,8.100000000000000000e+01,1.576604856144797097e-03,2.813688171197697763e+00,2.814125132999543144e+00,8.985511720808182815e-60
2.000000000000000111e-01,4.060000000000000000e+02,8.120000000000000284e+01,1.571144770806646388e-03,2.813402656618416042e+00,2.813841901348320018e+00,1.839225558579004705e-59
2.000000000000000111e-01,4.070000000000000000e+02,8.140000000000000568e+01,1.565717509169133178e-03,2.813114606108475968e+00,2.813556147918649941e+00,3.748794563170321296e-59
2.000000000000000111e-01,4.080000000000000000e+02,8.160000000000000853e+01,1.560322798339610836e-03,2.812824031446223838e+00,2.813267884495844307e+00,7.609032567484906498e-59
2.000000000000000111e-01,4.090000000000000000e+02,8.180000000000001137e+01,1.554960368326037401e-03,2.812530944352452877e+00,2.812977122806929131e+00,1.538030118143401153e-58
2.000000000000000111e-01,4.100000000000000000e+02,8.200000000000000000e+01,1.549629951999369594e-03,2.812235356490755844e+00,2.812683874521540339e+00,3.096093286332259062e-58
2.000000000000000111e-01,4.110000000000000000e+02,8.220000000000000284e+01,1.544331285056550328e-03,2.811937279467974005e+00,2.812388151251374424e+00,6.207160976059754720e-58
2.000000000000000111e-01,4.120000000000000000e+02,8.240000000000000568e+01,1.539064105984043083e-03,2.811636724834174927e+00,2.812089964550497978e+00,1.239417139772767351e-57
2.000000000000000111e-01,4.130000000000000000e+02,8.260000000000000853e+01,1.533828156021941561e-03,2.811333704081819373e+00,2.811789325915720728e+00,2.464921127141633590e-57
2.000000000000000111e-01,4.140000000000000000e+02,8.280000000000001137e+01,1.528623179128609302e-03,2.811028228647844518e+00,2.811486246786778498e+00,4.882754630883725605e-57
2.000000000000000111e-01,4.150000000000000000e+02,8.300000000000000000e+01,1.523448921945864433e-03,2.810720309913701254e+00,2.811180738547152558e+00,9.634256548047771313e-57
2.000000000000000111e-01,4.160000000000000000e+02,8.320000000000000284e+01,1.518305133764683099e-03,2.810409959204704045e+00,2.810872812524323194e+00,1.893554567834536016e-56
2.000000000000000111e-01,4.170000000000000000e+02,8.340000000000000568e+01,1.513191566491431991e-03,2.810097187789504680e+00,2.810562479988008455e+00,3.707305948242467660e-56
2.000000000000000111e-01,4.180000000000000000e+02,8.360000000000000853e+01,1.508107974614600680e-03,2.809782006884645966e+00,2.810249752154784453e+00,7.230602496208867302e-56
2.000000000000000111e-01,4.190000000000000000e+02,8.380000000000001137e+01,1.503054115172026842e-03,2.809464427649802420e+00,2.809934640184486021e+00,1.404883377884779819e-55
2.000000000000000111e-01,4.200000000000000000e+02,8.400000000000000000e+01,1.498029747718637771e-03,2.809144461189112985e+00,2.809617155180141435e+00,2.719379807681884894e-55
2.000000000000000111e-01,4.210000000000000000e+02,8.420000000000000284e+01,1.493034634294645091e-03,2.808822118554409109e+00,2.809297308192071796e+00,5.244174779548292794e-55
2.000000000000000111e-01,4.220000000000000000e+02,8.440000000000000568e+01,1.488068539394232564e-03,2.808497410743398426e+00,2.808975110215898408e+00,1.007571424843799311e-54
2.000000000000000111e-01,4.230000000000000000e+02,8.460000000000000853e+01,1.483131229934698614e-03,2.808170348699003949e+00,2.808650572191672801e+00,1.928765546472489820e-54
2.000000000000000111e-01,4.240000000000000000e+02,8.480000000000001137e+01,1.478222475226071558e-03,2.807840943310434767e+00,2.808323705005305815e+00,3.678758570943662827e-54
2.000000000000000111e-01,4.250000000000000000e+02,8.500000000000000000e+01,1.473342046941157439e-03,2.807509205415779086e+00,2.807994519490589980e+00,6.991245367264263494e-54
2.000000000000000111e-01,4.260000000000000000e+02,8.520000000000000284e+01,1.468489719086039967e-03,2.807175145798539440e+00,2.807663026426131303e+00,1.323890907334214075e-53
2.000000000000000111e-01,4.270000000000000000e+02,8.540000000000000568e+01,1.463665267971018917e-03,2.806838775189158142e+00,2.807329236537333905e+00,2.498084174447147252e-53
2.000000000000000111e-01,4.280000000000000000e+02,8.560000000000000853e+01,1.458868472181968105e-03,2.806500104267707574e+00,2.806993160498433504e+00,4.697121565048893929e-53
2.000000000000000111e-01,4.290000000000000000e+02,8.580000000000001137e+01,1.454099112552113392e-03,2.806159143660633681e+00,2.806654808928712885e+00,8.801139020765086895e-53
2.000000000000000111e-01,4.300000000000000000e+02,8.600000000000000000e+01,1.449356972134236343e-03,2.805815903942431522e+00,2.806314192395789942e+00,1.643389980906893983e-52
2.000000000000000111e-01,4.310000000000000000e+02,8.620000000000000284e+01,1.444641836173266676e-03,2.805470395637419845e+00,2.805971321416026676e+00,3.058082713221935657e-52
2.000000000000000111e-01,4.320000000000000000e+02,8.640000000000000568e+01,1.439953492079286499e-03,2.805122629216751928e+00,2.805626206452301652e+00,5.671222288769609614e-52
