sigma,P_chain1,P_chain2,Ds_chain1,Ds_chain2,Ds_chain2_minus_chain1,relative_P_difference
1.610000000000000000e+02,8.271404745781909531e-04,8.299749290632195105e-04,2.657014511188163564e+00,2.660435008428689851e+00,3.420497240526287897e-03,3.426811493506098927e-03
1.620000000000000000e+02,8.203679846665452554e-04,8.231704906496276107e-04,2.654369551402130156e+00,2.657807847034455495e+00,3.438295632325338858e-03,3.416157182464241160e-03
1.630000000000000000e+02,8.136987474211291801e-04,8.164698118441097389e-04,2.651711938564114579e+00,2.655166239771150849e+00,3.454301207036269972e-03,3.405516392599672315e-03
1.640000000000000000e+02,8.071305939737153518e-04,8.098707171514632919e-04,2.649041941830523772e+00,2.652510459487751326e+00,3.468517657227554452e-03,3.394894454759267433e-03
1.650000000000000000e+02,8.006614132993550639e-04,8.033710889899810638e-04,2.646359825421948475e+00,2.649840774923513997e+00,3.480949501565522297e-03,3.384296589815649625e-03
1.660000000000000000e+02,7.942891503499518871e-04,7.969688658241883905e-04,2.643665848724807699e+00,2.647157450784765054e+00,3.491602059957354953e-03,3.373727908855261859e-03
1.670000000000000000e+02,7.880118042584345096e-04,7.906620403682341732e-04,2.640960266391898958e+00,2.644460747820188029e+00,3.500481428289070607e-03,3.363193413445930702e-03
1.680000000000000000e+02,7.818274266104649657e-04,7.844486578568517655e-04,2.638243328440842639e+00,2.641750922894103404e+00,3.507594453260765022e-03,3.352697995964160071e-03
1.690000000000000000e+02,7.757341197807730111e-04,7.783268143809938221e-04,2.635515280349113088e+00,2.639028229057248431e+00,3.512948708135343878e-03,3.342246439996143792e-03
1.700000000000000000e+02,7.697300353313501955e-04,7.722946552853509131e-04,2.632776363148686460e+00,2.636292915617016064e+00,3.516552468329603442e-03,3.331843420786739784e-03
1.710000000000000000e+02,7.638133724688554683e-04,7.663503736251252568e-04,2.630026813517736262e+00,2.633545228204138056e+00,3.518414686401794000e-03,3.321493505762385112e-03
1.720000000000000000e+02,7.579823765587390865e-04,7.604922086795444383e-04,2.627266863870392655e+00,2.630785408839221517e+00,3.518544968828862807e-03,3.311201155098197901e-03
1.730000000000000000e+02,7.522353376936781119e-04,7.547184445197179436e-04,2.624496742445067810e+00,2.628013695997072130e+00,3.516953552004320471e-03,3.300970722344587216e-03
1.740000000000000000e+02,7.465705893140620704e-04,7.490274086285651041e-04,2.621716673390168673e+00,2.625230324668692106e+00,3.513651278523433064e-03,3.290806455100714345e-03
1.750000000000000000e+02,7.409865068783482236e-04,7.434174705706391101e-04,2.618926876848911345e+00,2.622435526423283036e+00,3.508649574371691671e-03,3.280712495740578660e-03
1.760000000000000000e+02,7.354815065812272306e-04,7.378870407097755076e-04,2.616127569041661882e+00,2.619629529467661477e+00,3.501960425999595117e-03,3.270692882177295147e-03
1.770000000000000000e+02,7.300540441176241050e-04,7.324345689726002775e-04,2.613318962346300456e+00,2.616812558703794256e+00,3.493596357493800042e-03,3.260751548679330369e-03
1.780000000000000000e+02,7.247026134906611869e-04,7.270585436560110960e-04,2.610501265377923819e+00,2.613984835786257399e+00,3.483570408333580559e-03,3.250892326718934910e-03
1.790000000000000000e+02,7.194257458617810738e-04,7.217574902768381789e-04,2.607674683065968502e+00,2.611146579177906712e+00,3.471896111938210794e-03,3.241118945866983125e-03
1.800000000000000000e+02,7.142220084413337120e-04,7.165299704619753577e-04,2.604839416729407997e+00,2.608298004203648546e+00,3.458587474240548687e-03,3.231435034714680299e-03
1.810000000000000000e+02,7.090900034179831299e-04,7.113745808773489030e-04,2.601995664151508514e+00,2.605439323103179827e+00,3.443658951671313417e-03,3.221844121837236230e-03
1.820000000000000000e+02,7.040283669253847047e-04,7.062899521941638217e-04,2.599143619652252379e+00,2.602570745083164550e+00,3.427125430912170145e-03,3.212349636785072349e-03
1.830000000000000000e+02,6.990357680446407764e-04,7.012747480909383661e-04,2.596283474158982862e+00,2.599692476367580607e+00,3.409002208597744499e-03,3.202954911106337121e-03
1.840000000000000000e+02,6.941109078411205908e-04,6.963276642899092700e-04,2.593415415275342362e+00,2.596804720246855158e+00,3.389304971512796527e-03,3.193663179395178631e-03
1.850000000000000000e+02,6.892525184342824900e-04,6.914474276264464961e-04,2.590539627350770591e+00,2.593907677126644273e+00,3.368049775873682705e-03,3.184477580364886151e-03
1.860000000000000000e+02,6.844593620991999087e-04,6.866327951501811130e-04,2.587656291545981979e+00,2.591001544574977888e+00,3.345253028995909261e-03,3.175401157952562059e-03
1.870000000000000000e+02,6.797302303985645108e-04,6.818825532566080358e-04,2.584765585897292883e+00,2.588086517367697237e+00,3.320931470404353547e-03,3.166436862432231436e-03
1.880000000000000000e+02,6.750639433439686388e-04,6.771955168479795728e-04,2.581867685381884492e+00,2.585162787534185380e+00,3.295102152300888321e-03,3.157587551561480410e-03
1.890000000000000000e+02,6.704593485853397239e-04,6.725705285223507147e-04,2.578962761979324725e+00,2.582230544401961758e+00,3.267782422637033335e-03,3.148855991739862858e-03
1.900000000000000000e+02,6.659153206274474402e-04,6.680064577896992293e-04,2.576050984731784510e+00,2.579289974639361382e+00,3.238989907576872440e-03,3.140244859183294324e-03
1.910000000000000000e+02,6.614307600724433130e-04,6.635022003140805943e-04,2.573132519805084950e+00,2.576341262298148749e+00,3.208742493063798662e-03,3.131756741114433140e-03
1.920000000000000000e+02,6.570045928874380242e-04,6.590566771808260491e-04,2.570207530546598118e+00,2.573384588854675137e+00,3.177058308077018722e-03,3.123394136971491264e-03
1.930000000000000000e+02,6.526357696961777128e-04,6.546688341878362802e-04,2.567276177541513604e+00,2.570420133250669981e+00,3.143955709156376344e-03,3.115159459624816662e-03
1.940000000000000000e+02,6.483232650939019280e-04,6.503376411600583860e-04,2.564338618669712133e+00,2.567448071933189357e+00,3.109453263477224283e-03,3.107055036602357490e-03
1.950000000000000000e+02,6.440660769845161972e-04,6.460620912862797324e-04,2.561395009159964875e+00,2.564468578893331241e+00,3.073569733366365853e-03,3.099083111330447338e-03
1.960000000000000000e+02,6.398632259392487108e-04,6.418412004774031072e-04,2.558445501643463516e+00,2.561481825704518656e+00,3.036324061055140078e-03,3.091245844377032981e-03
1.970000000000000000e+02,6.357137545759889222e-04,6.376740067454060665e-04,2.555490246206725491e+00,2.558487981559525615e+00,2.997735352800123820e-03,3.083545314706226392e-03
1.980000000000000000e+02,6.316167269585461945e-04,6.335595696022202185e-04,2.552529390441534041e+00,2.555487213307626071e+00,2.957822866092030267e-03,3.075983520939074012e-03
1.990000000000000000e+02,6.275712280150991512e-04,6.294969694777941644e-04,2.549563079495623885e+00,2.552479685490354200e+00,2.916605994730314677e-03,3.068562382609218986e-03
2.000000000000000000e+02,6.235763629751239507e-04,6.254853071566432790e-04,2.546591456122565322e+00,2.549465560376630968e+00,2.874104254065645847e-03,3.061283741435660843e-03
2.010000000000000000e+02,6.196312568241369801e-04,6.215237032322068608e-04,2.543614660728429122e+00,2.546444997997276083e+00,2.830337268846960797e-03,3.054149362589297922e-03
2.020000000000000000e+02,6.157350537756042623e-04,6.176112975783726484e-04,2.540632831419262327e+00,2.543418156179096279e+00,2.785324759833951447e-03,3.047160935963466599e-03
2.030000000000000000e+02,6.118869167593943802e-04,6.137472488375426841e-04,2.537646104046809903e+00,2.540385190577904684e+00,2.739086531094780952e-03,3.040320077443148250e-03
2.040000000000000000e+02,6.080860269261870611e-04,6.099307339246542959e-04,2.534654612253040451e+00,2.537346254711088545e+00,2.691642458048093545e-03,3.033628330175730525e-03
2.050000000000000000e+02,6.043315831672616033e-04,6.061609475465774529e-04,2.531658487514547584e+00,2.534301499989675133e+00,2.643012475127548555e-03,3.027087165837549776e-03
2.060000000000000000e+02,6.006228016491211999e-04,6.024371017363496427e-04,2.528657859185870382e+00,2.531251075750158286e+00,2.593216564287903481e-03,3.020697985902209837e-03
2.070000000000000000e+02,5.969589153624252614e-04,5.987584254017136540e-04,2.525652854540033854e+00,2.528195129284297682e+00,2.542274744263828268e-03,3.014462122901573338e-03
2.080000000000000000e+02,5.933391736847336067e-04,5.951241638874677680e-04,2.522643598810565990e+00,2.525133805869610448e+00,2.490207059044458049e-03,3.008380841684754614e-03
2.090000000000000000e+02,5.897628419565630314e-04,5.915335785511264838e-04,2.519630215232310011e+00,2.522067248800273997e+00,2.437033567963986513e-03,3.002455340673781947e-03
2.100000000000000000e+02,5.862292010703076079e-04,5.879859463514418337e-04,2.516612825079177718e+00,2.518995599414914466e+00,2.382774335736748128e-03,2.996686753111044155e-03
2.110000000000000000e+02,5.827375470715656213e-04,5.844805594493307889e-04,2.513591547703496243e+00,2.515918997125531575e+00,2.327449422035332560e-03,2.991076148300964022e-03
2.120000000000000000e+02,5.792871907724471544e-04,5.810167248207824498e-04,2.510566500573601534e+00,2.512837579445463820e+00,2.271078871862286519e-03,2.985624532848785151e-03
2.130000000000000000e+02,5.758774573764491355e-04,5.775937638813308543e-04,2.507537799310305182e+00,2.509751482017551716e+00,2.213682707246533710e-03,2.980332851889588852e-03
2.140000000000000000e+02,5.725076861145027632e-04,5.742110121216966942e-04,2.504505557722469078e+00,2.506660838640990985e+00,2.155280918521906841e-03,2.975201990307096978e-03
2.150000000000000000e+02,5.691772298918108038e-04,5.708678187542193380e-04,2.501469887843237316e+00,2.503565781297410364e+00,2.095893454173047843e-03,2.970232773946035465e-03
2.160000000000000000e+02,5.658854549451055888e-04,5.675635463697108543e-04,2.498430899964068974e+00,2.500466440177812721e+00,2.035540213743747273e-03,2.965425970823165613e-03
2.170000000000000000e+02,5.626317405099817443e-04,5.642975706043778291e-04,2.495388702666923475e+00,2.497362943708266947e+00,1.974241041343471892e-03,2.960782292314556585e-03
2.180000000000000000e+02,5.594154784979607194e-04,5.610692798164759569e-04,2.492343402858510082e+00,2.494255418574223615e+00,1.912015715713533126e-03,2.956302394341525641e-03
2.190000000000000000e+02,5.562360731829572988e-04,5.578780747723696525e-04,2.489295105802967534e+00,2.491143989746190890e+00,1.848883943223356141e-03,2.951986878550139082e-03
2.200000000000000000e+02,5.530929408968401862e-04,5.547233683416797701e-04,2.486243915151931549e+00,2.488028780504460080e+00,1.784865352528530735e-03,2.947836293473393710e-03
2.210000000000000000e+02,5.499855097337834082e-04,5.516045852012220344e-04,2.483189932975585101e+00,2.484909912461835457e+00,1.719979486250355905e-03,2.943851135682296061e-03
2.220000000000000000e+02,5.469132192631145006e-04,5.485211615474448570e-04,2.480133259793529721e+00,2.481787505588241682e+00,1.654245794711961537e-03,2.940031850933833013e-03
2.230000000000000000e+02,5.438755202503815995e-04,5.454725448170815024e-04,2.477073994603169016e+00,2.478661678233888388e+00,1.587683630719372019e-03,2.936378835298070200e-03
2.240000000000000000e+02,5.408718743863723949e-04,5.424581934157550944e-04,2.474012234908638419e+00,2.475532547151198415e+00,1.520312242559995752e-03,2.932892436276812731e-03
2.250000000000000000e+02,5.379017540238197536e-04,5.394775764542710482e-04,2.470948076749910793e+00,2.472400227518502192e+00,1.452150768591398133e-03,2.929572953914494349e-03
2.260000000000000000e+02,5.349646419215476787e-04,5.365301734923476730e-04,2.467881614728824058e+00,2.469264832961340250e+00,1.383218232516192359e-03,2.926420641889082574e-03
2.270000000000000000e+02,5.320600309958189739e-04,5.336154742895484783e-04,2.464812942036772814e+00,2.466126475573655163e+00,1.313533536882349750e-03,2.923435708595212290e-03
2.280000000000000000e+02,5.291874240786446785e-04,5.307329785631791780e-04,2.461742150481061486e+00,2.462985265939782398e+00,1.243115458720911448e-03,2.920618318217549358e-03
2.290000000000000000e+02,5.263463336828413594e-04,5.278821957529281073e-04,2.458669330509741791e+00,2.459841313155990861e+00,1.171982646249070115e-03,2.917968591783060006e-03
2.300000000000000000e+02,5.235362817736130244e-04,5.250626447920326689e-04,2.455594571238038704e+00,2.456694724850103650e+00,1.100153612064946884e-03,2.915486608203510244e-03
2.310000000000000000e+02,5.207567995464525232e-04,5.222738538847697138e-04,2.452517960471856995e+00,2.453545607201924383e+00,1.027646730067388603e-03,2.913172405311748037e-03
2.320000000000000000e+02,5.180074272111648975e-04,5.195153602900612561e-04,2.449439584731841535e+00,2.450394064963759888e+00,9.544802319183531836e-04,2.911025980872006258e-03
2.330000000000000000e+02,5.152877137818140515e-04,5.167867101110099060e-04,2.446359529278075762e+00,2.447240201479444544e+00,8.806722013687817707e-04,2.909047293587541105e-03
2.340000000000000000e+02,5.125972168724092981e-04,5.140874580901729851e-04,2.443277878130948988e+00,2.444084118704387798e+00,8.062405734388100598e-04,2.907236264091173084e-03
2.350000000000000000e+02,5.099355024981565721e-04,5.114171674103975152e-04,2.440194714095175854e+00,2.440925917223867536e+00,7.312031286916820250e-04,2.905592775914511705e-03
2.360000000000000000e+02,5.073021448820881543e-04,5.087754095010442327e-04,2.437110118781925738e+00,2.437765696272261362e+00,6.555774903356237360e-04,2.904116676460066770e-03
2.370000000000000000e+02,5.046967262669196583e-04,5.061617638494292186e-04,2.434024172629117189e+00,2.434603553751512717e+00,5.793811223955280809e-04,2.902807777942051359e-03
2.380000000000000000e+02,5.021188367319596177e-04,5.035758178173271263e-04,2.430936954922820803e+00,2.431439586248764773e+00,5.026313259439696424e-04,2.901665858326074598e-03
2.390000000000000000e+02,4.995680740149256293e-04,5.010171664623760870e-04,2.427848543818295290e+00,2.428273889054854084e+00,4.253452365587939710e-04,2.900690662244187479e-03
2.400000000000000000e+02,4.970440433385066997e-04,4.984854123642357571e-04,2.424759016359647745e+00,2.425106556181154005e+00,3.475398215062597274e-04,2.899881901909040494e-03
2.410000000000000000e+02,4.945463572415385476e-04,4.959801654553545273e-04,2.421668448499131987e+00,2.421937680377750812e+00,2.692318786188252489e-04,2.899239258000951835e-03
2.420000000000000000e+02,4.920746354146394216e-04,4.935010428562012575e-04,2.418576915117190307e+00,2.418767353149743116e+00,1.904380325528087781e-04,2.898762380548092210e-03
2.430000000000000000e+02,4.896285045401808835e-04,4.910476687148341473e-04,2.415484490040487930e+00,2.415595664774537799e+00,1.111747340498681069e-04,2.898450889794457197e-03
2.440000000000000000e+02,4.872075981364561896e-04,4.886196740506654678e-04,2.412391246060294758e+00,2.412422704318088584e+00,3.145825779382604992e-05,2.898304377046745373e-03
2.450000000000000000e+02,4.848115564059249458e-04,4.862166966023082071e-04,2.409297254950933720e+00,2.409248559650710941e+00,-4.869530022277857029e-05,2.898322405513686917e-03
2.460000000000000000e+02,4.824400260874060482e-04,4.838383806793706199e-04,2.406202587486608202e+00,2.406073317464340278e+00,-1.292700222679243893e-04,2.898504511131161365e-03
2.470000000000000000e+02,4.800926603121094039e-04,4.814843770180895588e-04,2.403107313459301952e+00,2.402897063287408042e+00,-2.102501718939109310e-04,2.898850203365777034e-03
2.480000000000000000e+02,4.777691184633810987e-04,4.791543426406842448e-04,2.400011501695015870e+00,2.399719881499712937e+00,-2.916201953029329275e-04,2.899358966017562267e-03
2.490000000000000000e+02,4.754690660400658422e-04,4.768479407183243341e-04,2.396915220070229946e+00,2.396541855349120453e+00,-3.733647211094925922e-04,2.900030257998453820e-03
2.500000000000000000e+02,4.731921745233649899e-04,4.745648404375978980e-04,2.393818535528676517e+00,2.393363066966475827e+00,-4.554685622006893198e-04,2.900863514101015284e-03
2.510000000000000000e+02,4.709381212471012361e-04,4.723047168703875922e-04,2.390721514095468958e+00,2.390183597378891189e+00,-5.379167165777687387e-04,2.901858145752722606e-03
2.520000000000000000e+02,4.687065892712807456e-04,4.700672508470469754e-04,2.387624220893806548e+00,2.387003526525880215e+00,-6.206943679263332569e-04,2.903013541759147387e-03
2.530000000000000000e+02,4.664972672588606206e-04,4.678521288327835178e-04,2.384526720159993562e+00,2.383822933273684885e+00,-7.037868863086771398e-04,2.904329069029820687e-03
2.540000000000000000e+02,4.643098493556271065e-04,4.656590428071556557e-04,2.381429075257177175e+00,2.380641895428583954e+00,-7.871798285932207762e-04,2.905804073294993017e-03
2.550000000000000000e+02,4.621440350730977452e-04,4.634876901465949861e-04,2.378331348690279068e+00,2.377460489751001660e+00,-8.708589392774079840e-04,2.907437879804630754e-03
2.560000000000000000e+02,4.599995291743542904e-04,4.613377735098635603e-04,nan,nan,nan,2.909229794020085080e-03
