sigma,P_mean,Ds_of_mean_P,mean_of_Ds
2.880000000000000000e+02,8.873817636453214773e-04,1.532934872955999728e+00,1.549063640832750277e+00
2.890000000000000000e+02,8.850287353140324793e-04,1.531175623622554438e+00,1.547269651962856596e+00
2.900000000000000000e+02,8.826927171895486597e-04,1.529425000554846203e+00,1.545484245809775947e+00
2.910000000000000000e+02,8.803735204537656376e-04,1.527682948507435245e+00,1.543707369790119133e+00
2.920000000000000000e+02,8.780709590606322352e-04,1.525949412596377064e+00,1.541938971632363486e+00
2.930000000000000000e+02,8.757848496859693731e-04,1.524224338298137527e+00,1.540178999376018210e+00
2.940000000000000000e+02,8.735150116783655782e-04,1.522507671448239952e+00,1.538427401370905612e+00
2.950000000000000000e+02,8.712612670111206980e-04,1.520799358239893317e+00,1.536684126276947282e+00
2.960000000000000000e+02,8.690234402352137524e-04,1.519099345222211905e+00,1.534949123063013454e+00
2.970000000000000000e+02,8.668013584332691195e-04,1.517407579299022258e+00,1.533222341006479805e+00
2.980000000000000000e+02,8.645948511744954660e-04,1.515724007727187406e+00,1.531503729692322846e+00
2.990000000000000000e+02,8.624037504705761754e-04,1.514048578115153809e+00,1.529793239012357420e+00
3.000000000000000000e+02,8.602278907324849245e-04,1.512381238421510288e+00,1.528090819164570791e+00
3.010000000000000000e+02,8.580671087282071112e-04,1.510721936953151268e+00,1.526396420651936481e+00
3.020000000000000000e+02,8.559212435413431725e-04,1.509070622363814840e+00,1.524709994281710168e+00
3.030000000000000000e+02,8.537901365305735181e-04,1.507427243652423199e+00,1.523031491164513085e+00
3.040000000000000000e+02,8.516736312899639370e-04,1.505791750162092324e+00,1.521360862713785567e+00
3.050000000000000000e+02,8.495715736100899022e-04,1.504164091577284257e+00,1.519698060644064430e+00
3.060000000000000000e+02,8.474838114399668720e-04,1.502544217923040160e+00,1.518043036970253779e+00
3.070000000000000000e+02,8.454101948497549273e-04,1.500932079563515709e+00,1.516395744007188684e+00
3.080000000000000000e+02,8.433505759942338436e-04,1.499327627199222857e+00,1.514756134368037355e+00
3.090000000000000000e+02,8.413048090770194323e-04,1.497730811866412326e+00,1.513124160963222886e+00
3.100000000000000000e+02,8.392727503155087906e-04,1.496141584935263502e+00,1.511499776999649214e+00
3.110000000000000000e+02,8.372542579065354873e-04,1.494559898107659546e+00,1.509882935979529384e+00
3.120000000000000000e+02,8.352491919927210228e-04,1.492985703415474319e+00,1.508273591698992222e+00
3.130000000000000000e+02,8.332574146295019645e-04,1.491418953219273424e+00,1.506671698247401103e+00
3.140000000000000000e+02,8.312787897528202885e-04,1.489859600206862256e+00,1.505077210005945521e+00
3.150000000000000000e+02,8.293131831474587125e-04,1.488307597390547299e+00,1.503490081646456034e+00
3.160000000000000000e+02,8.273604624160123483e-04,1.486762898106044783e+00,1.501910268130331794e+00
3.170000000000000000e+02,8.254204969484714091e-04,1.485225456010921485e+00,1.500337724707253795e+00
3.180000000000000000e+02,8.234931578924128059e-04,1.483695225082185987e+00,1.498772406914079758e+00
3.190000000000000000e+02,8.215783181237769957e-04,1.482172159614982831e+00,1.497214270573505646e+00
3.200000000000000000e+02,8.196758522182235772e-04,1.480656214220963829e+00,1.495663271792863069e+00
3.210000000000000000e+02,8.177856364230464423e-04,1.479147343825873762e+00,1.494119366963017059e+00
3.220000000000000000e+02,8.159075486296438239e-04,1.477645503668073790e+00,1.492582512756744251e+00
3.230000000000000000e+02,8.140414683465202516e-04,1.476150649297751194e+00,1.491052666127955062e+00
3.240000000000000000e+02,8.121872766728171654e-04,1.474662736573011612e+00,1.489529784309807647e+00
3.250000000000000000e+02,8.103448562723593925e-04,1.473181721659938992e+00,1.488013824813808617e+00
3.260000000000000000e+02,8.085140913481968878e-04,1.471707561030298761e+00,1.486504745428838481e+00
3.270000000000000000e+02,8.066948676176456407e-04,1.470240211459022506e+00,1.485002504218905228e+00
3.280000000000000000e+02,8.048870722878021617e-04,1.468779630023706373e+00,1.483507059522461535e+00
3.290000000000000000e+02,8.030905940315305729e-04,1.467325774101568392e+00,1.482018369951051850e+00
3.300000000000000000e+02,8.013053229639085324e-04,1.465878601368408862e+00,1.480536394387779175e+00
3.310000000000000000e+02,7.995311506191202840e-04,1.464438069796454744e+00,1.479061091985992782e+00
3.320000000000000000e+02,7.977679699277913025e-04,1.463004137652874181e+00,1.477592422168104713e+00
3.330000000000000000e+02,7.960156751947489217e-04,1.461576763497696607e+00,1.476130344623883595e+00
3.340000000000000000e+02,7.942741620772069940e-04,1.460155906182038388e+00,1.474674819309459650e+00
3.350000000000000000e+02,7.925433275633572347e-04,1.458741524846528748e+00,1.473225806445659813e+00
3.360000000000000000e+02,7.908230699513660571e-04,1.457333578919291384e+00,1.471783266516675237e+00
3.370000000000000000e+02,7.891132888287615043e-04,1.455932028114216958e+00,1.470347160268896891e+00
3.380000000000000000e+02,7.874138850522077824e-04,1.454536832429107251e+00,1.468917448709130547e+00
3.390000000000000000e+02,7.857247607276534110e-04,1.453147952144242527e+00,1.467494093103689057e+00
3.400000000000000000e+02,7.840458191908496275e-04,1.451765347819908403e+00,1.466077054976472116e+00
3.410000000000000000e+02,7.823769649882288558e-04,1.450388980295288066e+00,1.464666296107889343e+00
3.420000000000000000e+02,7.807181038581346728e-04,1.449018810686275138e+00,1.463261778533452739e+00
3.430000000000000000e+02,7.790691427123991536e-04,1.447654800383897822e+00,1.461863464542088265e+00
3.440000000000000000e+02,7.774299896182554521e-04,1.446296911052443734e+00,1.460471316675128417e+00
3.450000000000000000e+02,7.758005537805839902e-04,1.444945104627558985e+00,1.459085297724637131e+00
3.460000000000000000e+02,7.741807455244797877e-04,1.443599343314924566e+00,1.457705370731775307e+00
3.470000000000000000e+02,7.725704762781383317e-04,1.442259589587861823e+00,1.456331498985933948e+00
3.480000000000000000e+02,7.709696585560515264e-04,1.440925806186087010e+00,1.454963646023111234e+00
3.490000000000000000e+02,7.693782059425064617e-04,1.439597956113879640e+00,1.453601775624014047e+00
3.500000000000000000e+02,7.677960330753827705e-04,1.438276002638022355e+00,1.452245851813173783e+00
3.510000000000000000e+02,7.662230556302407694e-04,1.436959909286342763e+00,1.450895838857555908e+00
3.520000000000000000e+02,7.646591903046946357e-04,1.435649639845760550e+00,1.449551701264722325e+00
3.530000000000000000e+02,7.631043548030655259e-04,1.434345158360850414e+00,1.448213403781699382e+00
3.540000000000000000e+02,7.615584678213069367e-04,1.433046429132120769e+00,1.446880911393657820e+00
3.550000000000000000e+02,7.600214490321992745e-04,1.431753416713598792e+00,1.445554189321903271e+00
3.560000000000000000e+02,7.584932190708070171e-04,1.430466085911766605e+00,1.444233203023201906e+00
3.570000000000000000e+02,7.569736995201913152e-04,1.429184401784222791e+00,1.442917918188205473e+00
3.580000000000000000e+02,7.554628128973752115e-04,1.427908329636780715e+00,1.441608300739414039e+00
3.590000000000000000e+02,7.539604826395572513e-04,1.426637835022737111e+00,1.440304316830313347e+00
3.600000000000000000e+02,7.524666330905629670e-04,1.425372883740865237e+00,1.439005932844011904e+00
3.610000000000000000e+02,7.509811894875375975e-04,1.424113441833601446e+00,1.437713115391613394e+00
3.620000000000000000e+02,7.495040779478665980e-04,1.422859475586013112e+00,1.436425831310834011e+00
3.630000000000000000e+02,7.480352254563263272e-04,1.421610951522995103e+00,1.435144047664578704e+00
3.640000000000000000e+02,7.465745598524569943e-04,1.420367836408328088e+00,1.433867731739475682e+00
3.650000000000000000e+02,7.451220098181528815e-04,1.419130097243222588e+00,1.432596851044744435e+00
3.660000000000000000e+02,7.436775048654671290e-04,1.417897701263989729e+00,1.431331373310483102e+00
3.670000000000000000e+02,7.422409753246269649e-04,1.416670615941058475e+00,1.430071266486644177e+00
3.680000000000000000e+02,7.408123523322523302e-04,1.415448808976946582e+00,1.428816498741062757e+00
3.690000000000000000e+02,7.393915678197788763e-04,1.414232248304590156e+00,1.427567038458376070e+00
3.700000000000000000e+02,7.379785545020755774e-04,1.413020902086032482e+00,1.426322854239173266e+00
3.710000000000000000e+02,7.365732458662581491e-04,1.411814738710362560e+00,1.425083914897496307e+00
3.720000000000000000e+02,7.351755761606909014e-04,1.410613726792510514e+00,1.423850189460249771e+00
3.730000000000000000e+02,7.337854803841751834e-04,1.409417835171738131e+00,1.422621647165950520e+00
3.740000000000000000e+02,7.324028942753195394e-04,1.408227032909181942e+00,1.421398257462546111e+00
3.750000000000000000e+02,7.310277543020911447e-04,1.407041289287274122e+00,1.420179990006572579e+00
3.760000000000000000e+02,7.296599976515382195e-04,1.405860573808178637e+00,1.418966814662356413e+00
3.770000000000000000e+02,7.282995622196888419e-04,1.404684856191158016e+00,1.417758701499561180e+00
3.780000000000000000e+02,7.269463866016160790e-04,1.403514106371576364e+00,1.416555620792094405e+00
3.790000000000000000e+02,7.256004100816697581e-04,1.402348294499961900e+00,1.415357543017395692e+00
3.800000000000000000e+02,7.242615726238680511e-04,1.401187390940070943e+00,1.414164438854754513e+00
3.810000000000000000e+02,7.229298148624513625e-04,1.400031366266384136e+00,1.412976279183640660e+00
3.820000000000000000e+02,7.216050780925909337e-04,1.398880191263793593e+00,1.411793035082488990e+00
3.830000000000000000e+02,7.202873042612495608e-04,1.397733836926218665e+00,1.410614677827801033e+00
3.840000000000000000e+02,7.189764359581932336e-04,1.396592274454119931e+00,1.409441178892647528e+00
3.850000000000000000e+02,7.176724164071512013e-04,1.395455475252979971e+00,1.408272509944853645e+00
3.860000000000000000e+02,7.163751894571194784e-04,1.394323410932851948e+00,1.407108642846145452e+00
3.870000000000000000e+02,7.150846995738052974e-04,1.393196053306430482e+00,1.405949549650877373e+00
3.880000000000000000e+02,7.138008918312123982e-04,1.392073374386657347e+00,1.404795202604493420e+00
3.890000000000000000e+02,7.125237119033628200e-04,1.390955346386697489e+00,1.403645574142434960e+00
3.900000000000000000e+02,7.112531060561499887e-04,1.389841941717841589e+00,1.402500636888722951e+00
3.910000000000000000e+02,7.099890211393271137e-04,1.388733132987354013e+00,1.401360363654750918e+00
3.920000000000000000e+02,7.087314045786220025e-04,1.387628892998126195e+00,1.400224727437713534e+00
3.930000000000000000e+02,7.074802043679790514e-04,1.386529194746512594e+00,1.399093701419602764e+00
3.940000000000000000e+02,7.062353690619262462e-04,1.385434011421554201e+00,1.397967258966316351e+00
3.950000000000000000e+02,7.049968477680621827e-04,1.384343316403137569e+00,1.396845373625720921e+00
3.960000000000000000e+02,7.037645901396654942e-04,1.383257083260140075e+00,1.395728019126555752e+00
3.970000000000000000e+02,7.025385463684198552e-04,1.382175285749910776e+00,1.394615169377243502e+00
3.980000000000000000e+02,7.013186671772546690e-04,1.381097897816215614e+00,1.393506798464924756e+00
3.990000000000000000e+02,7.001049038132998135e-04,1.380024893588252644e+00,1.392402880654060482e+00
4.000000000000000000e+02,6.988972080409500002e-04,1.378956247379450772e+00,1.391303390384627692e+00
4.010000000000000000e+02,6.976955321350395041e-04,1.377891933685160275e+00,1.390208302271819463e+00
4.020000000000000000e+02,6.964998288741244478e-04,1.376831927182186499e+00,1.389117591104445326e+00
4.030000000000000000e+02,6.953100515338683004e-04,1.375776202727010844e+00,1.388031231843271263e+00
4.040000000000000000e+02,6.941261538805334119e-04,1.374724735354837302e+00,1.386949199620442386e+00
4.050000000000000000e+02,6.929480901645705595e-04,1.373677500277902253e+00,1.385871469738253259e+00
4.060000000000000000e+02,6.917758151143121436e-04,1.372634472884260104e+00,1.384798017667416836e+00
4.070000000000000000e+02,6.906092839297589504e-04,1.371595628736420158e+00,1.383728819046177172e+00
4.080000000000000000e+02,6.894484522764673115e-04,1.370560943569978596e+00,1.382663849679576007e+00
4.090000000000000000e+02,6.882932762795263611e-04,1.369530393292632153e+00,1.381603085537385311e+00
4.100000000000000000e+02,6.871437125176316782e-04,1.368503953982245669e+00,1.380546502753604576e+00
4.110000000000000000e+02,6.859997180172472918e-04,1.367481601886795906e+00,1.379494077625480042e+00
4.120000000000000000e+02,6.848612502468576745e-04,1.366463313421318881e+00,1.378445786611370405e+00
4.130000000000000000e+02,6.837282671113099420e-04,1.365449065168229170e+00,1.377401606330455053e+00
4.140000000000000000e+02,6.826007269462372592e-04,1.364438833875505575e+00,1.376361513561462413e+00
4.150000000000000000e+02,6.814785885125729942e-04,1.363432596454939638e+00,1.375325485241348566e+00
4.160000000000000000e+02,6.803618109911429342e-04,1.362430329981439758e+00,1.374293498464056906e+00
4.170000000000000000e+02,6.792503539773435883e-04,1.361432011692035760e+00,1.373265530479931940e+00
4.180000000000000000e+02,6.781441774758961661e-04,1.360437618984030594e+00,1.372241558694085484e+00
4.190000000000000000e+02,6.770432418956852339e-04,1.359447129413695166e+00,1.371221560665144779e+00
4.200000000000000000e+02,6.759475080446693609e-04,1.358460520696522345e+00,1.370205514105145461e+00
4.210000000000000000e+02,6.748569371248712380e-04,1.357477770703756859e+00,1.369193396877063540e+00
4.220000000000000000e+02,6.737714907274431481e-04,1.356498857463213747e+00,1.368185186994839153e+00
4.230000000000000000e+02,6.726911308278023683e-04,1.355523759156776586e+00,1.367180862621712345e+00
4.240000000000000000e+02,6.716158197808447423e-04,1.354552454119350546e+00,1.366180402069339550e+00
4.250000000000000000e+02,6.705455203162233053e-04,1.353584920838959205e+00,1.365183783796654282e+00
4.260000000000000000e+02,6.694801955337008510e-04,1.352621137954363784e+00,1.364190986408785555e+00
4.270000000000000000e+02,6.684198088985690697e-04,1.351661084254061951e+00,1.363201988656457253e+00
4.280000000000000000e+02,6.673643242371370739e-04,1.350704738675124750e+00,1.362216769433937547e+00
4.290000000000000000e+02,6.663137057322844354e-04,1.349752080302738966e+00,1.361235307779105730e+00
4.300000000000000000e+02,6.652679179190802488e-04,1.348803088367978464e+00,1.360257582871528426e+00
4.310000000000000000e+02,6.642269256804672487e-04,1.347857742247930757e+00,1.359283574032122743e+00
4.320000000000000000e+02,6.631906942430060986e-04,1.346916021463688828e+00,1.358313260721792259e+00
4.330000000000000000e+02,6.621591891726859259e-04,1.345977905679493158e+00,1.357346622540288594e+00
4.340000000000000000e+02,6.611323763707911260e-04,1.345043374701466288e+00,1.356383639225325677e+00
4.350000000000000000e+02,6.601102220698330022e-04,1.344112408476501264e+00,1.355424290651662256e+00
4.360000000000000000e+02,6.590926928295353987e-04,1.343184987092577387e+00,1.354468556830453752e+00
4.370000000000000000e+02,6.580797555328810489e-04,1.342261090775509036e+00,1.353516417907371094e+00
4.380000000000000000e+02,6.570713773822153868e-04,1.341340699888781129e+00,1.352567854162151750e+00
4.390000000000000000e+02,6.560675258954044593e-04,1.340423794933032209e+00,1.351622846007869860e+00
4.400000000000000000e+02,6.550681689020490008e-04,1.339510356544531433e+00,1.350681373989563117e+00
4.410000000000000000e+02,6.540732745397522842e-04,1.338600365494263089e+00,1.349743418783357463e+00
4.420000000000000000e+02,6.530828112504414229e-04,1.337693802686184652e+00,1.348808961195311795e+00
4.430000000000000000e+02,6.520967477767419069e-04,1.336790649157385769e+00,1.347877982160952115e+00
4.440000000000000000e+02,6.511150531584010371e-04,1.335890886076972039e+00,1.346950462744526789e+00
4.450000000000000000e+02,6.501376967287648100e-04,1.334994494743502624e+00,1.346026384136759457e+00
4.460000000000000000e+02,6.491646481113041338e-04,1.334101456585518042e+00,1.345105727654987149e+00
4.470000000000000000e+02,6.481958772161883165e-04,1.333211753160696178e+00,1.344188474742733064e+00
4.480000000000000000e+02,6.472313542369083177e-04,1.332325366153322088e+00,1.343274606967228335e+00
4.490000000000000000e+02,6.462710496469481394e-04,1.331442277375087357e+00,1.342364106019593439e+00
4.500000000000000000e+02,6.453149341964995855e-04,1.330562468762915174e+00,1.341456953714035949e+00
4.510000000000000000e+02,6.443629789092279779e-04,1.329685922377828788e+00,1.340553131986057522e+00
4.520000000000000000e+02,6.434151550790782057e-04,1.328812620405922518e+00,1.339652622892591349e+00
4.530000000000000000e+02,6.424714342671272857e-04,1.327942545155224252e+00,1.338755408610590392e+00
4.540000000000000000e+02,6.415317882984817015e-04,1.327075679054887436e+00,1.337861471435762839e+00
4.550000000000000000e+02,6.405961892592164841e-04,1.326212004655869636e+00,1.336970793782584099e+00
4.560000000000000000e+02,6.396646094933555998e-04,1.325351504629367128e+00,1.336083358182748704e+00
4.570000000000000000e+02,6.387370215998959240e-04,1.324494161764666389e+00,1.335199147284531263e+00
4.580000000000000000e+02,6.378133984298719810e-04,1.323639958968830577e+00,1.334318143852006422e+00
4.590000000000000000e+02,6.368937130834603647e-04,1.322788879267742246e+00,1.333440330764218862e+00
4.600000000000000000e+02,6.359779389071217818e-04,1.321940905802513999e+00,1.332565691013990694e+00
4.610000000000000000e+02,6.350660494907879811e-04,1.321096021829339051e+00,1.331694207707343924e+00
4.620000000000000000e+02,6.341580186650802326e-04,1.320254210719747689e+00,1.330825864063105657e+00
4.630000000000000000e+02,6.332538204985709582e-04,1.319415455958261152e+00,1.329960643411135068e+00
4.640000000000000000e+02,6.323534292950792977e-04,1.318579741142659634e+00,1.329098529192142442e+00
4.650000000000000000e+02,6.314568195910050556e-04,1.317747049982146423e+00,1.328239504956910455e+00
4.660000000000000000e+02,6.305639661526983185e-04,1.316917366296897818e+00,1.327383554365026974e+00
4.670000000000000000e+02,6.296748439738644168e-04,1.316090674017845075e+00,1.326530661184420756e+00
4.680000000000000000e+02,6.287894282730031479e-04,1.315266957185253771e+00,1.325680809291059914e+00
4.690000000000000000e+02,6.279076944908838862e-04,1.314446199947217675e+00,1.324833982666918208e+00
4.700000000000000000e+02,6.270296182880539778e-04,1.313628386559622996e+00,1.323990165399881791e+00
4.710000000000000000e+02,6.261551755423799869e-04,1.312813501385682757e+00,1.323149341683635294e+00
4.720000000000000000e+02,6.252843423466217937e-04,1.312001528894134461e+00,1.322311495815559956e+00
4.730000000000000000e+02,6.244170950060403021e-04,1.311192453659207890e+00,1.321476612196951006e+00
4.740000000000000000e+02,6.235534100360346377e-04,1.310386260359536426e+00,1.320644675331983153e+00
4.750000000000000000e+02,6.226932641598133906e-04,1.309582933776818781e+00,1.319815669826488014e+00
4.760000000000000000e+02,6.218366343060946965e-04,1.308782458796406534e+00,1.318989580388338245e+00
4.770000000000000000e+02,6.209834976068368938e-04,1.307984820404953785e+00,1.318166391825535300e+00
4.780000000000000000e+02,6.201338313950009468e-04,1.307190003690338109e+00,1.317346089045519753e+00
4.790000000000000000e+02,6.192876132023395408e-04,1.306397993841491578e+00,1.316528657055591633e+00
4.800000000000000000e+02,6.184448207572171849e-04,1.305608776146463201e+00,1.315714080961156496e+00
4.810000000000000000e+02,6.176054319824583966e-04,1.304822335992484872e+00,1.314902345965156094e+00
4.820000000000000000e+02,6.167694249932234238e-04,1.304038658864540956e+00,1.314093437367517936e+00
4.830000000000000000e+02,6.159367780949131328e-04,1.303257730345307008e+00,1.313287340564394334e+00
4.840000000000000000e+02,6.151074697810988328e-04,1.302479536114458547e+00,1.312484041047405681e+00
4.850000000000000000e+02,6.142814787314812650e-04,1.301704061946740154e+00,1.311683524402970535e+00
4.860000000000000000e+02,6.134587838098752880e-04,1.300931293712728642e+00,1.310885776311869755e+00
4.870000000000000000e+02,6.126393640622194992e-04,1.300161217377461487e+00,1.310090782547980837e+00
4.880000000000000000e+02,6.118231987146135033e-04,1.299393818999209582e+00,1.309298528977990150e+00
4.890000000000000000e+02,6.110102671713791428e-04,1.298629084729636229e+00,1.308509001560661078e+00
4.900000000000000000e+02,6.102005490131468804e-04,1.297867000812681804e+00,1.307722186346147453e+00
4.910000000000000000e+02,6.093940239949670106e-04,1.297107553583373596e+00,1.306938069475447550e+00
4.920000000000000000e+02,6.085906720444453745e-04,1.296350729468064733e+00,1.306156637179069824e+00
4.930000000000000000e+02,6.077904732599014080e-04,1.295596514983856418e+00,1.305377875777468777e+00
4.940000000000000000e+02,6.069934079085510196e-04,1.294844896736487616e+00,1.304601771679882338e+00
4.950000000000000000e+02,6.061994564247129942e-04,1.294095861420382354e+00,1.303828311382936311e+00
4.960000000000000000e+02,6.054085994080368651e-04,1.293349395818609304e+00,1.303057481470890178e+00
4.970000000000000000e+02,6.046208176217537705e-04,1.292605486802045789e+00,1.302289268615417939e+00
4.980000000000000000e+02,6.038360919909491024e-04,1.291864121327646497e+00,1.301523659573721403e+00
4.990000000000000000e+02,6.030544036008585749e-04,1.291125286438313369e+00,1.300760641188182465e+00
5.000000000000000000e+02,6.022757336951834817e-04,1.290388969263251973e+00,1.300000200387133820e+00
5.010000000000000000e+02,6.015000636744281814e-04,1.289655157016208253e+00,1.299242324182343644e+00
5.020000000000000000e+02,6.007273750942587233e-04,1.288923836994895655e+00,1.298486999669148156e+00
5.030000000000000000e+02,5.999576496638816397e-04,1.288194996580655172e+00,1.297734214026200261e+00
5.040000000000000000e+02,5.991908692444430137e-04,1.287468623237900234e+00,1.296983954514945747e+00
5.050000000000000000e+02,5.984270158474473862e-04,1.286744704512896353e+00,1.296236208477914653e+00
5.060000000000000000e+02,5.976660716331971563e-04,1.286023228033698063e+00,1.295490963338819634e+00
5.070000000000000000e+02,5.969080189092498693e-04,1.285304181509997701e+00,1.294748206602878371e+00
5.080000000000000000e+02,5.961528401288955633e-04,1.284587552731219162e+00,1.294007925854420149e+00
5.090000000000000000e+02,5.954005178896535234e-04,1.283873329566627364e+00,1.293270108757514247e+00
5.100000000000000000e+02,5.946510349317861649e-04,1.283161499964629026e+00,1.292534743055399948e+00
5.110000000000000000e+02,5.939043741368327592e-04,1.282452051952831296e+00,1.291801816569086991e+00
5.120000000000000000e+02,5.931605185261588789e-04,nan,nan
