sigma,P_mean,Ds_of_mean_P,mean_Ds,Ds_block4_ci_low,Ds_block4_ci_high
6.800000000000000000e+01,2.714291997265750201e-03,2.786118251909215360e+00,2.786508156065945485e+00,2.777988256757628616e+00,2.793971541750364995e+00
6.900000000000000000e+01,2.659654348428162202e-03,2.787104093736946453e+00,2.787498206338845819e+00,2.778800023796229812e+00,2.795093632911018755e+00
7.000000000000000000e+01,2.606861076650831329e-03,2.788009103844035774e+00,2.788407315324137326e+00,2.779569503616437398e+00,2.796162580358838579e+00
7.100000000000000000e+01,2.555826456797316744e-03,2.788835147685884586e+00,2.789237350483910305e+00,2.780233280997592704e+00,2.797161227355127178e+00
7.200000000000000000e+01,2.506469828001509689e-03,2.789584037197268884e+00,2.789990126071188570e+00,2.780859381921215956e+00,2.798081120780140374e+00
7.300000000000000000e+01,2.458715231493016802e-03,2.790257532285217223e+00,2.790667404594213696e+00,2.781386611568949174e+00,2.798851838699137673e+00
7.400000000000000000e+01,2.412491078762909937e-03,2.790857342323433521e+00,2.791270898283347623e+00,2.781817360098698177e+00,2.799632039709208708e+00
7.500000000000000000e+01,2.367729847162540480e-03,2.791385127641336172e+00,2.791802270554609056e+00,2.782151651416243876e+00,2.800336558890930583e+00
7.600000000000000000e+01,2.324367800341016477e-03,2.791842501003297450e+00,2.792263137464613187e+00,2.782444572607163824e+00,2.800966984938041193e+00
7.700000000000000000e+01,2.282344731202598422e-03,2.792231029073091619e+00,2.792655069152434777e+00,2.782634121053826792e+00,2.801524871625419966e+00
7.800000000000000000e+01,2.241603725308479074e-03,2.792552233859202815e+00,2.792979591263651251e+00,2.782753385080129593e+00,2.802010766637074823e+00
7.900000000000000000e+01,2.202090942862376579e-03,2.792807594137526106e+00,2.793238186353288022e+00,2.782919542378080369e+00,2.802371758965839899e+00
8.000000000000000000e+01,2.163755417609649831e-03,2.792998546848229680e+00,2.793432295264318022e+00,2.782969016323368017e+00,2.802658016896396376e+00
8.100000000000000000e+01,2.126548871148392379e-03,2.793126488464173995e+00,2.793563318479133972e+00,2.782957834345073600e+00,2.802977475232828475e+00
8.200000000000000000e+01,2.090425541300783632e-03,2.793192776328829119e+00,2.793632617441418109e+00,2.782843087596534648e+00,2.803232260970978551e+00
8.300000000000000000e+01,2.055342023326262729e-03,2.793198729961712701e+00,2.793641515846890577e+00,2.782706664035023980e+00,2.803422646560306042e+00
8.400000000000000000e+01,2.021257122876785398e-03,2.793145632329657513e+00,2.793591300901281382e+00,2.782486462363749968e+00,2.803522409322107389e+00
8.500000000000000000e+01,1.988131719700328166e-03,2.793034731083458677e+00,2.793483224544183408e+00,2.782214059590753852e+00,2.803552028833585563e+00
8.600000000000000000e+01,1.955928641193353627e-03,2.792867239759030618e+00,2.793318504638636846e+00,2.781891639338486932e+00,2.803521562996443173e+00
8.700000000000000000e+01,1.924612544987591971e-03,2.792644338941755233e+00,2.793098326124968001e+00,2.781518447763537516e+00,2.803432326953955389e+00
8.800000000000000000e+01,1.894149809832251525e-03,2.792367177394952105e+00,2.792823842139182666e+00,2.781096753021345513e+00,2.803285535522237470e+00
8.900000000000000000e+01,1.864508434100722997e-03,2.792036873151698462e+00,2.792496175095768862e+00,2.780624932379943459e+00,2.803082358778336225e+00
9.000000000000000000e+01,1.835657941311897006e-03,2.791654514570206302e+00,2.792116417734648692e+00,2.780096935746766640e+00,2.802782028218234078e+00
9.100000000000000000e+01,1.807569292111056236e-03,2.791221161353304669e+00,2.791685634132941907e+00,2.779516783152528703e+00,2.802392487387209030e+00
9.200000000000000000e+01,1.780214802204723454e-03,2.790737845532235806e+00,2.791204860681580247e+00,2.778879288478541820e+00,2.801947559035287139e+00
9.300000000000000000e+01,1.753568065788345311e-03,2.790205572415529911e+00,2.790675107027582591e+00,2.778209952356294643e+00,2.801529425377983440e+00
9.400000000000000000e+01,1.727603884045878684e-03,2.789625321503404809e+00,2.790097356982472743e+00,2.777457173330971862e+00,2.801126904700676157e+00
9.500000000000000000e+01,1.702298198336621741e-03,2.788998047368689726e+00,2.789472569397283053e+00,2.776691280669251860e+00,2.800606469389336883e+00
9.600000000000000000e+01,1.677628027717456820e-03,2.788324680504547626e+00,2.788801679005446843e+00,2.775907554893985107e+00,2.799991689452202781e+00
9.700000000000000000e+01,1.653571410478384737e-03,2.787606128140601047e+00,2.788085597233919799e+00,2.775052233901649679e+00,2.799325516121631274e+00
9.800000000000000000e+01,1.630107349396140923e-03,2.786843275027686140e+00,2.787325212983415845e+00,2.774097605521661070e+00,2.798641191525231164e+00
9.900000000000000000e+01,1.607215760435141451e-03,2.786036984192545418e+00,2.786521393379261191e+00,2.773092118634007619e+00,2.797952979347521296e+00
1.000000000000000000e+02,1.584877424647156575e-03,2.785188097663221285e+00,2.785674984492744866e+00,2.772141840576558991e+00,2.797219117906672103e+00
1.010000000000000000e+02,1.563073943041317455e-03,2.784297437166002087e+00,2.784786812034698578e+00,2.771176776087254101e+00,2.796440507365520300e+00
1.020000000000000000e+02,1.541787694214375413e-03,2.783365804795267184e+00,2.783857682022170099e+00,2.770161469328599857e+00,2.795618027481784118e+00
1.030000000000000000e+02,1.521001794547881822e-03,2.782393983657004188e+00,2.782888381418650692e+00,2.769064932456240857e+00,2.794752298177534566e+00
1.040000000000000000e+02,1.500700060794166353e-03,2.781382738486364303e+00,2.781879678749294094e+00,2.767951578751444153e+00,2.793843116315236408e+00
1.050000000000000000e+02,1.480866974886936322e-03,2.780332816241129379e+00,2.780832324691605351e+00,2.766814082580093537e+00,2.792892590858624846e+00
1.060000000000000000e+02,1.461487650824967515e-03,2.779244946672031258e+00,2.779747052643289251e+00,2.765554481909278550e+00,2.791845752384638057e+00
1.070000000000000000e+02,1.442547803489022465e-03,2.778119842869243961e+00,2.778624579266957273e+00,2.764380455786802138e+00,2.790761778033047147e+00
1.080000000000000000e+02,1.424033719262721761e-03,2.776958201787985026e+00,2.777465605013551997e+00,2.763135774401139777e+00,2.789701130015114217e+00
1.090000000000000000e+02,1.405932228337825572e-03,2.775760704753393426e+00,2.776270814625353633e+00,2.761831685304958039e+00,2.788601675442296202e+00
1.100000000000000000e+02,1.388230678593304224e-03,2.774528017944537961e+00,2.775040877618556223e+00,2.760481279094222362e+00,2.787475348111984275e+00
1.110000000000000000e+02,1.370916910945759381e-03,2.773260792859740143e+00,2.773776448747047318e+00,2.759103710759882588e+00,2.786294673037204461e+00
1.120000000000000000e+02,1.353979236076238799e-03,2.771959666763537555e+00,2.772478168447842783e+00,2.757692101493782744e+00,2.785102549318303478e+00
1.130000000000000000e+02,1.337406412445414378e-03,2.770625263115528814e+00,2.771146663269172361e+00,2.756203140037962296e+00,2.783829504388561915e+00
1.140000000000000000e+02,1.321187625515407192e-03,2.769258191983081652e+00,2.769782546281676083e+00,2.754662956980868493e+00,2.782573227638958535e+00
1.150000000000000000e+02,1.305312468102386159e-03,2.767859050437090573e+00,2.768386417473470473e+00,2.753144014217727698e+00,2.781253756170174452e+00
1.160000000000000000e+02,1.289770921789445751e-03,2.766428422932524001e+00,2.766958864129908768e+00,2.751606221151337905e+00,2.779869993427034558e+00
1.170000000000000000e+02,1.274553339334194742e-03,2.764966881674510546e+00,2.765500461198877158e+00,2.749991452534295888e+00,2.778473291065131079e+00
1.180000000000000000e+02,1.259650428010072225e-03,2.763474986969766789e+00,2.764011771641750936e+00,2.748351424593320935e+00,2.777034821079581661e+00
1.190000000000000000e+02,1.245053233824604949e-03,2.761953287564725912e+00,2.762493346771009328e+00,2.746702199675609357e+00,2.775564836103957322e+00
1.200000000000000000e+02,1.230753126561711210e-03,2.760402320970918755e+00,2.760945726575235959e+00,2.745028238891948913e+00,2.774060699357629112e+00
1.210000000000000000e+02,1.216741785598745261e-03,2.758822613777684563e+00,2.759369440031600895e+00,2.743326719493263344e+00,2.772534456478403353e+00
1.220000000000000000e+02,1.203011186452305776e-03,2.757214681952979696e+00,2.757765005406593861e+00,2.741607140231830275e+00,2.770974985973064797e+00
1.230000000000000000e+02,1.189553588009893042e-03,2.755579031133250201e+00,2.756132930545785342e+00,2.739901650420251578e+00,2.769385650046417346e+00
1.240000000000000000e+02,1.176361520407351443e-03,2.753916156902324275e+00,2.754473713152806980e+00,2.738170267909882494e+00,2.767767746386939010e+00
1.250000000000000000e+02,1.163427773514667330e-03,2.752226545060194152e+00,2.752787841058129459e+00,2.736413434312428006e+00,2.766157737718392351e+00
1.260000000000000000e+02,1.150745385995132668e-03,2.750510671881664759e+00,2.751075792477970072e+00,2.734631582362674340e+00,2.764520529878747190e+00
1.270000000000000000e+02,1.138307634905157822e-03,2.748769004365803958e+00,2.749338036264036056e+00,2.732825136188214099e+00,2.762856588064052765e+00
