sigma,P_chain1,P_chain2,Ds_chain1,Ds_chain2,Ds_chain2_minus_chain1,relative_P_difference
2.100000000000000000e+01,1.322435884643139922e-02,1.321407948497609237e-02,2.593156945373667810e+00,2.591456000580300678e+00,-1.700944793367131780e-03,-7.773050909065659653e-04
2.200000000000000000e+01,1.245086046830789009e-02,1.244169401191101351e-02,2.602303245057156822e+00,2.600464299945404179e+00,-1.838945111752643413e-03,-7.362106755760544630e-04
2.300000000000000000e+01,1.175159000095724049e-02,1.174343488912067864e-02,2.610976689431949715e+00,2.609005980709109274e+00,-1.970708722840441851e-03,-6.939581653119253346e-04
2.400000000000000000e+01,1.111681144412263178e-02,1.110957697452910620e-02,2.619205510768942258e+00,2.617108820257418422e+00,-2.096690511523835454e-03,-6.507683997239999130e-04
2.500000000000000000e+01,1.053837275943118879e-02,1.053197772706364332e-02,2.627053300267181424e+00,2.624836120077851387e+00,-2.217180189330036910e-03,-6.068330010268185859e-04
2.600000000000000000e+01,1.000941676663825303e-02,1.000378835237502283e-02,2.634550879029954995e+00,2.632218304865442171e+00,-2.332574164512823955e-03,-5.623119103193019441e-04
2.700000000000000000e+01,9.524129769387958827e-03,9.519202541712826551e-03,2.641734453617532452e+00,2.639291225440707489e+00,-2.443228176824963072e-03,-5.173415098741473983e-04
2.800000000000000000e+01,9.077556701730231728e-03,9.073271769355188004e-03,2.648628110466114016e+00,2.646078575825843604e+00,-2.549534640270412211e-03,-4.720358699854543261e-04
2.900000000000000000e+01,8.665448631725360465e-03,8.661752897372247684e-03,2.655254722623231700e+00,2.652602850935954937e+00,-2.651871687276763367e-03,-4.264908269817624387e-04
3.000000000000000000e+01,8.284143825763411531e-03,8.280989340745795180e-03,2.661631758863475472e+00,2.658881137036813502e+00,-2.750621826661969749e-03,-3.807858825199961217e-04
3.100000000000000000e+01,7.930470621670538192e-03,7.927814018901850612e-03,2.667774639543472492e+00,2.664928487928538203e+00,-2.846151614934289142e-03,-3.349867738527967376e-04
3.200000000000000000e+01,7.601669361113823874e-03,7.599471359262866856e-03,2.673695941926572228e+00,2.670757128007534398e+00,-2.938813919037830402e-03,-2.891472578643305980e-04
3.300000000000000000e+01,7.295328355336863461e-03,7.293553321969337838e-03,2.679406576375059856e+00,2.676377637507250551e+00,-3.028938867809305435e-03,-2.433109629982332933e-04
3.400000000000000000e+01,7.009331458928822617e-03,7.007947025660277336e-03,2.684915787815548960e+00,2.681798955030923359e+00,-3.116832784625600539e-03,-1.975128835977058017e-04
3.500000000000000000e+01,6.741814687804210775e-03,6.740791409900873110e-03,2.690231648335854153e+00,2.687028874037332038e+00,-3.202774298522115259e-03,-1.517807816919791719e-04
3.600000000000000000e+01,6.491130223490354165e-03,6.490441278452664144e-03,2.695361196827021022e+00,2.692074183176434321e+00,-3.287013650586700919e-03,-1.061363759421452002e-04
3.700000000000000000e+01,6.255816339805682705e-03,6.255437259813510092e-03,2.700310684624974478e+00,2.696940912993241568e+00,-3.369771631732909611e-03,-6.059640686073564098e-05
3.800000000000000000e+01,6.034572177451738399e-03,6.034480611570140068e-03,2.705085702795316571e+00,2.701634462822965155e+00,-3.451239972351416441e-03,-1.517354982349949921e-05
3.900000000000000000e+01,5.826236473497495814e-03,5.826411975985749774e-03,2.709691320560956740e+00,2.706159738626318312e+00,-3.531581934638428066e-03,3.012278836478365918e-05
4.000000000000000000e+01,5.629769551713998885e-03,5.630193393363400363e-03,2.714132176983685696e+00,2.710521243374495626e+00,-3.610933609190070115e-03,7.528579020998904525e-05
4.100000000000000000e+01,5.444238006264746216e-03,5.444893006060293889e-03,2.718412564207237203e+00,2.714723158773143741e+00,-3.689405434093462333e-03,1.203106467413395109e-04
4.200000000000000000e+01,5.268801624914861217e-03,5.269671999690380901e-03,2.722536488597286031e+00,2.718769404558503577e+00,-3.767084038782453348e-03,1.651940683065067361e-04
4.300000000000000000e+01,5.102702180669237142e-03,5.103773410707512087e-03,2.726507722160834923e+00,2.722663687957749712e+00,-3.844034203085211487e-03,2.099338743173362332e-04
4.400000000000000000e+01,4.945253790043195943e-03,4.946512498832296781e-03,2.730329841930821733e+00,2.726409541004120030e+00,-3.920300926701703048e-03,2.545286536426161206e-04
4.500000000000000000e+01,4.795834589785681785e-03,4.797268436354955139e-03,2.734006261932142579e+00,2.730010350425032151e+00,-3.995911507110427863e-03,2.989774860724381256e-04
4.600000000000000000e+01,4.653879527828422118e-03,4.655477110276378186e-03,2.737540258035496610e+00,2.733469380432983264e+00,-4.070877602513345295e-03,3.432797171485368892e-04
4.700000000000000000e+01,4.518874099275300635e-03,4.520624868262626724e-03,2.740934987754670260e+00,2.736789790524911670e+00,-4.145197229758590396e-03,3.874347788550558391e-04
4.800000000000000000e+01,4.390348886893059507e-03,4.392243068015650939e-03,2.744193505686610024e+00,2.739974649010100904e+00,-4.218856676509119552e-03,4.314420496844828534e-04
4.900000000000000000e+01,4.267874788793834563e-03,4.269903312874017733e-03,2.747318775666041546e+00,2.743026943360593606e+00,-4.291832305447940143e-03,4.753007481637094855e-04
5.000000000000000000e+01,4.151058835067650450e-03,4.153213275510383821e-03,2.750313680228233526e+00,2.745949587988921969e+00,-4.364092239311556654e-03,5.190098546743460162e-04
5.100000000000000000e+01,4.039540510763457888e-03,4.041813027219660556e-03,2.753181027999463737e+00,2.748745430080782981e+00,-4.435597918680755924e-03,5.625680569727453673e-04
5.200000000000000000e+01,3.932988515536881523e-03,3.935371803200363866e-03,2.755923559435049963e+00,2.751417253905765747e+00,-4.506305529284215794e-03,6.059737154247013535e-04
5.300000000000000000e+01,3.831097900975850672e-03,3.833585144914665802e-03,2.758543951283651818e+00,2.753967783984379025e+00,-4.576167299272793088e-03,6.492248444451842460e-04
5.400000000000000000e+01,3.733587535508345150e-03,3.736172369497419050e-03,2.761044820056824722e+00,2.756399687387788511e+00,-4.645132669036211581e-03,6.923191071566137111e-04
5.500000000000000000e+01,3.640197854213923952e-03,3.642874323594118020e-03,2.763428724737725606e+00,2.758715575400603637e+00,-4.713149337121969040e-03,7.352538206393255393e-04
5.600000000000000000e+01,3.550688857070828999e-03,3.553451385211491183e-03,2.765698168908969912e+00,2.760918004719569385e+00,-4.780164189400526453e-03,7.780259695695512789e-04
5.700000000000000000e+01,3.464838324385954762e-03,3.467681682374009096e-03,2.767855602443783258e+00,2.763009478326957868e+00,-4.846124116825389905e-03,8.206322263415444240e-04
5.800000000000000000e+01,3.382440222549537839e-03,3.385359501769032251e-03,2.769903422873161158e+00,2.764992446143754723e+00,-4.910976729406435481e-03,8.630689760702470181e-04
5.900000000000000000e+01,3.303303276970371606e-03,3.306293864272761510e-03,2.771843976517376351e+00,2.766869305543209201e+00,-4.974670974167150206e-03,9.053323451222450302e-04
6.000000000000000000e+01,3.227249692195632153e-03,3.230307247393402609e-03,2.773679559449457432e+00,2.768642401785640583e+00,-5.037157663816849151e-03,9.474182320521329359e-04
6.100000000000000000e+01,3.154114001895661976e-03,3.157234437340614326e-03,2.775412418343422338e+00,2.770314028419680774e+00,-5.098389923741564189e-03,9.893223399906059257e-04
6.200000000000000000e+01,3.083742033675433963e-03,3.086921495708576033e-03,2.777044751247363941e+00,2.771886427681564680e+00,-5.158323565799260990e-03,1.031040209726219459e-03
6.300000000000000000e+01,3.015989975624383968e-03,3.019224827707177577e-03,2.778578708310464940e+00,2.773361790916944347e+00,-5.216917393520592583e-03,1.072567252854872422e-03
6.400000000000000000e+01,2.950723533187375042e-03,2.954010340544276341e-03,2.780016392486193144e+00,2.774742259039787218e+00,-5.274133446405926406e-03,1.113898784462108438e-03
6.500000000000000000e+01,2.887817166375076464e-03,2.891152681995478885e-03,2.781359860228006298e+00,2.776029923037079961e+00,-5.329937190926337109e-03,1.155030054963424035e-03
6.600000000000000000e+01,2.827153398568405494e-03,2.830534550432147779e-03,2.782611122187426567e+00,2.777226824526199955e+00,-5.384297661226611353e-03,1.195956280778620595e-03
6.700000000000000000e+01,2.768622189238918469e-03,2.772046068643836941e-03,2.783772143922410347e+00,2.778334956365485109e+00,-5.437187556925238141e-03,1.236672673587069227e-03
6.800000000000000000e+01,2.712120363830363996e-03,2.715584214713212107e-03,2.784844846620159853e+00,2.779356263318114806e+00,-5.488583302045046963e-03,1.277174468007791219e-03
6.900000000000000000e+01,2.657551094847351077e-03,2.661052304000734430e-03,2.785831107836445053e+00,2.780292642766150735e+00,-5.538465070294318338e-03,1.317456947552919644e-03
7.000000000000000000e+01,2.604823428892819731e-03,2.608359516991050429e-03,2.786732762252747797e+00,2.781145945471933612e+00,-5.586816780814185535e-03,1.357515468806136383e-03
7.100000000000000000e+01,2.553851855001934481e-03,2.557420468357694560e-03,2.787551602449408250e+00,2.781917976382422886e+00,-5.633626066985364389e-03,1.397345483752587825e-03
7.200000000000000000e+01,2.504555910148748791e-03,2.508154813130590924e-03,2.788289379694328218e+00,2.782610495470146272e+00,-5.678884224181945939e-03,1.436942560259391044e-03
7.300000000000000000e+01,2.456859818264178676e-03,2.460486886312123096e-03,2.788947804745381287e+00,2.783225218608555096e+00,-5.722586136826190994e-03,1.476302400723383812e-03
7.400000000000000000e+01,2.410692159508817049e-03,2.414345372691693078e-03,2.789528548663310126e+00,2.783763818473861118e+00,-5.764730189449007725e-03,1.515420858887450706e-03
7.500000000000000000e+01,2.365985566899467176e-03,2.369663003963488977e-03,2.790033243633653459e+00,2.784227925468961473e+00,-5.805318164691986027e-03,1.554293954904029107e-03
7.600000000000000000e+01,2.322676447700724664e-03,2.326376280563882248e-03,2.790463483795350808e+00,2.784619128666344423e+00,-5.844355129006384431e-03,1.592917888679767913e-03
7.700000000000000000e+01,2.280704727268146464e-03,2.284425215919622543e-03,2.790820826072136995e+00,2.784938976763060126e+00,-5.881849309076869758e-03,1.631289051578610483e-03
7.800000000000000000e+01,2.240013613272398476e-03,2.243753101040311775e-03,2.791106791004872356e+00,2.785188979044673552e+00,-5.917811960198804400e-03,1.669404036545252268e-03
7.900000000000000000e+01,2.200549378448300904e-03,2.204306287602766316e-03,2.791322863583688196e+00,2.785370606354242717e+00,-5.952257229445478970e-03,1.707259646731795755e-03
8.000000000000000000e+01,2.162261160202681807e-03,2.166033987864481557e-03,2.791470494076749187e+00,2.785485292062029661e+00,-5.985202014719526176e-03,1.744852902711313547e-03
8.100000000000000000e+01,2.125100775583376594e-03,2.128888089911479091e-03,2.791551098853094715e+00,2.785534433033693968e+00,-6.016665819400746074e-03,1.782181048361364262e-03
8.200000000000000000e+01,2.089022550261282560e-03,2.092822986895052483e-03,2.791566061198843318e+00,2.785519390593226063e+00,-6.046670605617254779e-03,1.819241555479855776e-03
8.300000000000000000e+01,2.053983160310346705e-03,2.057795419044705903e-03,2.791516732125076672e+00,2.785441491477476106e+00,-6.075240647600566035e-03,1.856032127246498575e-03
8.400000000000000000e+01,2.019941485688879230e-03,2.023764327362770517e-03,2.791404431165153799e+00,2.785302028781746042e+00,-6.102402383407756759e-03,1.892550700590023283e-03
8.500000000000000000e+01,1.986858474431224542e-03,1.990690718011614829e-03,2.791230447160959471e+00,2.785102262893253133e+00,-6.128184267706338062e-03,1.928795447540432306e-03
8.600000000000000000e+01,1.954697016653206190e-03,1.958537536498597062e-03,2.790996039037025866e+00,2.784843422409656988e+00,-6.152616627368878710e-03,1.964764775651328677e-03
8.700000000000000000e+01,1.923421827559171175e-03,1.927269550848120273e-03,2.790702436561060651e+00,2.784526705043564920e+00,-6.175731517495730571e-03,2.000457327570037691e-03
8.800000000000000000e+01,1.892999338714078513e-03,1.896853243025563643e-03,2.790350841090783796e+00,2.784153278510466123e+00,-6.197562580317672598e-03,2.035871979809034116e-03
8.900000000000000000e+01,1.863397596911840195e-03,1.867256707945588083e-03,2.789942426305525025e+00,2.783724281397817801e+00,-6.218144907707223723e-03,2.071007840808380962e-03
9.000000000000000000e+01,1.834586170032054871e-03,1.838449559458023340e-03,2.789478338923436773e+00,2.783240824017403359e+00,-6.237514906033414519e-03,2.105864248339361922e-03
9.100000000000000000e+01,1.806536059331918798e-03,1.810402842759139402e-03,2.788959699402719927e+00,2.782703989237182984e+00,-6.255710165536942924e-03,2.140440766319695598e-03
9.200000000000000000e+01,1.779219617669477701e-03,1.783088952725361874e-03,2.788387602627009798e+00,2.782114833294015543e+00,-6.272769332994254654e-03,2.174737181097619043e-03
9.300000000000000000e+01,1.752610473198654237e-03,1.756481557710661999e-03,2.787763118574987597e+00,2.781474386586503034e+00,-6.288731988484563828e-03,2.208753497257465170e-03
9.400000000000000000e+01,1.726683458116666254e-03,1.730555528388977261e-03,2.787087292973541075e+00,2.780783654446958408e+00,-6.303638526582666657e-03,2.242489933004021552e-03
9.500000000000000000e+01,1.701414542080520497e-03,1.705286871258992988e-03,2.786361147935352722e+00,2.780043617893542152e+00,-6.317530041810570651e-03,2.275946915169413387e-03
9.600000000000000000e+01,1.676780769942083291e-03,1.680652666461385572e-03,2.785585682579545974e+00,2.779255234361284188e+00,-6.330448218261786053e-03,2.309125073897355662e-03
9.700000000000000000e+01,1.652760203480777013e-03,1.656631009588096582e-03,2.784761873636926843e+00,2.778419438412688791e+00,-6.342435224238052172e-03,2.342025237035194607e-03
9.800000000000000000e+01,1.629331866839839197e-03,1.633200957190078300e-03,2.783890676039108225e+00,2.777537142427974892e+00,-6.353533611133332926e-03,2.374648424291470050e-03
9.900000000000000000e+01,1.606475695396401273e-03,1.610342475714174500e-03,2.782973023491883691e+00,2.776609237275771580e+00,-6.363786216112110594e-03,2.406995841178316553e-03
1.000000000000000000e+02,1.584172487817783141e-03,1.588036393621941817e-03,2.782009829032860537e+00,2.775636592962485327e+00,-6.373236070375210005e-03,2.439068872784888597e-03
1.010000000000000000e+02,1.562403861076476150e-03,1.566264356463242108e-03,2.781001985574349078e+00,2.774620059262510541e+00,-6.381926311838537202e-03,2.470869077414006298e-03
1.020000000000000000e+02,1.541152208214587992e-03,1.545008784695696283e-03,2.779950366430574249e+00,2.773560466329092034e+00,-6.389900101482215433e-03,2.502398180109777215e-03
1.030000000000000000e+02,1.520400658665187589e-03,1.524252834057721138e-03,2.778855825830385928e+00,2.772458625286807088e+00,-6.397200543578840382e-03,2.533658066101729389e-03
1.040000000000000000e+02,1.500133040953150008e-03,1.503980358318014830e-03,2.777719199416210927e+00,2.771315328803441780e+00,-6.403870612769146931e-03,2.564650774187660076e-03
1.050000000000000000e+02,1.480333847611974224e-03,1.484175874238240298e-03,2.776541304727162096e+00,2.770131351644725015e+00,-6.409953082437080951e-03,2.595378490104716107e-03
1.060000000000000000e+02,1.460988202165718281e-03,1.464824528598185609e-03,2.775322941670196109e+00,2.768907451212141879e+00,-6.415490458054229350e-03,2.625843539859173958e-03
1.070000000000000000e+02,1.442081828036691086e-03,1.445912067144336250e-03,2.774064892977028851e+00,2.767644368061198179e+00,-6.420524915830672086e-03,2.656048383093301268e-03
1.080000000000000000e+02,1.423601019250234903e-03,1.427424805333290777e-03,2.772767924647321358e+00,2.766342826403315414e+00,-6.425098244005944537e-03,2.685995606458435603e-03
1.090000000000000000e+02,1.405532612817503258e-03,1.409349600751152011e-03,2.771432786380185309e+00,2.765003534592469503e+00,-6.429251787715806188e-03,2.715687917050457756e-03
1.100000000000000000e+02,1.387863962686115317e-03,1.391673827098855723e-03,2.770060211992665167e+00,2.763627185594277780e+00,-6.433026398387386990e-03,2.745128135877683562e-03
1.110000000000000000e+02,1.370582915156637067e-03,1.374385349641602666e-03,2.768650919825546453e+00,2.762214457439016169e+00,-6.436462386530283908e-03,2.774319191430230092e-03
1.120000000000000000e+02,1.353677785670389169e-03,1.357472502027933089e-03,2.767205613138632447e+00,2.760766013661150264e+00,-6.439599477482182976e-03,2.803264113302006422e-03
1.130000000000000000e+02,1.337137336880849783e-03,1.340924064390903699e-03,2.765724980494059793e+00,2.759282503722620739e+00,-6.442476771439054062e-03,2.831966025933718711e-03
1.140000000000000000e+02,1.320950757927356715e-03,1.324729242650106139e-03,2.764209696127327032e+00,2.757764563422346882e+00,-6.445132704980149896e-03,2.860428142437365651e-03
1.150000000000000000e+02,1.305107644835502931e-03,1.308877648939063467e-03,2.762660420309752229e+00,2.756212815291334994e+00,-6.447605018417235101e-03,2.888653758545522976e-03
1.160000000000000000e+02,1.289597981974046096e-03,1.293359283087895358e-03,2.761077799698535173e+00,2.754627868975563665e+00,-6.449930722971508601e-03,2.916646246678977761e-03
1.170000000000000000e+02,1.274412124503049738e-03,1.278164515096027500e-03,2.759462467678269082e+00,2.753010321604799859e+00,-6.452146073469222642e-03,2.944409050126495231e-03
1.180000000000000000e+02,1.259540781752505143e-03,1.263284068534319647e-03,2.757815044690803408e+00,2.751360758148286401e+00,-6.454286542517007064e-03,2.971945677381127027e-03
1.190000000000000000e+02,1.244975001474925378e-03,1.248709004820101756e-03,2.756136138557235160e+00,2.749679751760174540e+00,-6.456386797060620353e-03,2.999259696582434742e-03
1.200000000000000000e+02,1.230706154919182548e-03,1.234430708312517699e-03,2.754426344790060099e+00,2.747967864111417136e+00,-6.458480678642963824e-03,3.026354730126135095e-03
1.210000000000000000e+02,1.216725922676553098e-03,1.220440872179142646e-03,2.752686246895481137e+00,2.746225645711408259e+00,-6.460601184072878311e-03,3.053234449396313721e-03
1.220000000000000000e+02,1.203026281253125008e-03,1.206731484988114722e-03,2.750916416669528353e+00,2.744453636217819792e+00,-6.462780451708560747e-03,3.079902569651515876e-03
1.230000000000000000e+02,1.189599490325863630e-03,1.193294817983124936e-03,2.749117414482439958e+00,2.742652364736139159e+00,-6.465049746300799427e-03,3.106362845068932899e-03
1.240000000000000000e+02,1.176438080642439911e-03,1.180123413001376523e-03,2.747289789557494366e+00,2.740822350109319405e+00,-6.467439448174960859e-03,3.132619063915376145e-03
1.250000000000000000e+02,1.163534842527512089e-03,1.167210070997306681e-03,2.745434080241466290e+00,2.738964101197530088e+00,-6.469979043936202601e-03,3.158675043895442514e-03
1.260000000000000000e+02,1.150882814960652555e-03,1.154547841137233775e-03,2.743550814265863558e+00,2.737078117148149747e+00,-6.472697117713810400e-03,3.184534627625357217e-03
1.270000000000000000e+02,1.138475275193306631e-03,1.142130010432406990e-03,2.741640509003168358e+00,2.735164887655480381e+00,-6.475621347687976481e-03,3.210201678275126369e-03
1.280000000000000000e+02,1.126305728874286418e-03,1.129950093879971513e-03,2.739703671714433852e+00,2.733224893214354356e+00,-6.478778500079496183e-03,3.235680075362346031e-03
1.290000000000000000e+02,1.114367900655260663e-03,1.118001825083323906e-03,2.737740799790269630e+00,2.731258605362953062e+00,-6.482194427316567698e-03,3.260973710680792337e-03
1.300000000000000000e+02,1.102655725249476054e-03,1.106279147325162863e-03,2.735752380984968646e+00,2.729266486917458767e+00,-6.485894067509878624e-03,3.286086484398431651e-03
1.310000000000000000e+02,1.091163338918660960e-03,1.094776205068168605e-03,2.733738893644506174e+00,2.727248992200164590e+00,-6.489901444341583669e-03,3.311022301287991354e-03
1.320000000000000000e+02,1.079885071364583343e-03,1.083487335859843140e-03,2.731700806928523573e+00,2.725206567258827484e+00,-6.494239669696089123e-03,3.335785067116292524e-03
1.330000000000000000e+02,1.068815438003231427e-03,1.072407062619479094e-03,2.729638581024739441e+00,2.723139650078719054e+00,-6.498930946020387012e-03,3.360378685170806179e-03
1.340000000000000000e+02,1.057949132600910589e-03,1.061530086286583329e-03,2.727552667359813388e+00,2.721048670788550616e+00,-6.503996571262771198e-03,3.384807052933869187e-03
1.350000000000000000e+02,1.047281020252808928e-03,1.050851278811328624e-03,2.725443508802498638e+00,2.718934051858309608e+00,-6.509456944189029315e-03,3.409074058897676451e-03
1.360000000000000000e+02,1.036806130685798914e-03,1.040365676468813167e-03,2.723311539861344777e+00,2.716796208290722880e+00,-6.515331570621896162e-03,3.433183579518273021e-03
1.370000000000000000e+02,1.026519651868282269e-03,1.030068473479958885e-03,2.721157186879191059e+00,2.714635547807680016e+00,-6.521639071511042829e-03,3.457139476304993408e-03
1.380000000000000000e+02,1.016416923910951455e-03,1.019955015922939523e-03,2.718980868219973424e+00,2.712452471029243029e+00,-6.528397190730395039e-03,3.480945593048900832e-03
1.390000000000000000e+02,1.006493433243290433e-03,1.010020795919967232e-03,2.716782994451389932e+00,2.710247371646606673e+00,-6.535622804783258744e-03,3.504605753174461213e-03
1.400000000000000000e+02,9.967448070515099682e-04,1.000261446085166104e-03,2.714563968523529436e+00,2.708020636590518837e+00,-6.543331933010598789e-03,3.528123757231993451e-03
1.410000000000000000e+02,9.871668079644692426e-04,9.906727342200779152e-04,2.712324185941164423e+00,2.705772646193652875e+00,-6.551539747511547773e-03,3.551503380505582896e-03
1.420000000000000000e+02,9.777553289749116219e-04,9.812505582441550297e-04,2.710064034932832211e+00,2.703503774347339128e+00,-6.560260585493082885e-03,3.574748370748226378e-03
1.430000000000000000e+02,9.685063885840549617e-04,9.719909413482926601e-04,2.707783896615178598e+00,2.701214388654344045e+00,-6.569507960834553018e-03,3.597862446041322215e-03
1.440000000000000000e+02,9.594161261582904564e-04,9.628900273601572087e-04,2.705484145152440068e+00,2.698904850574933345e+00,-6.579294577506722419e-03,3.620849292764072302e-03
1.450000000000000000e+02,9.504807974873547656e-04,9.539440763107054485e-04,2.703165147911976707e+00,2.696575515570778236e+00,-6.589632341198470300e-03,3.643712563689893713e-03
1.460000000000000000e+02,9.416967705339635702e-04,9.451494601918590662e-04,2.700827265616226214e+00,2.694226733242234939e+00,-6.600532373991274682e-03,3.666455876170982009e-03
1.470000000000000000e+02,9.330605213654309584e-04,9.365026588959220622e-04,2.698470852490685523e+00,2.691858847461663373e+00,-6.612005029022149927e-03,3.689082810463206741e-03
1.480000000000000000e+02,9.245686302583555572e-04,9.280002563277749833e-04,2.696096256406756986e+00,2.689472196503754464e+00,-6.624059903002521565e-03,3.711596908128500516e-03
1.490000000000000000e+02,9.162177779679263941e-04,9.196389366814497089e-04,2.693703819023228085e+00,2.687067113170405364e+00,-6.636705852822721852e-03,3.734001670553821484e-03
1.500000000000000000e+02,9.080047421538644213e-04,9.114154808730922687e-04,2.691293875921962453e+00,2.684643924912627266e+00,-6.649951009335186569e-03,3.756300557568925669e-03
1.510000000000000000e+02,8.999263939554810873e-04,9.033267631228012557e-04,2.688866756741004505e+00,2.682202953947671720e+00,-6.663802793332784802e-03,3.778496986152735104e-03
1.520000000000000000e+02,8.919796947086942093e-04,8.953697476782050734e-04,2.686422785305111915e+00,2.679744517374608392e+00,-6.678267930503523075e-03,3.800594329244288971e-03
1.530000000000000000e+02,8.841616927982775750e-04,8.875414856730397001e-04,2.683962279751353375e+00,2.677268927283412037e+00,-6.693352467941338091e-03,3.822595914628967861e-03
1.540000000000000000e+02,8.764695206389446630e-04,8.798391121143659581e-04,2.681485552652926430e+00,2.674776490863607581e+00,-6.709061789318848668e-03,3.844505023933741938e-03
1.550000000000000000e+02,8.689003917792258473e-04,8.722598429923525843e-04,2.678992911138939892e+00,2.672267510508256727e+00,-6.725400630683164849e-03,3.866324891680150699e-03
1.560000000000000000e+02,8.614515981224130916e-04,8.648009725069498487e-04,2.676484657011633850e+00,2.669742283914136927e+00,-6.742373097496923151e-03,3.888058704443642100e-03
1.570000000000000000e+02,8.541205072591438567e-04,8.574598704059944359e-04,2.673961086861043945e+00,2.667201104181600169e+00,-6.759982679443776732e-03,3.909709600073307811e-03
1.580000000000000000e+02,8.469045599064833679e-04,8.502339794296359622e-04,2.671422492175948182e+00,2.664644259907744228e+00,-6.778232268203954192e-03,3.931280666997771789e-03
1.590000000000000000e+02,8.398012674486340316e-04,8.431208128562115312e-04,2.668869159452389894e+00,2.662072035280035109e+00,-6.797124172354784832e-03,3.952774943603687419e-03
1.600000000000000000e+02,8.328082095746425651e-04,8.361179521449372664e-04,2.666301370299801299e+00,2.659484710166316823e+00,-6.816660133484475637e-03,3.974195417676185116e-03
1.610000000000000000e+02,8.259230320087228207e-04,8.292230446710550755e-04,2.663719401544734744e+00,2.656882560200978904e+00,-6.836841343755839517e-03,3.995545025916369397e-03
1.620000000000000000e+02,8.191434443290258709e-04,8.224338015492646970e-04,2.661123525331265949e+00,2.654265856870350326e+00,-6.857668460915622433e-03,4.016826653522320711e-03
