sigma,P_mean,Ds_of_mean_P,mean_Ds,Ds_block4_ci_low,Ds_block4_ci_high
4.400000000000000000e+01,5.029962813084366130e-03,2.744992176243189697e+00,2.745122930460578203e+00,2.738693149722346121e+00,2.750800793809532241e+00
4.500000000000000000e+01,4.877119692879385016e-03,2.750844314084494258e+00,2.750974717362084210e+00,2.744385205369944902e+00,2.756782351047785795e+00
4.600000000000000000e+01,4.731825102500660137e-03,2.756561909982815806e+00,2.756691893028177631e+00,2.749964597631032959e+00,2.762580576317800851e+00
4.700000000000000000e+01,4.593563848482562148e-03,2.762146923210640814e+00,2.762276415895181803e+00,2.755430892258453390e+00,2.768291377943333575e+00
4.800000000000000000e+01,4.461865565252623109e-03,2.767601351373043528e+00,2.767730283569635574e+00,2.760773790504025271e+00,2.773770055144956892e+00
4.900000000000000000e+01,4.336299990815103630e-03,2.772927227042603970e+00,2.773055529410027198e+00,2.766025026039943935e+00,2.779177158175122120e+00
5.000000000000000000e+01,4.216472824249443627e-03,2.778126613438372861e+00,2.778254218144158294e+00,2.771121340422340040e+00,2.784376452909913091e+00
5.100000000000000000e+01,4.102022083457362855e-03,2.783201599602812326e+00,2.783328440979016882e+00,2.776069649284041319e+00,2.789445156134460202e+00
5.200000000000000000e+01,3.992614894361510430e-03,2.788154295299439145e+00,2.788280310428258524e+00,2.780973569002573420e+00,2.794527425608499538e+00
5.300000000000000000e+01,3.887944653319082809e-03,2.792986825859273825e+00,2.793111955087487441e+00,2.785595169492657952e+00,2.799480151516495319e+00
5.400000000000000000e+01,3.787728513297544414e-03,2.797701327107876335e+00,2.797825514490173582e+00,2.790167392633977617e+00,2.804255809656932108e+00
5.500000000000000000e+01,3.691705151682473859e-03,2.802299940483934382e+00,2.802423134156753370e+00,2.794697695599139387e+00,2.808882512858276392e+00
5.600000000000000000e+01,3.599632783718562015e-03,2.806784808414956256e+00,2.806906960903051917e+00,2.799169677601983430e+00,2.813384838719541925e+00
5.700000000000000000e+01,3.511287390732229213e-03,2.811158069997655051e+00,2.811279138456525217e+00,2.803336762967695517e+00,2.817852063639795457e+00
5.800000000000000000e+01,3.426461136621405598e-03,2.815421857007210704e+00,2.815541803405183785e+00,2.807510751631220991e+00,2.822125107180244008e+00
5.900000000000000000e+01,3.344960949762752073e-03,2.819578290247620522e+00,2.819697081491256974e+00,2.811583477855502000e+00,2.826350479328926024e+00
6.000000000000000000e+01,3.266607250592979891e-03,2.823629476243599168e+00,2.823747084250626482e+00,2.815548034121705179e+00,2.830528542135992698e+00
6.100000000000000000e+01,3.191232807761328755e-03,2.827577504267367647e+00,2.827693905991514711e+00,2.819382186960669667e+00,2.834633710123795058e+00
6.200000000000000000e+01,3.118681708001079522e-03,2.831424443687584169e+00,2.831539621099834925e+00,2.823042057330458210e+00,2.838555732164413925e+00
6.300000000000000000e+01,3.048808426791722263e-03,2.835172341625209036e+00,2.835286281655597040e+00,2.826658584937362662e+00,2.842313595071359167e+00
6.400000000000000000e+01,2.981476988531972256e-03,2.838823220897882305e+00,2.838935915341978422e+00,2.830253746888215627e+00,2.845919315699112051e+00
6.500000000000000000e+01,2.916560206360202696e-03,2.842379078232966538e+00,2.842490523627668964e+00,2.833664174814315651e+00,2.849562545101834043e+00
6.600000000000000000e+01,2.853938992978663578e-03,2.845841882729862604e+00,2.845952080202077461e+00,2.837093775396226203e+00,2.853072621903199213e+00
6.700000000000000000e+01,2.793501734890891080e-03,2.849213574551471950e+00,2.849322529643599999e+00,2.840364487011917127e+00,2.856657254274238333e+00
6.800000000000000000e+01,2.735143723372929041e-03,2.852496063825171735e+00,2.852603786301169730e+00,2.843549157950318484e+00,2.859982473269041314e+00
6.900000000000000000e+01,2.678766636289164546e-03,2.855691229734791392e+00,2.855797733370134761e+00,2.846649325966644994e+00,2.863310986191096141e+00
7.000000000000000000e+01,2.624278065550361867e-03,2.858800919785692951e+00,2.858906222144345310e+00,2.849667505523903799e+00,2.866515228203627697e+00
7.100000000000000000e+01,2.571591085609610354e-03,2.861826949226086825e+00,2.861931071427541884e+00,2.852655194378635795e+00,2.869618109091198743e+00
7.200000000000000000e+01,2.520623858913923106e-03,2.864771100609142973e+00,2.864874067088440945e+00,2.855458426005808459e+00,2.872633654822826177e+00
7.300000000000000000e+01,2.471299274685686675e-03,2.867635123481218962e+00,2.867736961744192570e+00,2.858237049744495106e+00,2.875588671210755010e+00
7.400000000000000000e+01,2.423544617808137680e-03,2.870420734182814737e+00,2.870521474558917596e+00,2.860936706100536409e+00,2.878482737478687881e+00
7.500000000000000000e+01,2.377291264940096897e-03,2.873129615750036336e+00,2.873229291144986153e+00,2.863565846134532578e+00,2.881299934739181445e+00
7.600000000000000000e+01,2.332474405293960898e-03,2.875763417905071950e+00,2.875862063555058246e+00,2.866177409249845098e+00,2.884087660788958729e+00
7.700000000000000000e+01,2.289032783782935562e-03,2.878323757125649252e+00,2.878421410354797150e+00,2.868625781927288010e+00,2.886710175253459632e+00
7.800000000000000000e+01,2.246908464483546829e-03,2.880812216784075286e+00,2.880908916766685923e+00,2.871110396590991432e+00,2.889304696305515563e+00
7.900000000000000000e+01,2.206046612571656729e-03,2.883230347347616185e+00,2.883326134876366353e+00,2.873497779880962888e+00,2.892047074342702029e+00
8.000000000000000000e+01,2.166395293078103666e-03,2.885579666632303919e+00,2.885674583893622636e+00,2.875804936816263702e+00,2.894553730380978518e+00
8.100000000000000000e+01,2.127905284976730396e-03,2.887861660103169914e+00,2.887955750460653448e+00,2.877892116787692967e+00,2.896986935922680306e+00
