k0,sigma,P_mean,Ds_of_mean_P,mean_Ds
1.500000000000000000e+00,1.820000000000000000e+02,6.505831704548783361e-04,2.928868534120448341e+00,2.929033319491605170e+00
1.500000000000000000e+00,1.830000000000000000e+02,6.453843148294118211e-04,2.928282078310636916e+00,2.928448694160429966e+00
1.500000000000000000e+00,1.840000000000000000e+02,6.402560266147813055e-04,2.927685511396026286e+00,2.927853982347743411e+00
1.500000000000000000e+00,1.850000000000000000e+02,6.351969871516722349e-04,2.927078973826722663e+00,2.927249324478100156e+00
1.500000000000000000e+00,1.860000000000000000e+02,6.302059090724583708e-04,2.926462603343833013e+00,2.926634858252225246e+00
1.500000000000000000e+00,1.870000000000000000e+02,6.252815354027106568e-04,2.925836535043976561e+00,2.926010718711836045e+00
1.500000000000000000e+00,1.880000000000000000e+02,6.204226386929415559e-04,2.925200901441681545e+00,2.925377038302148236e+00
1.500000000000000000e+00,1.890000000000000000e+02,6.156280201794158725e-04,2.924555832531196664e+00,2.924733946933524731e+00
1.500000000000000000e+00,1.900000000000000000e+02,6.108965089729132816e-04,2.923901455845656194e+00,2.924081572040727828e+00
1.500000000000000000e+00,1.910000000000000000e+02,6.062269612743793976e-04,2.923237896514504275e+00,2.923420038640891061e+00
1.500000000000000000e+00,1.920000000000000000e+02,6.016182596164415704e-04,2.922565277320881894e+00,2.922749469390405697e+00
1.500000000000000000e+00,1.930000000000000000e+02,5.970693121298104814e-04,2.921883718756025594e+00,2.922069984639784401e+00
1.500000000000000000e+00,1.940000000000000000e+02,5.925790518336387057e-04,2.921193339073555606e+00,2.921381702488160759e+00
1.500000000000000000e+00,1.950000000000000000e+02,5.881464359489293027e-04,2.920494254340756601e+00,2.920684738834669503e+00
1.500000000000000000e+00,1.960000000000000000e+02,5.837704452341523379e-04,2.919786578489468543e+00,2.919979207429628687e+00
1.500000000000000000e+00,1.970000000000000000e+02,5.794500833422277760e-04,2.919070423366714184e+00,2.919265219925118338e+00
1.500000000000000000e+00,1.980000000000000000e+02,5.751843761981032281e-04,2.918345898781709025e+00,2.918542885922574825e+00
1.500000000000000000e+00,1.990000000000000000e+02,5.709723713961618657e-04,2.917613112553650190e+00,2.917812313020360371e+00
1.500000000000000000e+00,2.000000000000000000e+02,5.668131376167399394e-04,2.916872170556935373e+00,2.917073606859873269e+00
1.500000000000000000e+00,2.010000000000000000e+02,5.627057640610602304e-04,2.916123176766575398e+00,2.916326871170439539e+00
1.500000000000000000e+00,2.020000000000000000e+02,5.586493599039110735e-04,2.915366233300723753e+00,2.915572207812672012e+00
1.500000000000000000e+00,2.030000000000000000e+02,5.546430537634417868e-04,2.914601440463521431e+00,2.914809716821664232e+00
1.500000000000000000e+00,2.040000000000000000e+02,5.506859931874479508e-04,2.913828896787158396e+00,2.914039496448655342e+00
1.500000000000000000e+00,2.050000000000000000e+02,5.467773441555715810e-04,2.913048699070514669e+00,2.913261643200705908e+00
1.500000000000000000e+00,2.060000000000000000e+02,5.429162905968449313e-04,2.912260942419807819e+00,2.912476251881172651e+00
1.500000000000000000e+00,2.070000000000000000e+02,5.391020339220345230e-04,2.911465720286151360e+00,2.911683415627954297e+00
1.500000000000000000e+00,2.080000000000000000e+02,5.353337925702722488e-04,2.910663124502451016e+00,2.910883225950418929e+00
1.500000000000000000e+00,2.090000000000000000e+02,5.316108015694656023e-04,2.909853245321046611e+00,2.910075772767239943e+00
1.500000000000000000e+00,2.100000000000000000e+02,5.279323121100108502e-04,2.909036171447896280e+00,2.909261144441562141e+00
1.500000000000000000e+00,2.110000000000000000e+02,5.242975911313506408e-04,2.908211990077467668e+00,2.908439427815141975e+00
1.500000000000000000e+00,2.120000000000000000e+02,5.207059209209258851e-04,2.907380786926362592e+00,2.907610708243431930e+00
1.500000000000000000e+00,2.130000000000000000e+02,5.171565987251039529e-04,2.906542646266392360e+00,2.906775069628280583e+00
1.500000000000000000e+00,2.140000000000000000e+02,5.136489363716648972e-04,2.905697650956308387e+00,2.905932594450149953e+00
1.500000000000000000e+00,2.150000000000000000e+02,5.101822599034621167e-04,2.904845882472977703e+00,2.905083363799858542e+00
1.500000000000000000e+00,2.160000000000000000e+02,5.067559092228680114e-04,2.903987420941810615e+00,2.904227457408898427e+00
1.500000000000000000e+00,2.170000000000000000e+02,5.033692377466512892e-04,2.903122345166401441e+00,2.903364953680013905e+00
1.500000000000000000e+00,2.180000000000000000e+02,5.000216120709247754e-04,2.902250732657937426e+00,2.902495929716202294e+00
1.500000000000000000e+00,2.190000000000000000e+02,4.967124116458364064e-04,2.901372659662388109e+00,2.901620461349105451e+00
1.500000000000000000e+00,2.200000000000000000e+02,4.934410284596727229e-04,2.900488201189012294e+00,2.900738623167280039e+00
1.500000000000000000e+00,2.210000000000000000e+02,4.902068667320643499e-04,2.899597431036571749e+00,2.899850488542557780e+00
1.500000000000000000e+00,2.220000000000000000e+02,4.870093426159949812e-04,2.898700421819788264e+00,2.898956129657526581e+00
1.500000000000000000e+00,2.230000000000000000e+02,4.838478839083203750e-04,2.897797244994723798e+00,2.898055617530835182e+00
1.500000000000000000e+00,2.240000000000000000e+02,4.807219297685238709e-04,2.896887970883597507e+00,2.897149022042317945e+00
1.500000000000000000e+00,2.250000000000000000e+02,4.776309304454347216e-04,2.895972668699488217e+00,2.896236411958263091e+00
1.500000000000000000e+00,2.260000000000000000e+02,4.745743470116550473e-04,2.895051406569447927e+00,2.895317854954505332e+00
1.500000000000000000e+00,2.270000000000000000e+02,4.715516511054441496e-04,2.894124251557720573e+00,2.894393417640323207e+00
1.500000000000000000e+00,2.280000000000000000e+02,4.685623246798209019e-04,2.893191269689098899e+00,2.893463165581843022e+00
1.500000000000000000e+00,2.290000000000000000e+02,4.656058597586507867e-04,2.892252525969867705e+00,2.892527163323634021e+00
1.500000000000000000e+00,2.300000000000000000e+02,4.626817581995006849e-04,2.891308084409378143e+00,2.891585474410374612e+00
1.500000000000000000e+00,2.310000000000000000e+02,4.597895314630379105e-04,2.890358008041879589e+00,2.890638161408754847e+00
1.500000000000000000e+00,2.320000000000000000e+02,4.569287003887733453e-04,2.889402358946168370e+00,2.889685285928092373e+00
1.500000000000000000e+00,2.330000000000000000e+02,4.540987949769451147e-04,2.888441198265581100e+00,2.888726908640092184e+00
1.500000000000000000e+00,2.340000000000000000e+02,4.512993541763520413e-04,2.887474586227658069e+00,2.887763089298957198e+00
1.500000000000000000e+00,2.350000000000000000e+02,4.485299256779486554e-04,2.886502582163378072e+00,2.886793886760928185e+00
1.500000000000000000e+00,2.360000000000000000e+02,4.457900657140246073e-04,2.885525244525223520e+00,2.885819359002733009e+00
1.500000000000000000e+00,2.370000000000000000e+02,4.430793388627945182e-04,2.884542630905179372e+00,2.884839563139903085e+00
1.500000000000000000e+00,2.380000000000000000e+02,4.403973178582313045e-04,2.883554798053083790e+00,2.883854555445096501e+00
1.500000000000000000e+00,2.390000000000000000e+02,4.377435834049801821e-04,2.882561801893432030e+00,2.882864391365493884e+00
1.500000000000000000e+00,2.400000000000000000e+02,4.351177239982013988e-04,2.881563697542028901e+00,2.881869125539688437e+00
1.500000000000000000e+00,2.410000000000000000e+02,4.325193357481871433e-04,2.880560539322905012e+00,2.880868811814613739e+00
1.500000000000000000e+00,2.420000000000000000e+02,4.299480222096105993e-04,2.879552380783533039e+00,2.879863503261616664e+00
1.500000000000000000e+00,2.430000000000000000e+02,4.274033942152662526e-04,2.878539274711906071e+00,2.878853252193051659e+00
1.500000000000000000e+00,2.440000000000000000e+02,4.248850697141627825e-04,2.877521273150188019e+00,2.877838110176578201e+00
1.500000000000000000e+00,2.450000000000000000e+02,4.223926736138465640e-04,2.876498427410080438e+00,2.876818128051052970e+00
1.500000000000000000e+00,2.460000000000000000e+02,4.199258376268167866e-04,2.875470788089154350e+00,2.875793355942394047e+00
1.500000000000000000e+00,2.470000000000000000e+02,4.174842001209206244e-04,2.874438405082325509e+00,2.874763843275915942e+00
1.500000000000000000e+00,2.480000000000000000e+02,4.150674059736076792e-04,2.873401327597274513e+00,2.873729638791565399e+00
1.500000000000000000e+00,2.490000000000000000e+02,4.126751064299249744e-04,2.872359604168128744e+00,2.872690790558381835e+00
1.500000000000000000e+00,2.500000000000000000e+02,4.103069589641494472e-04,2.871313282668273903e+00,2.871647345986904298e+00
1.500000000000000000e+00,2.510000000000000000e+02,4.079626271449450199e-04,2.870262410323151325e+00,2.870599351842414215e+00
1.500000000000000000e+00,2.520000000000000000e+02,4.056417805039469970e-04,2.869207033723366163e+00,2.869546854258463231e+00
1.500000000000000000e+00,2.530000000000000000e+02,4.033440944076672639e-04,2.868147198836959788e+00,2.868489898748910250e+00
1.500000000000000000e+00,2.540000000000000000e+02,4.010692499326316569e-04,2.867082951020960557e+00,2.867428530220214267e+00
1.500000000000000000e+00,2.550000000000000000e+02,3.988169337436491034e-04,2.866014335033730820e+00,2.866362792983670360e+00
1.500000000000000000e+00,2.560000000000000000e+02,3.965868379751277513e-04,nan,nan
2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,nan,nan
2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000018430e-01,3.999999999999953815e+00,3.999999999999956923e+00
2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000018430e-01,8.745117187500178746e-01,8.745117187500176525e-01
2.000000000000000000e+00,3.000000000000000000e+00,1.125488281249992506e-01,2.781792624728915975e+00,2.781829467806276490e+00
2.000000000000000000e+00,4.000000000000000000e+00,9.563750000000006968e-02,1.700150307149356665e+00,1.700160594564189553e+00
2.000000000000000000e+00,5.000000000000000000e+00,7.189929687500007383e-02,2.418554162668926644e+00,2.418597500161299596e+00
2.000000000000000000e+00,6.000000000000000000e+00,6.085903124999999386e-02,2.093845151371852342e+00,2.093889044526036969e+00
2.000000000000000000e+00,7.000000000000000000e+00,5.066106562499998744e-02,2.342753720944851459e+00,2.342822623305924168e+00
2.000000000000000000e+00,8.000000000000000000e+00,4.390383124999999026e-02,2.262799354213534286e+00,2.262877975704221889e+00
2.000000000000000000e+00,9.000000000000000000e+00,3.824287049999999105e-02,2.353294670963570479e+00,2.353388811687216364e+00
2.000000000000000000e+00,1.000000000000000000e+01,3.390419310000000047e-02,2.344563731852977728e+00,2.344666490123762159e+00
2.000000000000000000e+00,1.100000000000000000e+01,3.029381634999999198e-02,2.383833650757574141e+00,2.383945231097079454e+00
2.000000000000000000e+00,1.200000000000000000e+01,2.733915502500000247e-02,2.393407247479475863e+00,2.393524669912848513e+00
2.000000000000000000e+00,1.300000000000000000e+01,2.484100536859999708e-02,2.415662963423045095e+00,2.415785665461426479e+00
2.000000000000000000e+00,1.400000000000000000e+01,2.272319374475999937e-02,2.428780849677468101e+00,2.428907795129937153e+00
2.000000000000000000e+00,1.500000000000000000e+01,2.089888695354400264e-02,2.444842825741375236e+00,2.444973859639212321e+00
2.000000000000000000e+00,1.600000000000000000e+01,1.931689415580319438e-02,2.457859750429085111e+00,2.457994805496164670e+00
2.000000000000000000e+00,1.700000000000000000e+01,1.793149841299103431e-02,2.471289743170277386e+00,2.471429070152471041e+00
2.000000000000000000e+00,1.800000000000000000e+01,1.671019250240914425e-02,2.483536193032873207e+00,2.483680130894487803e+00
2.000000000000000000e+00,1.900000000000000000e+01,1.562592242008660828e-02,2.495609795124009711e+00,2.495758756081560392e+00
2.000000000000000000e+00,2.000000000000000000e+01,1.465776065770303845e-02,2.507106556238006156e+00,2.507260951546230299e+00
2.000000000000000000e+00,2.100000000000000000e+01,1.378849402785186848e-02,2.518335267362605379e+00,2.518495467377706021e+00
2.000000000000000000e+00,2.200000000000000000e+01,1.300423442940979932e-02,2.529205368116284269e+00,2.529371678370448961e+00
2.000000000000000000e+00,2.300000000000000000e+01,1.229347677661978347e-02,2.539818469683361890e+00,2.539991108319214153e+00
2.000000000000000000e+00,2.400000000000000000e+01,1.164670402184969471e-02,2.550161238752144399e+00,2.550340333226333467e+00
2.000000000000000000e+00,2.500000000000000000e+01,1.105593622846395840e-02,2.560270805646557069e+00,2.560456387365587894e+00
2.000000000000000000e+00,2.600000000000000000e+01,1.051445639165663956e-02,2.570150073963273218e+00,2.570342084579322339e+00
2.000000000000000000e+00,2.700000000000000000e+01,1.001656196412934602e-02,2.579814492644064039e+00,2.580012788836822057e+00
2.000000000000000000e+00,2.800000000000000000e+01,9.557387068637077446e-03,2.589268801417039079e+00,2.589473165174508207e+00
2.000000000000000000e+00,2.900000000000000000e+01,9.132753244133323331e-03,2.598520505981158024e+00,2.598730653732113094e+00
2.000000000000000000e+00,3.000000000000000000e+01,8.739054427914788245e-03,2.607573567864492237e+00,2.607789161547016565e+00
2.000000000000000000e+00,3.100000000000000000e+01,8.373162332987998252e-03,2.616432400378121859e+00,2.616653057407835714e+00
2.000000000000000000e+00,3.200000000000000000e+01,8.032350775603321752e-03,2.625100202577137054e+00,2.625325505986084274e+00
2.000000000000000000e+00,3.300000000000000000e+01,7.714233406481532489e-03,2.633580192437483092e+00,2.633809699903113533e+00
2.000000000000000000e+00,3.400000000000000000e+01,7.416712827144252181e-03,2.641875190564262343e+00,2.642108442859272710e+00
2.000000000000000000e+00,3.500000000000000000e+01,7.137938417847058091e-03,2.649988017789492556e+00,2.650224546169773987e+00
2.000000000000000000e+00,3.600000000000000000e+01,6.876271362029566687e-03,2.657921400209504181e+00,2.658160732991608377e+00
2.000000000000000000e+00,3.700000000000000000e+01,6.630255395436331946e-03,2.665678100152833796e+00,2.665919768342082996e+00
2.000000000000000000e+00,3.800000000000000000e+01,6.398592264569166743e-03,2.673260895169630835e+00,2.673504437287609559e+00
2.000000000000000000e+00,3.900000000000000000e+01,6.180121014251920182e-03,2.680672618113816963e+00,2.680917584225021688e+00
2.000000000000000000e+00,4.000000000000000000e+01,5.973800439452886871e-03,2.687916148546519057e+00,2.688162103591016816e+00
2.000000000000000000e+00,4.100000000000000000e+01,5.778694147516927511e-03,2.694994419970498711e+00,2.695240946451116670e+00
2.000000000000000000e+00,4.200000000000000000e+01,5.593957793543757710e-03,2.701910411055529426e+00,2.702157111164358305e+00
2.000000000000000000e+00,4.300000000000000000e+01,5.418828128436425223e-03,2.708667140898147530e+00,2.708913638141308144e+00
2.000000000000000000e+00,4.400000000000000000e+01,5.252613568109563459e-03,2.715267659174650738e+00,2.715513599563964320e+00
2.000000000000000000e+00,4.500000000000000000e+01,5.094686043263019215e-03,2.721715037605553444e+00,2.721960090472232530e+00
2.000000000000000000e+00,4.600000000000000000e+01,4.944473932202272416e-03,2.728012360160733785e+00,2.728256218645681130e+00
2.000000000000000000e+00,4.700000000000000000e+01,4.801455912794750855e-03,2.734162714117388315e+00,2.734405095384695894e+00
2.000000000000000000e+00,4.800000000000000000e+01,4.665155597516274996e-03,2.740169181259208830e+00,2.740409826475821653e+00
2.000000000000000000e+00,4.900000000000000000e+01,4.535136837917813635e-03,2.746034829912440411e+00,2.746273504031106594e+00
2.000000000000000000e+00,5.000000000000000000e+01,4.410999603325636495e-03,2.751762707607801506e+00,2.751999198986398110e+00
2.000000000000000000e+00,5.100000000000000000e+01,4.292376353683727795e-03,2.757355834575232922e+00,2.757589954461383108e+00
2.000000000000000000e+00,5.200000000000000000e+01,4.178928838952644491e-03,2.762817197981048967e+00,2.763048779887203210e+00
2.000000000000000000e+00,5.300000000000000000e+01,4.070345267810701953e-03,2.768149746940063327e+00,2.768378645930867687e+00
2.000000000000000000e+00,5.400000000000000000e+01,3.966337797008325991e-03,2.773356388235896475e+00,2.773582480146973950e+00
2.000000000000000000e+00,5.500000000000000000e+01,3.866640299898951340e-03,2.778439982719808299e+00,2.778663163323963126e+00
2.000000000000000000e+00,5.600000000000000000e+01,3.771006378680417676e-03,2.783403342325283525e+00,2.783623526460442310e+00
2.000000000000000000e+00,5.700000000000000000e+01,3.679207589928432803e-03,2.788249227649139517e+00,2.788466348319952104e+00
2.000000000000000000e+00,5.800000000000000000e+01,3.591031857259736892e-03,2.792980346040734307e+00,2.793194353504102168e+00
2.000000000000000000e+00,5.900000000000000000e+01,3.506282048560629364e-03,2.797599350147362163e+00,2.797810210990427482e+00
2.000000000000000000e+00,6.000000000000000000e+01,3.424774698268438951e-03,2.802108836862786667e+00,2.802316533081010252e+00
2.000000000000000000e+00,6.100000000000000000e+01,3.346338857789261413e-03,2.806511346631856529e+00,2.806715874713329839e+00
2.000000000000000000e+00,6.200000000000000000e+01,3.270815059349411937e-03,2.810809363066348432e+00,2.811010733087146107e+00
2.000000000000000000e+00,6.300000000000000000e+01,3.198054380471878483e-03,2.815005312830239248e+00,2.815203547565475084e+00
2.000000000000000000e+00,6.400000000000000000e+01,3.127917597893088795e-03,2.819101565757650807e+00,2.819296699811648210e+00
2.000000000000000000e+00,6.500000000000000000e+01,3.060274421131545415e-03,2.823100435170029510e+00,2.823292514128316277e+00
2.000000000000000000e+00,6.600000000000000000e+01,2.995002797123301475e-03,2.827004178361681053e+00,2.827193257967115070e+00
2.000000000000000000e+00,6.700000000000000000e+01,2.931988278378931841e-03,2.830814997226921648e+00,2.831001142581666130e+00
2.000000000000000000e+00,6.800000000000000000e+01,2.871123448016904122e-03,2.834535039005196655e+00,2.834718323800071715e+00
2.000000000000000000e+00,6.900000000000000000e+01,2.812307395809618155e-03,2.838166397122807716e+00,2.838346902894694157e+00
2.000000000000000000e+00,7.000000000000000000e+01,2.755445240057964856e-03,2.841711112112793369e+00,2.841888927530934694e+00
2.000000000000000000e+00,7.100000000000000000e+01,2.700447690702603536e-03,2.845171172596843601e+00,2.845346392778396183e+00
2.000000000000000000e+00,7.200000000000000000e+01,2.647230649597503375e-03,2.848548516315117851e+00,2.848721242169927947e+00
2.000000000000000000e+00,7.300000000000000000e+01,2.595714844324063623e-03,2.851845031191469371e+00,2.852015368796371853e+00
2.000000000000000000e+00,7.400000000000000000e+01,2.545825492321126399e-03,2.855062556424485809e+00,2.855230616426573054e+00
2.000000000000000000e+00,7.500000000000000000e+01,2.497491992454915245e-03,2.858202883594251897e+00,2.858368780643021800e+00
2.000000000000000000e+00,7.600000000000000000e+01,2.450647641459950503e-03,2.861267757777766985e+00,2.861431609985639390e+00
2.000000000000000000e+00,7.700000000000000000e+01,2.405229372952500961e-03,2.864258878666856134e+00,2.864420807097364907e+00
2.000000000000000000e+00,7.800000000000000000e+01,2.361177516957229522e-03,2.867177901682230523e+00,2.867338029865568849e+00
2.000000000000000000e+00,7.900000000000000000e+01,2.318435578099056239e-03,2.870026439079785163e+00,2.870184892554851430e+00
2.000000000000000000e+00,8.000000000000000000e+01,2.276950030799666010e-03,2.872806061045682924e+00,2.872962966927782080e+00
2.000000000000000000e+00,8.100000000000000000e+01,2.236670129984313308e-03,2.875518296776196081e+00,2.875673783349989243e+00
2.000000000000000000e+00,8.200000000000000000e+01,2.197547735952472357e-03,2.878164635540586769e+00,2.878318831877315631e+00
2.000000000000000000e+00,8.300000000000000000e+01,2.159537152197353680e-03,2.880746527725472017e+00,2.880899563323455759e+00
2.000000000000000000e+00,8.400000000000000000e+01,2.122594975076729212e-03,2.883265385857493257e+00,2.883417390305524908e+00
2.000000000000000000e+00,8.500000000000000000e+01,2.086679954342189613e-03,2.885722585605020374e+00,2.885873688267529769e+00
2.000000000000000000e+00,8.600000000000000000e+01,2.051752863627617340e-03,2.888119466757598452e+00,2.888269796480886775e+00
2.000000000000000000e+00,8.700000000000000000e+01,2.017776380081508572e-03,2.890457334181280924e+00,2.890607019020098090e+00
2.000000000000000000e+00,8.800000000000000000e+01,1.984714972402969613e-03,2.892737458751578394e+00,2.892886625714937487e+00
2.000000000000000000e+00,8.900000000000000000e+01,1.952534796608608849e-03,2.894961078262672238e+00,2.895109853078467133e+00
2.000000000000000000e+00,9.000000000000000000e+01,1.921203598918301688e-03,2.897129398312705995e+00,2.897277905210270177e+00
2.000000000000000000e+00,9.100000000000000000e+01,1.890690625202271239e-03,2.899243593166623612e+00,2.899391954676274530e+00
2.000000000000000000e+00,9.200000000000000000e+01,1.860966536481182100e-03,2.901304806595201846e+00,2.901453143364233433e+00
2.000000000000000000e+00,9.300000000000000000e+01,1.832003330015252989e-03,2.903314152692019423e+00,2.903462583316344769e+00
2.000000000000000000e+00,9.400000000000000000e+01,1.803774265558470355e-03,2.905272716668332311e+00,2.905421357538980676e+00
2.000000000000000000e+00,9.500000000000000000e+01,1.776253796390194666e-03,2.907181555625615310e+00,2.907330520789565220e+00
2.000000000000000000e+00,9.600000000000000000e+01,1.749417504769254028e-03,2.909041699307130191e+00,2.909191100341741443e+00
2.000000000000000000e+00,9.700000000000000000e+01,1.723242041485282270e-03,2.910854150829577769e+00,2.911004096729682633e+00
2.000000000000000000e+00,9.800000000000000000e+01,1.697705069209032693e-03,2.912619887393479434e+00,2.912770484471056243e+00
2.000000000000000000e+00,9.900000000000000000e+01,1.672785209367864392e-03,2.914339860974620500e+00,2.914491212770115247e+00
2.000000000000000000e+00,1.000000000000000000e+02,1.648461992294794880e-03,2.916014998997101593e+00,2.916167206201504936e+00
2.000000000000000000e+00,1.010000000000000000e+02,1.624715810419781730e-03,2.917646204986849234e+00,2.917799365374471598e+00
2.000000000000000000e+00,1.020000000000000000e+02,1.601527874290305676e-03,2.919234359208048524e+00,2.919388567579277893e+00
2.000000000000000000e+00,1.030000000000000000e+02,1.578880171225098506e-03,2.920780319282242132e+00,2.920935667415631709e+00
2.000000000000000000e+00,1.040000000000000000e+02,1.556755426420215922e-03,2.922284920790506835e+00,2.922441497403746258e+00
2.000000000000000000e+00,1.050000000000000000e+02,1.535137066340612044e-03,2.923748977859915055e+00,2.923906868579045248e+00
2.000000000000000000e+00,1.060000000000000000e+02,1.514009184243185133e-03,2.925173283733518037e+00,2.925332571070196508e+00
2.000000000000000000e+00,1.070000000000000000e+02,1.493356507688957868e-03,2.926558611325774439e+00,2.926719374661891138e+00
2.000000000000000000e+00,1.080000000000000000e+02,1.473164367912750509e-03,2.927905713763116147e+00,2.928068029342410838e+00
2.000000000000000000e+00,1.090000000000000000e+02,1.453418670928550722e-03,2.929215324910177998e+00,2.929379265836395074e+00
2.000000000000000000e+00,1.100000000000000000e+02,1.434105870257755154e-03,2.930488159882594701e+00,2.930653796123606103e+00
2.000000000000000000e+00,1.110000000000000000e+02,1.415212941175746390e-03,2.931724915545537602e+00,2.931892313943472939e+00
2.000000000000000000e+00,1.120000000000000000e+02,1.396727356379850495e-03,2.932926271000261931e+00,2.933095495286763832e+00
2.000000000000000000e+00,1.130000000000000000e+02,1.378637062988682027e-03,2.934092888057560522e+00,2.934263998874059531e+00
2.000000000000000000e+00,1.140000000000000000e+02,1.360930460789340274e-03,2.935225411698909603e+00,2.935398466621687685e+00
2.000000000000000000e+00,1.150000000000000000e+02,1.343596381654787487e-03,2.936324470526259667e+00,2.936499524095452784e+00
2.000000000000000000e+00,1.160000000000000000e+02,1.326624070059222952e-03,2.937390677199541944e+00,2.937567780952517360e+00
2.000000000000000000e+00,1.170000000000000000e+02,1.310003164624266164e-03,2.938424628863897325e+00,2.938603831371923381e+00
2.000000000000000000e+00,1.180000000000000000e+02,1.293723680633397394e-03,2.939426907565076075e+00,2.939608254473612181e+00
2.000000000000000000e+00,1.190000000000000000e+02,1.277775993456402304e-03,2.940398080654905932e+00,2.940581614726885729e+00
2.000000000000000000e+00,1.200000000000000000e+02,1.262150822829480410e-03,2.941338701186518634e+00,2.941524462348193758e+00
2.000000000000000000e+00,1.210000000000000000e+02,1.246839217940379305e-03,2.942249308298660271e+00,2.942437333688528334e+00
2.000000000000000000e+00,1.220000000000000000e+02,1.231832543271259555e-03,2.943130427591405418e+00,2.943320751611049335e+00
2.000000000000000000e+00,1.230000000000000000e+02,1.217122465155142004e-03,2.943982571491807754e+00,2.944175225858677969e+00
2.000000000000000000e+00,1.240000000000000000e+02,1.202700939004691400e-03,2.944806239609834453e+00,2.945001253412311115e+00
2.000000000000000000e+00,1.250000000000000000e+02,1.188560197174774085e-03,2.945601919086187959e+00,2.945799318840093051e+00
2.000000000000000000e+00,1.260000000000000000e+02,1.174692737422711620e-03,2.946370084930817423e+00,2.946569894637118381e+00
2.000000000000000000e+00,1.270000000000000000e+02,1.161091311932490201e-03,2.947111200352282800e+00,2.947313441556484559e+00
2.000000000000000000e+00,1.280000000000000000e+02,1.147748916871310296e-03,2.947825717080198249e+00,2.948030408932408530e+00
2.000000000000000000e+00,1.290000000000000000e+02,1.134658782448863708e-03,2.948514075677886925e+00,2.948721234994177376e+00
2.000000000000000000e+00,1.300000000000000000e+02,1.121814363451604808e-03,2.949176705847901037e+00,2.949386347172001432e+00
2.000000000000000000e+00,1.310000000000000000e+02,1.109209330225963217e-03,2.949814026729931982e+00,2.950026162395717577e+00
2.000000000000000000e+00,1.320000000000000000e+02,1.096837560086106646e-03,2.950426447190283685e+00,2.950641087384758166e+00
2.000000000000000000e+00,1.330000000000000000e+02,1.084693129123313893e-03,2.951014366104675268e+00,2.951231518931054065e+00
2.000000000000000000e+00,1.340000000000000000e+02,1.072770304395445498e-03,2.951578172633247288e+00,2.951797844174639973e+00
2.000000000000000000e+00,1.350000000000000000e+02,1.061063536476278659e-03,2.952118246488892428e+00,2.952340440871478844e+00
2.000000000000000000e+00,1.360000000000000000e+02,1.049567452345699908e-03,2.952634958197950077e+00,2.952859677654540604e+00
2.000000000000000000e+00,1.370000000000000000e+02,1.038276848602876640e-03,2.953128669355179259e+00,2.953355914288572137e+00
2.000000000000000000e+00,1.380000000000000000e+02,1.027186684985576534e-03,2.953599732871612371e+00,2.953829501917415890e+00
2.000000000000000000e+00,1.390000000000000000e+02,1.016292078179813771e-03,2.954048493214667115e+00,2.954280783304208402e+00
2.000000000000000000e+00,1.400000000000000000e+02,1.005588295904906882e-03,2.954475286644395293e+00,2.954710093066865717e+00
2.000000000000000000e+00,1.410000000000000000e+02,9.950707512598859234e-04,2.954880441441896988e+00,2.955117757906093878e+00
2.000000000000000000e+00,1.420000000000000000e+02,9.847349973180364452e-04,2.955264278131280342e+00,2.955504096826957472e+00
2.000000000000000000e+00,1.430000000000000000e+02,9.745767219570711671e-04,2.955627109697534394e+00,2.955869421355900695e+00
2.000000000000000000e+00,1.440000000000000000e+02,9.645917429131659841e-04,2.955969241796838176e+00,2.956214035750430291e+00
2.000000000000000000e+00,1.450000000000000000e+02,9.547760030477480970e-04,2.956290972962035912e+00,2.956538237203778952e+00
2.000000000000000000e+00,1.460000000000000000e+02,9.451255658165395651e-04,2.956592594803075791e+00,2.956842316044673957e+00
2.000000000000000000e+00,1.470000000000000000e+02,9.356366109309518760e-04,2.956874392200540935e+00,2.957126555930005285e+00
2.000000000000000000e+00,1.480000000000000000e+02,9.263054302024781219e-04,2.957136643495637873e+00,2.957391234033707406e+00
2.000000000000000000e+00,1.490000000000000000e+02,9.171284235612171517e-04,2.957379620674280840e+00,2.957636621230163243e+00
2.000000000000000000e+00,1.500000000000000000e+02,9.081020952401890403e-04,2.957603589545539258e+00,2.957862982271604491e+00
2.000000000000000000e+00,1.510000000000000000e+02,8.992230501175090939e-04,2.957808809916404158e+00,2.958070575961808668e+00
2.000000000000000000e+00,1.520000000000000000e+02,8.904879902089475260e-04,2.957995535761114070e+00,2.958259655324537718e+00
2.000000000000000000e+00,1.530000000000000000e+02,8.818937113037791367e-04,2.958164015385635004e+00,2.958430467766878902e+00
2.000000000000000000e+00,1.540000000000000000e+02,8.734370997372238165e-04,2.958314491588061035e+00,2.958583255238553811e+00
2.000000000000000000e+00,1.550000000000000000e+02,8.651151292931085141e-04,2.958447201814335070e+00,2.958718254386700774e+00
2.000000000000000000e+00,1.560000000000000000e+02,8.569248582307435356e-04,2.958562378309391505e+00,2.958835696705854446e+00
2.000000000000000000e+00,1.570000000000000000e+02,8.488634264302906494e-04,2.958660248264632919e+00,2.958935808684172386e+00
