sigma,condensate_starts_full_operator,excised_renormalize,excised_hold,excised_radius_minus1,excised_radius_plus1,excised_rho0.4
1.650000000000000000e+02,2.576863199325750919e+00,2.558096062570084150e+00,2.553748875700402987e+00,2.616840818883502617e+00,2.556820054042036272e+00,2.807700137538223562e+00
1.660000000000000000e+02,2.573682157949673588e+00,2.554709420480961057e+00,2.550615477768900075e+00,2.613826844737733968e+00,2.553572086207489100e+00,2.807416714773912858e+00
1.670000000000000000e+02,2.570493185186492724e+00,2.551316316858660560e+00,2.547474938424791002e+00,2.610801529269734189e+00,2.550314696566118755e+00,2.807114613029041195e+00
1.680000000000000000e+02,2.567296507527872862e+00,2.547917011245262486e+00,2.544327478983060775e+00,2.607765147084803559e+00,2.547048150566931568e+00,2.806794002765828022e+00
1.690000000000000000e+02,2.564092347766719460e+00,2.544511758594712791e+00,2.541173317347602989e+00,2.604717968449373089e+00,2.543772710351975164e+00,2.806455052977992359e+00
1.700000000000000000e+02,2.560880925074685788e+00,2.541100809359218893e+00,2.538012668072130218e+00,2.601660259378751672e+00,2.540488634797471779e+00,2.806097931200483675e+00
1.710000000000000000e+02,2.557662455077315933e+00,2.537684409572461774e+00,2.534845742419061132e+00,2.598592281721920472e+00,2.537196179554380038e+00,2.805722803519820285e+00
1.720000000000000000e+02,2.554437149926863437e+00,2.534262800932081117e+00,2.531672748417418184e+00,2.595514293243948334e+00,2.533895597086788243e+00,2.805329834583784265e+00
1.730000000000000000e+02,2.551205218373350903e+00,2.530836220879648213e+00,2.528493890918501297e+00,2.592426547705958040e+00,2.530587136708715601e+00,2.804919187612947784e+00
1.740000000000000000e+02,2.547966865832962391e+00,2.527404902678045406e+00,2.525309371650451773e+00,2.589329294942972925e+00,2.527271044620571061e+00,2.804491024411872147e+00
1.750000000000000000e+02,2.544722294454934808e+00,2.523969075487940028e+00,2.522119389271395118e+00,2.586222780939115395e+00,2.523947563942929850e+00,2.804045505380792225e+00
1.760000000000000000e+02,2.541471703186103159e+00,2.520528964442110276e+00,2.518924139420980257e+00,2.583107247900886527e+00,2.520616934750677274e+00,2.803582789527707231e+00
1.770000000000000000e+02,2.538215287833741396e+00,2.517084790717748710e+00,2.515723814770613131e+00,2.579982934328905575e+00,2.517279394105639057e+00,2.803103034480532330e+00
1.780000000000000000e+02,2.534953241126254753e+00,2.513636771607520526e+00,2.512518605073037925e+00,2.576850075086072334e+00,2.513935176086989465e+00,2.802606396499874641e+00
1.790000000000000000e+02,2.531685752772887987e+00,2.510185120588702024e+00,2.509308697209636119e+00,2.573708901465060261e+00,2.510584511822397058e+00,2.802093030491826120e+00
1.800000000000000000e+02,2.528413009521256694e+00,2.506730047390559157e+00,2.506094275237248148e+00,2.570559641253880478e+00,2.507227629518054890e+00,2.801563090020643632e+00
1.810000000000000000e+02,2.525135195212864225e+00,2.503271758060532814e+00,2.502875520433781809e+00,2.567402518798654665e+00,2.503864754486716748e+00,2.801016727321957944e+00
1.820000000000000000e+02,2.521852490837940497e+00,2.499810455028688150e+00,2.499652611342117581e+00,2.564237755065409186e+00,2.500496109176144177e+00,2.800454093316337101e+00
1.830000000000000000e+02,2.518565074587757024e+00,2.496346337170963547e+00,2.496425723814148512e+00,2.561065567699640333e+00,2.497121913196711063e+00,2.799875337622559801e+00
1.840000000000000000e+02,2.515273121906561382e+00,2.492879599869987750e+00,2.493195031052579669e+00,2.557886171084791549e+00,2.493742383347555602e+00,2.799280608570590356e+00
1.850000000000000000e+02,2.511976805541432434e+00,2.489410435076078176e+00,2.489960703652254193e+00,2.554699776398590139e+00,2.490357733643553839e+00,2.798670053215687403e+00
1.860000000000000000e+02,2.508676295590666960e+00,2.485939031365876684e+00,2.486722909640314505e+00,2.551506591667737744e+00,2.486968175340447562e+00,2.798043817351688389e+00
1.870000000000000000e+02,2.505371759551136446e+00,2.482465573999678377e+00,2.483481814515959396e+00,2.548306821821450630e+00,2.483573916959540107e+00,2.797402045524316261e+00
1.880000000000000000e+02,2.502063362364592702e+00,2.478990244977703927e+00,2.480237581288843529e+00,2.545100668743527805e+00,2.480175164312933500e+00,2.796744881045429842e+00
1.890000000000000000e+02,2.498751266462297504e+00,2.475513223095370474e+00,2.476990370516262363e+00,2.541888331322858186e+00,2.476772120527688692e+00,2.796072466005906421e+00
1.900000000000000000e+02,2.495435631808606836e+00,2.472034683996665816e+00,2.473740340340059074e+00,2.538670005502367655e+00,2.473364986069052751e+00,2.795384941289483560e+00
1.910000000000000000e+02,2.492116615943794855e+00,2.468554800227114487e+00,2.470487646522982139e+00,2.535445884327225841e+00,2.469953958763956070e+00,2.794682446586314928e+00
1.920000000000000000e+02,2.488794374024724032e+00,2.465073741285232600e+00,2.467232442483553445e+00,2.532216157990911043e+00,2.466539233824561972e+00,2.793965120406207703e+00
1.930000000000000000e+02,2.485469058865964254e+00,2.461591673672609115e+00,2.463974879330065981e+00,2.528981013881197004e+00,2.463121003870381021e+00,2.793233100092129995e+00
1.940000000000000000e+02,2.482140820978751883e+00,2.458108760944059945e+00,2.460715105894680566e+00,2.525740636623800661e+00,2.459699458950494577e+00,2.792486521833364321e+00
1.950000000000000000e+02,2.478809808609172549e+00,2.454625163754637907e+00,2.457453268766463417e+00,2.522495208125786537e+00,2.456274786566247315e+00,2.791725520679035899e+00
1.960000000000000000e+02,2.475476167775737313e+00,2.451141039907690278e+00,2.454189512322867639e+00,2.519244907617276041e+00,2.452847171692995154e+00,2.790950230550661271e+00
1.970000000000000000e+02,2.472140042305686958e+00,2.447656544401227041e+00,2.450923978762097555e+00,2.515989911692477765e+00,2.449416796801212826e+00,2.790160784255781845e+00
1.980000000000000000e+02,2.468801573870467614e+00,2.444171829472749025e+00,2.447656808133672257e+00,2.512730394349492524e+00,2.445983841878125009e+00,2.789357313500805624e+00
1.990000000000000000e+02,2.465460902020232936e+00,2.440687044643952586e+00,2.444388138368418950e+00,2.509466527029068139e+00,2.442548484449245549e+00,2.788539948902921672e+00
2.000000000000000000e+02,2.462118164218088712e+00,2.437202336764233035e+00,2.441118105308670128e+00,2.506198478653088646e+00,2.439110899598794902e+00,2.787708820003690580e+00
2.010000000000000000e+02,2.458773495872643267e+00,2.433717850052867782e+00,2.437846842736769659e+00,2.502926415660832848e+00,2.435671259990716209e+00,2.786864055281658370e+00
2.020000000000000000e+02,2.455427030370514352e+00,2.430233726140969885e+00,2.434574482404027407e+00,2.499650502045504208e+00,2.432229735889575917e+00,2.786005782163768263e+00
2.030000000000000000e+02,2.452078899107406507e+00,2.426750104112671558e+00,2.431301154058255420e+00,2.496370899389780185e+00,2.428786495181038951e+00,2.785134127038361385e+00
2.040000000000000000e+02,2.448729231519148897e+00,2.423267120545045561e+00,2.428026985471196664e+00,2.493087766899907187e+00,2.425341703391615589e+00,2.784249215267540212e+00
2.050000000000000000e+02,2.445378155111727292e+00,2.419784909546967011e+00,2.424752102465612680e+00,2.489801261439620994e+00,2.421895523709622022e+00,2.783351171198285900e+00
2.060000000000000000e+02,2.442025795490086804e+00,2.416303602798304251e+00,2.421476628941499953e+00,2.486511537563041774e+00,2.418448117005408626e+00,2.782440118174689836e+00
2.070000000000000000e+02,2.438672276387506610e+00,2.412823329587457266e+00,2.418200686901758711e+00,2.483218747546673377e+00,2.414999641850138268e+00,2.781516178549760188e+00
2.080000000000000000e+02,2.435317719693065541e+00,2.409344216848257059e+00,2.414924396477868385e+00,2.479923041421345786e+00,2.411550254537354387e+00,2.780579473696868753e+00
2.090000000000000000e+02,2.431962245479336815e+00,2.405866389196317012e+00,2.411647875954539444e+00,2.476624567003051336e+00,2.408100109101851682e+00,2.779630124020938009e+00
2.100000000000000000e+02,2.428605972028667903e+00,2.402389968965196854e+00,2.408371241794220019e+00,2.473323469922673823e+00,2.404649357339343485e+00,2.778668248969525578e+00
2.110000000000000000e+02,2.425249015859668233e+00,2.398915076241063371e+00,2.405094608661183742e+00,2.470019893655790888e+00,2.401198148826706458e+00,2.777693967044325696e+00
2.120000000000000000e+02,2.421891491753477510e+00,2.395441828896769820e+00,2.401818089444991422e+00,2.466713979552106917e+00,2.397746630940701174e+00,2.776707395811621293e+00
2.130000000000000000e+02,2.418533512777684358e+00,2.391970342626052570e+00,2.398541795283983369e+00,2.463405866862891980e+00,2.394294948878526341e+00,2.775708651913119773e+00
2.140000000000000000e+02,2.415175190311402709e+00,2.388500730976734765e+00,2.395265835587310210e+00,2.460095692769751707e+00,2.390843245676330220e+00,2.774697851076611599e+00
2.150000000000000000e+02,2.411816634069535503e+00,2.385033105382859731e+00,2.391990318058174303e+00,2.456783592411570627e+00,2.387391662228882883e+00,2.773675108126067990e+00
2.160000000000000000e+02,2.408457952125815815e+00,2.381567575196526398e+00,2.388715348715383158e+00,2.453469698910943908e+00,2.383940337309192081e+00,2.772640536992042826e+00
2.170000000000000000e+02,2.405099250936375999e+00,2.378104247720103093e+00,2.385441031914959709e+00,2.450154143400943063e+00,2.380489407587118578e+00,2.771594250722171804e+00
2.180000000000000000e+02,2.401740635361985454e+00,2.374643228235907788e+00,2.382167470371551854e+00,2.446837055050572918e+00,2.377039007649174973e+00,2.770536361490424149e+00
2.190000000000000000e+02,2.398382208690292838e+00,2.371184620037365853e+00,2.378894765179031978e+00,2.443518561090225027e+00,2.373589270017468333e+00,2.769466980606783757e+00
2.200000000000000000e+02,2.395024072657101932e+00,2.367728524458736938e+00,2.375623015832001084e+00,2.440198786836787370e+00,2.370140325168189843e+00,2.768386218527607578e+00
2.210000000000000000e+02,2.391666327468266129e+00,2.364275040903575764e+00,2.372352320244945911e+00,2.436877855717685559e+00,2.366692301551563737e+00,2.767294184864618423e+00
2.220000000000000000e+02,2.388309071820782226e+00,2.360824266874373745e+00,2.369082774772499622e+00,2.433555889294978236e+00,2.363245325610386249e+00,2.766190988393849803e+00
2.230000000000000000e+02,2.384952402922209558e+00,2.357376298000779968e+00,2.365814474229447129e+00,2.430233007289325009e+00,2.359799521798542354e+00,2.765076737065142343e+00
2.240000000000000000e+02,2.381596416511367220e+00,2.353931228066734160e+00,2.362547511909998565e+00,2.426909327602705169e+00,2.356355012600749976e+00,2.763951538011330200e+00
2.250000000000000000e+02,2.378241206877985015e+00,2.350489149038406111e+00,2.359281979606440593e+00,2.423584966341747027e+00,2.352911918550423476e+00,2.762815497556853739e+00
2.260000000000000000e+02,2.374886866881917413e+00,2.347050151090931180e+00,2.356017967627912491e+00,2.420260037840038070e+00,2.349470358248956892e+00,2.761668721225843726e+00
2.270000000000000000e+02,2.371533487972459664e+00,2.343614322634909541e+00,2.352755564819469569e+00,2.416934654680250816e+00,2.346030448384776701e+00,2.760511313751705220e+00
2.280000000000000000e+02,2.368181160206671354e+00,2.340181750342449796e+00,2.349494858579575407e+00,2.413608927715842345e+00,2.342592303751108496e+00,2.759343379085065440e+00
2.290000000000000000e+02,2.364829972267530334e+00,2.336752519172629938e+00,2.346235934878254881e+00,2.410282966092640589e+00,2.339156037264994215e+00,2.758165020401103007e+00
2.300000000000000000e+02,2.361480011482186114e+00,2.333326712397187030e+00,2.342978878275202792e+00,2.406956877270263195e+00,2.335721759986385759e+00,2.756976340109144719e+00
2.310000000000000000e+02,2.358131363839701233e+00,2.329904411624874161e+00,2.339723771936733421e+00,2.403630767042713057e+00,2.332289581135748247e+00,2.755777439859907751e+00
2.320000000000000000e+02,2.354784114008076745e+00,2.326485696825761895e+00,2.336470697653098227e+00,2.400304739558829059e+00,2.328859608112842761e+00,2.754568420552842678e+00
2.330000000000000000e+02,2.351438345351723136e+00,2.323070646356096614e+00,2.333219735855299515e+00,2.396978897342633363e+00,2.325431946515445158e+00,2.753349382344457030e+00
2.340000000000000000e+02,2.348094139947856096e+00,2.319659336981497511e+00,2.329970965632218949e+00,2.393653341313743965e+00,2.322006700157197123e+00,2.752120424655769781e+00
2.350000000000000000e+02,2.344751578603061937e+00,2.316251843900033691e+00,2.326724464746787735e+00,2.390328170806591324e+00,2.318583971086321416e+00,2.750881646179474949e+00
2.360000000000000000e+02,2.341410740869995344e+00,2.312848240765511321e+00,2.323480309652096842e+00,2.387003483589989372e+00,2.315163859603277974e+00,2.749633144887387637e+00
2.370000000000000000e+02,2.338071705062778616e+00,2.309448599710163919e+00,2.320238575507917123e+00,2.383679375886507135e+00,2.311746464279151425e+00,2.748375018037351847e+00
2.380000000000000000e+02,2.334734548272747734e+00,2.306052991367233407e+00,2.316999336196349457e+00,2.380355942391315427e+00,2.308331881974255761e+00,2.747107362180407186e+00
2.390000000000000000e+02,2.331399346384436466e+00,2.302661484892480015e+00,2.313762664337436270e+00,2.377033276291277808e+00,2.304920207855376102e+00,2.745830273167744195e+00
2.400000000000000000e+02,2.328066174090412499e+00,2.299274147985819194e+00,2.310528631304447078e+00,2.373711469282675512e+00,2.301511535413971909e+00,2.744543846157602385e+00
2.410000000000000000e+02,2.324735104906014094e+00,2.295891046912890587e+00,2.307297307239438044e+00,2.370390611590106111e+00,2.298105956484358892e+00,2.743248175621393781e+00
2.420000000000000000e+02,2.321406211184344315e+00,2.292512246526302366e+00,2.304068761068171600e+00,2.367070791984497546e+00,2.294703561261137725e+00,2.741943355350524580e+00
2.430000000000000000e+02,2.318079564131514836e+00,2.289137810286183683e+00,2.300843060515087135e+00,2.363752097800509322e+00,2.291304438317365744e+00,2.740629478463145752e+00
2.440000000000000000e+02,2.314755233819953961e+00,2.285767800280330775e+00,2.297620272117915530e+00,2.360434614954797894e+00,2.287908674621737859e+00,2.739306637410037215e+00
2.450000000000000000e+02,2.311433289202434516e+00,2.282402277244898858e+00,2.294400461241772771e+00,2.357118427962993756e+00,2.284516355556337253e+00,2.737974923980617259e+00
2.460000000000000000e+02,2.308113798127003236e+00,2.279041300584041085e+00,2.291183692094544977e+00,2.353803619956966742e+00,2.281127564934639196e+00,2.736634429309362293e+00
2.470000000000000000e+02,2.304796827349923749e+00,2.275684928389301032e+00,2.287970027740228840e+00,2.350490272701709848e+00,2.277742385018387328e+00,2.735285243881853123e+00
2.480000000000000000e+02,2.301482442549344754e+00,2.272333217459353349e+00,2.284759530112866699e+00,2.347178466612525938e+00,2.274360896535035703e+00,2.733927457540302974e+00
2.490000000000000000e+02,2.298170708338573398e+00,2.268986223318867346e+00,2.281552260031238788e+00,2.343868280771813861e+00,2.270983178695476390e+00,2.732561159489678371e+00
2.500000000000000000e+02,2.294861688279343781e+00,2.265644000237343914e+00,2.278348277211517559e+00,2.340559792945174689e+00,2.267609309210670165e+00,2.731186438302862562e+00
2.510000000000000000e+02,2.291555444894567195e+00,2.262306601247610516e+00,2.275147640281421246e+00,2.337253079597331418e+00,2.264239364309003300e+00,2.729803381926683592e+00
2.520000000000000000e+02,2.288252039681365702e+00,2.258974078164083910e+00,2.271950406793644905e+00,2.333948215908964396e+00,2.260873418753780228e+00,2.728412077687203396e+00
2.530000000000000000e+02,2.284951533123557255e+00,2.255646481601133679e+00,2.268756633238367737e+00,2.330645275792731397e+00,2.257511545859327118e+00,2.727012612294863914e+00
2.540000000000000000e+02,2.281653984703885030e+00,2.252323860990725457e+00,2.265566375057553206e+00,2.327344331908190789e+00,2.254153817508537383e+00,2.725605071850149219e+00
2.550000000000000000e+02,2.278359452916547845e+00,2.249006264599706206e+00,2.262379686656760924e+00,2.324045455678088068e+00,2.250800304169400690e+00,2.724189541848571317e+00
2.560000000000000000e+02,2.275067995279368205e+00,2.245693739547169443e+00,2.259196621418147810e+00,2.320748717303957598e+00,2.247451074911608782e+00,2.722766107185451645e+00
2.570000000000000000e+02,2.271779668345349723e+00,2.242386331822594947e+00,2.256017231714012805e+00,2.317454185780831288e+00,2.244106197423394899e+00,2.721334852161633400e+00
2.580000000000000000e+02,2.268494527714785214e+00,2.239084086301621479e+00,2.252841568917941295e+00,2.314161928912429111e+00,2.240765738027745702e+00,2.719895860487694161e+00
2.590000000000000000e+02,2.265212628047081456e+00,2.235787046762467867e+00,2.249669683418230370e+00,2.310872013326775942e+00,2.237429761698980446e+00,2.718449215289156840e+00
2.600000000000000000e+02,2.261934023071805022e+00,2.232495255903669484e+00,2.246501624629686944e+00,2.307584504490512778e+00,2.234098332079052174e+00,2.716994999111388420e+00
2.610000000000000000e+02,2.258658765600235263e+00,2.229208755359353145e+00,2.243337441005811339e+00,2.304299466723540579e+00,2.230771511493744530e+00,2.715533293923464875e+00
2.620000000000000000e+02,2.255386907536745422e+00,2.225927585715594237e+00,2.240177180050968886e+00,2.301016963213828870e+00,2.227449360968780212e+00,2.714064181123733821e+00
2.630000000000000000e+02,2.252118499889643299e+00,2.222651786526209428e+00,2.237020888331971324e+00,2.297737056031535996e+00,2.224131940245614114e+00,2.712587741543796227e+00
2.640000000000000000e+02,2.248853592782284139e+00,2.219381396328073741e+00,2.233868611490027245e+00,2.294459806143697822e+00,2.220819307797896158e+00,2.711104055453059658e+00
2.650000000000000000e+02,2.245592235463832242e+00,2.216116452657089120e+00,2.230720394252180494e+00,2.291185273427577052e+00,2.217511520846595641e+00,2.709613202563164513e+00
2.660000000000000000e+02,2.242334476319747694e+00,2.212856992062963268e+00,2.227576280443097190e+00,2.287913516685441628e+00,2.214208635375968459e+00,2.708115262032265047e+00
2.670000000000000000e+02,2.239080362882857944e+00,2.209603050124501866e+00,2.224436312995928144e+00,2.284644593658034406e+00,2.210910706149874727e+00,2.706610312469245549e+00
2.680000000000000000e+02,2.235829941843157087e+00,2.206354661464211109e+00,2.221300533964412516e+00,2.281378561037866071e+00,2.207617786725822207e+00,2.705098431937317915e+00
2.690000000000000000e+02,2.232583259058451119e+00,2.203111859762973523e+00,2.218168984533250843e+00,2.278115474483387359e+00,2.204329929471311011e+00,2.703579697959137107e+00
2.700000000000000000e+02,2.229340359564717211e+00,2.199874677774975140e+00,2.215041705029147323e+00,2.274855388632443631e+00,2.201047185579298127e+00,2.702054187520668282e+00
2.710000000000000000e+02,2.226101287585604993e+00,2.196643147341267976e+00,2.211918734932495134e+00,2.271598357115065969e+00,2.197769605082493083e+00,2.700521977073984115e+00
2.720000000000000000e+02,2.222866086543267894e+00,2.193417299404004872e+00,2.208800112887439493e+00,2.268344432566425262e+00,2.194497236868973911e+00,2.698983142542076052e+00
2.730000000000000000e+02,2.219634799067327080e+00,2.190197164020876386e+00,2.205685876712942139e+00,2.265093666641128323e+00,2.191230128697547741e+00,2.697437759323283224e+00
2.740000000000000000e+02,2.216407467004888332e+00,2.186982770378433472e+00,2.202576063413184126e+00,2.261846110024974710e+00,2.187968327211621933e+00,2.695885902293980951e+00
2.750000000000000000e+02,2.213184131430748547e+00,2.183774146805674832e+00,2.199470709187959283e+00,2.258601812447543544e+00,2.184711877954271131e+00,2.694327645812583771e+00
2.760000000000000000e+02,2.209964832656120759e+00,2.180571320787524581e+00,2.196369849443730704e+00,2.255360822695821721e+00,2.181460825383399360e+00,2.692763063723368600e+00
2.770000000000000000e+02,2.206749610237892067e+00,2.177374318977839618e+00,2.193273518803284361e+00,2.252123188626336869e+00,2.178215212885493024e+00,2.691192229360098054e+00
2.780000000000000000e+02,2.203538502989005110e+00,2.174183167212870860e+00,2.190181751115628739e+00,2.248888957177362258e+00,2.174975082790114644e+00,2.689615215549522542e+00
2.790000000000000000e+02,2.200331548987147112e+00,2.170997890523771900e+00,2.187094579466769328e+00,2.245658174380867234e+00,2.171740476384819374e+00,2.688032094614913881e+00
2.800000000000000000e+02,2.197128785583100097e+00,2.167818513149458504e+00,2.184012036189912020e+00,2.242430885375315430e+00,2.168511433928607790e+00,2.686442938379597578e+00
2.810000000000000000e+02,2.193930249410601885e+00,2.164645058549271361e+00,2.180934152874209886e+00,2.239207134417868783e+00,2.165287994665739735e+00,2.684847818170005063e+00
2.820000000000000000e+02,2.190735976395164375e+00,2.161477549415323995e+00,2.177860960374904398e+00,2.235986964895134932e+00,2.162070196840552683e+00,2.683246804819323650e+00
2.830000000000000000e+02,2.187546001762638248e+00,2.158316007684647708e+00,2.174792488824203840e+00,2.232770419336515211e+00,2.158858077710710699e+00,2.681639968671005736e+00
2.840000000000000000e+02,2.184360360048303029e+00,2.155160454551243276e+00,2.171728767639339530e+00,2.229557539424580348e+00,2.155651673560808224e+00,2.680027379581561675e+00
2.850000000000000000e+02,2.181179085104629323e+00,2.152010910478465266e+00,2.168669825532714590e+00,2.226348366006660751e+00,2.152451019715875713e+00,2.678409106923774097e+00
2.860000000000000000e+02,2.178002210110736581e+00,2.148867395210259712e+00,2.165615690521399017e+00,2.223142939107719318e+00,2.149256150555288070e+00,2.676785219590532172e+00
2.870000000000000000e+02,2.174829767580534590e+00,2.145729927782884960e+00,2.162566389936128264e+00,2.219941297939850067e+00,2.146067099525962973e+00,2.675155785997134217e+00
2.880000000000000000e+02,2.171661789370735285e+00,2.142598526537018433e+00,2.159521950430657977e+00,2.216743480914592723e+00,2.142883899154676808e+00,2.673520874085140164e+00
2.890000000000000000e+02,2.168498306689511601e+00,2.139473209128295306e+00,2.156482397991001498e+00,2.213549525653881300e+00,2.139706581062466029e+00,2.671880551324886444e+00
2.900000000000000000e+02,2.165339350104440008e+00,2.136353992538820190e+00,2.153447757944417340e+00,2.210359469000345189e+00,2.136535175976607803e+00,2.670234884718249546e+00
2.910000000000000000e+02,2.162184949550813418e+00,2.133240893088427903e+00,2.150418054967885517e+00,2.207173347028990484e+00,2.133369713744024843e+00,2.668583940802332410e+00
2.920000000000000000e+02,2.159035134339253315e+00,2.130133926445132442e+00,2.147393313097499590e+00,2.203991195057742658e+00,2.130210223344164433e+00,2.666927785652288829e+00
2.930000000000000000e+02,2.155889933164072403e+00,2.127033107636418396e+00,2.144373555737437709e+00,2.200813047657666388e+00,2.127056732900439950e+00,2.665266484883769493e+00
2.940000000000000000e+02,2.152749374110782821e+00,2.123938451059869781e+00,2.141358805667909149e+00,2.197638938663836861e+00,2.123909269693933677e+00,2.663600103655761941e+00
2.950000000000000000e+02,2.149613484663720708e+00,2.120849970493031478e+00,2.138349085053758536e+00,2.194468901185600007e+00,2.120767860175649666e+00,2.661928706674012712e+00
2.960000000000000000e+02,2.146482291714089996e+00,2.117767679104303191e+00,2.135344415453900524e+00,2.191302967616727049e+00,2.117632529978159095e+00,2.660252358193389899e+00
2.970000000000000000e+02,2.143355821567455521e+00,2.114691589463288945e+00,2.132344817828877748e+00,2.188141169646607320e+00,2.114503303927807831e+00,2.658571122020373156e+00
2.980000000000000000e+02,2.140234099950793389e+00,2.111621713550309476e+00,2.129350312549311841e+00,2.184983538268666425e+00,2.111380206057194453e+00,2.656885061516585100e+00
2.990000000000000000e+02,2.137117152020826971e+00,2.108558062766942243e+00,2.126360919404144845e+00,2.181830103791127407e+00,2.108263259617071839e+00,2.655194239600925599e+00
3.000000000000000000e+02,2.134005002370383597e+00,2.105500647945552917e+00,2.123376657609175933e+00,2.178680895847573851e+00,2.105152487087369018e+00,2.653498718752008489e+00
3.010000000000000000e+02,2.130897675036075967e+00,2.102449479359266959e+00,2.120397545814965756e+00,2.175535943405664696e+00,2.102047910189266844e+00,2.651798561011346145e+00
3.020000000000000000e+02,2.127795193505702898e+00,2.099404566731370547e+00,2.117423602114256287e+00,2.172395274777181751e+00,2.098949549897254574e+00,2.650093827985599670e+00
3.030000000000000000e+02,2.124697580724776991e+00,2.096365919244423726e+00,2.114454844050555504e+00,2.169258917627231220e+00,2.095857426449835526e+00,2.648384580849231451e+00
3.040000000000000000e+02,2.121604859104529339e+00,2.093333545550366992e+00,2.111491288625872986e+00,2.166126898984351623e+00,2.092771559360739886e+00,2.646670880347259391e+00
3.050000000000000000e+02,2.118517050528131662e+00,2.090307453779063795e+00,2.108532952308154407e+00,2.162999245249499936e+00,2.089691967430836517e+00,2.644952786797581723e+00
3.060000000000000000e+02,2.115434176357179119e+00,2.087287651547582890e+00,2.105579851039085515e+00,2.159875982204932043e+00,2.086618668758516204e+00,2.643230360093001163e+00
3.070000000000000000e+02,2.112356257439696794e+00,2.084274145969509551e+00,2.102632000242116828e+00,2.156757135023474437e+00,2.083551680750655333e+00,2.641503659704691920e+00
3.080000000000000000e+02,2.109283314116243258e+00,2.081266943663550695e+00,2.099689414829096989e+00,2.153642728278242657e+00,2.080491020134223934e+00,2.639772744684110162e+00
3.090000000000000000e+02,2.106215366225966168e+00,2.078266050761667927e+00,2.096752109208182446e+00,2.150532785950578507e+00,2.077436702966089843e+00,2.638037673665152738e+00
3.100000000000000000e+02,2.103152433114624298e+00,2.075271472918561066e+00,2.093820097291624993e+00,2.147427331439179632e+00,2.074388744643309579e+00,2.636298504867035764e+00
3.110000000000000000e+02,2.100094533640033845e+00,2.072283215319969951e+00,2.090893392502197745e+00,2.144326387569162939e+00,2.071347159915037484e+00,2.634555296096124266e+00
3.120000000000000000e+02,2.097041686178765740e+00,2.069301282691029087e+00,2.087972007780727335e+00,2.141229976599937412e+00,2.068311962892092737e+00,2.632808104748886269e+00
3.130000000000000000e+02,2.093993908632519219e+00,2.066325679304089391e+00,2.085055955593551502e+00,2.138138120234600592e+00,2.065283167056582769e+00,2.631056987813856107e+00
3.140000000000000000e+02,2.090951218434728531e+00,2.063356408987133683e+00,2.082145247939386490e+00,2.135050839627627983e+00,2.062260785272678199e+00,2.629302001874022743e+00
3.150000000000000000e+02,2.087913632556821497e+00,2.060393475132655805e+00,2.079239896355709050e+00,2.131968155393432873e+00,2.059244829796910814e+00,2.627543203109016012e+00
3.160000000000000000e+02,2.084881167514046840e+00,2.057436880704143434e+00,2.076339911926141646e+00,2.128890087614941695e+00,2.056235312287755246e+00,2.625780647297542902e+00
3.170000000000000000e+02,2.081853839371607950e+00,2.054486628244997615e+00,2.073445305287789697e+00,2.125816655850662595e+00,2.053232243814663516e+00,2.624014389819787407e+00
3.180000000000000000e+02,2.078831663750971614e+00,2.051542719885805610e+00,2.070556086637107551e+00,2.122747879143600969e+00,2.050235634869025159e+00,2.622244485658943081e+00
3.190000000000000000e+02,2.075814655836326406e+00,2.048605157351840678e+00,2.067672265736579362e+00,2.119683776029722022e+00,2.047245495373343882e+00,2.620470989403827389e+00
3.200000000000000000e+02,2.072802830379122607e+00,2.045673941971231979e+00,2.064793851922118950e+00,2.116624364543801207e+00,2.044261834689987456e+00,2.618693955251438332e+00
3.210000000000000000e+02,2.069796201705441874e+00,2.042749074681823984e+00,2.061920854109034806e+00,2.113569662228738988e+00,2.041284661630914155e+00,2.616913437008937748e+00
3.220000000000000000e+02,2.066794783721332518e+00,2.039830556038209064e+00,2.059053280798386343e+00,2.110519686143291107e+00,2.038313984467398754e+00,2.615129488095213617e+00
3.230000000000000000e+02,2.063798589917561710e+00,2.036918386219446209e+00,2.056191140083510227e+00,2.107474452868545178e+00,2.035349810938859694e+00,2.613342161543425579e+00
3.240000000000000000e+02,2.060807633376856352e+00,2.034012565036266373e+00,2.053334439656407273e+00,2.104433978516187409e+00,2.032392148261612075e+00,2.611551510003454535e+00
3.250000000000000000e+02,2.057821926778787613e+00,2.031113091937969184e+00,2.050483186814277214e+00,2.101398278735016500e+00,2.029441003137451460e+00,2.609757585743764707e+00
3.260000000000000000e+02,2.054841482404616393e+00,2.028219966018583342e+00,2.047637388464626174e+00,2.098367368719489701e+00,2.026496381763227994e+00,2.607960440653069867e+00
3.270000000000000000e+02,2.051866312144606130e+00,2.025333186024511622e+00,2.044797051132614119e+00,2.095341263216128791e+00,2.023558289839931579e+00,2.606160126242923258e+00
3.280000000000000000e+02,2.048896427501474715e+00,2.022452750361547924e+00,2.041962180966311102e+00,2.092319976529980252e+00,2.020626732579421159e+00,2.604356693649675147e+00
3.290000000000000000e+02,2.045931839596743185e+00,2.019578657100401742e+00,2.039132783742912292e+00,2.089303522532745649e+00,2.017701714714597472e+00,2.602550193636084419e+00
