sigma,condensate_starts_full_operator,excised_renormalize,excised_hold,excised_radius_minus1,excised_radius_plus1,excised_rho0.4
3.300000000000000000e+02,2.042972559176750913e+00,2.016710903984106018e+00,2.036308864874901481e+00,2.086291914669124115e+00,2.014783240507238560e+00,2.600740676594256229e+00
3.310000000000000000e+02,2.040018596616078206e+00,2.013849488433554047e+00,2.033490429415167444e+00,2.083285165963568719e+00,2.011871313755927204e+00,2.598928192546696270e+00
3.320000000000000000e+02,2.037069961924691697e+00,2.010994407555108054e+00,2.030677482063403705e+00,2.080283289027334614e+00,2.008965937805238244e+00,2.597112791148537880e+00
3.330000000000000000e+02,2.034126664751636948e+00,2.008145658146189838e+00,2.027870027171510880e+00,2.077286296064594584e+00,2.006067115552060187e+00,2.595294521690240774e+00
3.340000000000000000e+02,2.031188714390720573e+00,2.005303236700599179e+00,2.025068068749321437e+00,2.074294198879372608e+00,2.003174849455151119e+00,2.593473433098643532e+00
3.350000000000000000e+02,2.028256119786171485e+00,2.002467139416057140e+00,2.022271610470084191e+00,2.071307008882473433e+00,2.000289141542913818e+00,2.591649573939237783e+00
3.360000000000000000e+02,2.025328889536199828e+00,1.999637362199225166e+00,2.019480655676193503e+00,2.068324737096463473e+00,1.997409993419400065e+00,2.589822992418327807e+00
3.370000000000000000e+02,2.022407031899053464e+00,1.996813900672046671e+00,2.016695207384062716e+00,2.065347394163259853e+00,1.994537406274025315e+00,2.587993736384593735e+00
3.380000000000000000e+02,2.019490554797359394e+00,1.993996750177464028e+00,2.013915268290060290e+00,2.062374990350051895e+00,1.991671380888613507e+00,2.586161853331435001e+00
3.390000000000000000e+02,2.016579465823021167e+00,1.991185905784512489e+00,2.011140840775895278e+00,2.059407535554799384e+00,1.988811917643623861e+00,2.584327390398761803e+00
3.400000000000000000e+02,2.013673772242453808e+00,1.988381362294993071e+00,2.008371926913176786e+00,2.056445039313531176e+00,1.985959016527187204e+00,2.582490394374376663e+00
3.410000000000000000e+02,2.010773481000357243e+00,1.985583114248697045e+00,2.005608528469077889e+00,2.053487510804945515e+00,1.983112677141529501e+00,2.580650911696283689e+00
3.420000000000000000e+02,2.007878598725278074e+00,1.982791155928138815e+00,2.002850646911428889e+00,2.050534958856812917e+00,1.980272898710015772e+00,2.578808988454946327e+00
3.430000000000000000e+02,2.004989131733455832e+00,1.980005481364724762e+00,2.000098283413714650e+00,2.047587391952280900e+00,1.977439680084366547e+00,2.576964670394661816e+00
3.440000000000000000e+02,2.002105086033688419e+00,1.977226084344217094e+00,1.997351438860105244e+00,2.044644818235100026e+00,1.974613019751918719e+00,2.575118002915314008e+00
3.450000000000000000e+02,1.999226467332289259e+00,1.974452958411221148e+00,1.994610113850003419e+00,2.041707245515254510e+00,1.971792915842487615e+00,2.573269031074363333e+00
3.460000000000000000e+02,1.996353281036795213e+00,1.971686096874638805e+00,1.991874308703688534e+00,2.038774681274605260e+00,1.968979366134554265e+00,2.571417799589013065e+00
3.470000000000000000e+02,1.993485532260486970e+00,1.968925492812898304e+00,1.989144023466702826e+00,2.035847132672612414e+00,1.966172368062870213e+00,2.569564352837606425e+00
3.480000000000000000e+02,1.990623225827120812e+00,1.966171139079317065e+00,1.986419257914190384e+00,2.032924606551590241e+00,1.963371918724025056e+00,2.567708734861437136e+00
3.490000000000000000e+02,1.987766366275007135e+00,1.963423028305965268e+00,1.983700011556043918e+00,2.030007109441736901e+00,1.960578014883984421e+00,2.565850989367101320e+00
3.500000000000000000e+02,1.984914957860820950e+00,1.960681152909037106e+00,1.980986283641938739e+00,2.027094647567033725e+00,1.957790652983962820e+00,2.563991159727157410e+00
3.510000000000000000e+02,1.982069004564691816e+00,1.957945505094200733e+00,1.978278073165225193e+00,2.024187226849953891e+00,1.955009829146721501e+00,2.562129288983434616e+00
3.520000000000000000e+02,1.979228510093648419e+00,1.955216076860687435e+00,1.975575378867287402e+00,2.021284852916519270e+00,1.952235539183302837e+00,2.560265419847827850e+00
3.530000000000000000e+02,1.976393477885642458e+00,1.952492860005657915e+00,1.972878199243067954e+00,2.018387531102369348e+00,1.949467778598276579e+00,2.558399594703804514e+00
3.540000000000000000e+02,1.973563911114357694e+00,1.949775846129283341e+00,1.970186532544620173e+00,2.015495266456303725e+00,1.946706542597099521e+00,2.556531855609081028e+00
3.550000000000000000e+02,1.970739812692175796e+00,1.947065026639292817e+00,1.967500376784945271e+00,2.012608063745696452e+00,1.943951826091328217e+00,2.554662244296786344e+00
3.560000000000000000e+02,1.967921185274901008e+00,1.944360392754806321e+00,1.964819729743685572e+00,2.009725927462094663e+00,1.941203623704041314e+00,2.552790802177239193e+00
3.570000000000000000e+02,1.965108031265575317e+00,1.941661935511082682e+00,1.962144588971391768e+00,2.006848861824773955e+00,1.938461929776574610e+00,2.550917570339831908e+00
3.580000000000000000e+02,1.962300352817823335e+00,1.938969645763785943e+00,1.959474951791289055e+00,2.003976870786743802e+00,1.935726738374465628e+00,2.549042589555136740e+00
3.590000000000000000e+02,1.959498151839933255e+00,1.936283514193378741e+00,1.956810815305790818e+00,2.001109958038135961e+00,1.932998043291782597e+00,2.547165900275267347e+00
3.600000000000000000e+02,1.956701429999096353e+00,1.933603531308474288e+00,1.954152176400842711e+00,1.998248127011217790e+00,1.930275838058302496e+00,2.545287542637109102e+00
3.610000000000000000e+02,1.953910188724615082e+00,1.930929687450869681e+00,1.951499031747698565e+00,1.995391380885966903e+00,1.927560115943596442e+00,2.543407556463517682e+00
3.620000000000000000e+02,1.951124429211473110e+00,1.928261972798811286e+00,1.948851377808962226e+00,1.992539722592273632e+00,1.924850869963111277e+00,2.541525981264690426e+00
3.630000000000000000e+02,1.948344152424348330e+00,1.925600377371766703e+00,1.946209210841284509e+00,1.989693154816555509e+00,1.922148092884346182e+00,2.539642856240292179e+00
3.640000000000000000e+02,1.945569359100885798e+00,1.922944891033335990e+00,1.943572526899724595e+00,1.986851680004418030e+00,1.919451777230387179e+00,2.537758220280711630e+00
3.650000000000000000e+02,1.942800049755610159e+00,1.920295503495695666e+00,1.940941321841838541e+00,1.984015300365943091e+00,1.916761915286223861e+00,2.535872111968738185e+00
3.660000000000000000e+02,1.940036224682657906e+00,1.917652204323318621e+00,1.938315591331252863e+00,1.981184017879961123e+00,1.914078499103913256e+00,2.533984569581977375e+00
3.670000000000000000e+02,1.937277883960315750e+00,1.915014982936233290e+00,1.935695330840882633e+00,1.978357834296714968e+00,1.911401520506764262e+00,2.532095631094035237e+00
3.680000000000000000e+02,1.934525027453942947e+00,1.912383828614320214e+00,1.933080535656608756e+00,1.975536751143895264e+00,1.908730971095321749e+00,2.530205334175659626e+00
3.690000000000000000e+02,1.931777654818982448e+00,1.909758730500486834e+00,1.930471200882280192e+00,1.972720769728654622e+00,1.906066842251969096e+00,2.528313716196988192e+00
3.700000000000000000e+02,1.929035765504792721e+00,1.907139677604010375e+00,1.927867321441332882e+00,1.969909891143166947e+00,1.903409125145048675e+00,2.526420814229100920e+00
3.710000000000000000e+02,1.926299358757214808e+00,1.904526658804521100e+00,1.925268892081880789e+00,1.967104116268660219e+00,1.900757810734577058e+00,2.524526665045774276e+00
3.720000000000000000e+02,1.923568433623108032e+00,1.901919662855338533e+00,1.922675907379531646e+00,1.964303445776907298e+00,1.898112889776083279e+00,2.522631305124746870e+00
3.730000000000000000e+02,1.920842988952541575e+00,1.899318678385919501e+00,1.920088361740160954e+00,1.961507880136359905e+00,1.895474352826045816e+00,2.520734770649470935e+00
3.740000000000000000e+02,1.918123023401834493e+00,1.896723693906331443e+00,1.917506249404467011e+00,1.958717419615435107e+00,1.892842190245868528e+00,2.518837097511228862e+00
3.750000000000000000e+02,1.915408535437872928e+00,1.894134697809864321e+00,1.914929564450908339e+00,1.955932064284991778e+00,1.890216392205917417e+00,2.516938321309952542e+00
3.760000000000000000e+02,1.912699523339727259e+00,1.891551678376347079e+00,1.912358300798789879e+00,1.953151814023375232e+00,1.887596948691306453e+00,2.515038477355743929e+00
3.770000000000000000e+02,1.909995985202378010e+00,1.888974623775294459e+00,1.909792452211272140e+00,1.950376668518887469e+00,1.884983849505231790e+00,2.513137600671794036e+00
3.780000000000000000e+02,1.907297918940567882e+00,1.886403522069486138e+00,1.907232012299185930e+00,1.947606627273780200e+00,1.882377084272937706e+00,2.511235725994726220e+00
3.790000000000000000e+02,1.904605322289874225e+00,1.883838361216485291e+00,1.904676974523990207e+00,1.944841689607925916e+00,1.879776642446699730e+00,2.509332887776288601e+00
3.800000000000000000e+02,1.901918192811283381e+00,1.881279129072733314e+00,1.902127332200447718e+00,1.942081854661400264e+00,1.877182513309235912e+00,2.507429120185627358e+00
3.810000000000000000e+02,1.899236527893663151e+00,1.878725813397523980e+00,1.899583078500201028e+00,1.939327121398477294e+00,1.874594685979014796e+00,2.505524457110259284e+00
3.820000000000000000e+02,1.896560324756140004e+00,1.876178401853487276e+00,1.897044206454560955e+00,1.936577488610676134e+00,1.872013149412776967e+00,2.503618932157628318e+00
3.830000000000000000e+02,1.893889580451309840e+00,1.873636882010852656e+00,1.894510708957598322e+00,1.933832954920047698e+00,1.869437892409983260e+00,2.501712578656860142e+00
3.840000000000000000e+02,1.891224291868486729e+00,1.871101241350482836e+00,1.891982578768925505e+00,1.931093518782332596e+00,1.866868903617318276e+00,2.499805429660533207e+00
3.850000000000000000e+02,1.888564455735857184e+00,1.868571467265766062e+00,1.889459808516554817e+00,1.928359178490075765e+00,1.864306171531735057e+00,2.497897517946163326e+00
3.860000000000000000e+02,1.885910068622307589e+00,1.866047547065200929e+00,1.886942390700053096e+00,1.925629932175444647e+00,1.861749684504319546e+00,2.495988876016875135e+00
3.870000000000000000e+02,1.883261126942414210e+00,1.863529467976500653e+00,1.884430317693075674e+00,1.922905777813833650e+00,1.859199430744395087e+00,2.494079536104029771e+00
3.880000000000000000e+02,1.880617626957516553e+00,1.861017217147544756e+00,1.881923581746202112e+00,1.920186713226669006e+00,1.856655398323514561e+00,2.492169530168865776e+00
3.890000000000000000e+02,1.877979564778403443e+00,1.858510781649143295e+00,1.879422174989678007e+00,1.917472736083306151e+00,1.854117575177130384e+00,2.490258889903082196e+00
3.900000000000000000e+02,1.875346936367771056e+00,1.856010148478839161e+00,1.876926089436326883e+00,1.914763843905860963e+00,1.851585949110261531e+00,2.488347646730583840e+00
3.910000000000000000e+02,1.872719737543559360e+00,1.853515304561677679e+00,1.874435316983621203e+00,1.912060034070367509e+00,1.849060507800278419e+00,2.486435831809518326e+00
3.920000000000000000e+02,1.870097963981491196e+00,1.851026236753981813e+00,1.871949849416569611e+00,1.909361303810228394e+00,1.846541238800044393e+00,2.484523476033684730e+00
3.930000000000000000e+02,1.867481611216543991e+00,1.848542931844746384e+00,1.869469678410826230e+00,1.906667650219477483e+00,1.844028129541091188e+00,2.482610610033567422e+00
3.940000000000000000e+02,1.864870674645600745e+00,1.846065376558053917e+00,1.866994795534847817e+00,1.903979070253980943e+00,1.841521167337147658e+00,2.480697264178312711e+00
3.950000000000000000e+02,1.862265149530937469e+00,1.843593557556618912e+00,1.864525192251387464e+00,1.901295560735807300e+00,1.839020339388167891e+00,2.478783468577067328e+00
3.960000000000000000e+02,1.859665031001661806e+00,1.841127461442157331e+00,1.862060859921609746e+00,1.898617118354612554e+00,1.836525632782378681e+00,2.476869253080264066e+00
3.970000000000000000e+02,1.857070314056189719e+00,1.838667074758590037e+00,1.859601789807173278e+00,1.895943739671252404e+00,1.834037034499771845e+00,2.474954647281395470e+00
3.980000000000000000e+02,1.854480993564906921e+00,1.836212383995089459e+00,1.857147973071205715e+00,1.893275421119475110e+00,1.831554531415411136e+00,2.473039680518577477e+00
3.990000000000000000e+02,1.851897064272017834e+00,1.833763375585733657e+00,1.854699400782273688e+00,1.890612159008520088e+00,1.829078110302448490e+00,2.471124381875627218e+00
4.000000000000000000e+02,1.849318520798154397e+00,1.831320035913709621e+00,1.852256063916259965e+00,1.887953949526012920e+00,1.826607757834878054e+00,2.469208780183990815e+00
4.010000000000000000e+02,1.846745357642533225e+00,1.828882351313438459e+00,1.849817953357661526e+00,1.885300788739646682e+00,1.824143460590479826e+00,2.467292904023662636e+00
4.020000000000000000e+02,1.844177569185360577e+00,1.826450308071061235e+00,1.847385059903469351e+00,1.882652672600889199e+00,1.821685205053998891e+00,2.465376781724814226e+00
4.030000000000000000e+02,1.841615149689315167e+00,1.824023892427303561e+00,1.844957374264599492e+00,1.880009596946107697e+00,1.819232977619813951e+00,2.463460441370167953e+00
4.040000000000000000e+02,1.839058093301919605e+00,1.821603090579579254e+00,1.842534887067242444e+00,1.877371557498674903e+00,1.816786764594545023e+00,2.461543910795035206e+00
4.050000000000000000e+02,1.836506394059077341e+00,1.819187888683479137e+00,1.840117588856281960e+00,1.874738549872345672e+00,1.814346552200335694e+00,2.459627217589537729e+00
4.060000000000000000e+02,1.833960045884988510e+00,1.816778272855030352e+00,1.837705470097227733e+00,1.872110569573153693e+00,1.811912326576995635e+00,2.457710389100122850e+00
4.070000000000000000e+02,1.831419042595261226e+00,1.814374229171953568e+00,1.835298521177517905e+00,1.869487612000390264e+00,1.809484073784428215e+00,2.455793452430430790e+00
4.080000000000000000e+02,1.828883377899323648e+00,1.811975743675589667e+00,1.832896732408941354e+00,1.866869672450801376e+00,1.807061779806035107e+00,2.453876434443399646e+00
4.090000000000000000e+02,1.826353045401389430e+00,1.809582802373844057e+00,1.830500094030221625e+00,1.864256746119197450e+00,1.804645430551179430e+00,2.451959361762136247e+00
4.100000000000000000e+02,1.823828038603703128e+00,1.807195391241625870e+00,1.828108596207916881e+00,1.861648828100277653e+00,1.802235011856766045e+00,2.450042260771977620e+00
4.110000000000000000e+02,1.821308350907453022e+00,1.804813496221923330e+00,1.825722229039617117e+00,1.859045913392528337e+00,1.799830509490795816e+00,2.448125157620972381e+00
4.120000000000000000e+02,1.818793975615057956e+00,1.802437103229353355e+00,1.823340982554827461e+00,1.856447996898356489e+00,1.797431909154284968e+00,2.446208078222275262e+00
4.130000000000000000e+02,1.816284905932063376e+00,1.800066198150710006e+00,1.820964846716981000e+00,1.853855073426896816e+00,1.795039196483424693e+00,2.444291048254970011e+00
4.140000000000000000e+02,1.813781134969441489e+00,1.797700766846414666e+00,1.818593811426275408e+00,1.851267137696119613e+00,1.792652357052610945e+00,2.442374093165524229e+00
4.150000000000000000e+02,1.811282655744321790e+00,1.795340795152549296e+00,1.816227866520388146e+00,1.848684184333831082e+00,1.790271376376124657e+00,2.440457238169741583e+00
4.160000000000000000e+02,1.808789461182850333e+00,1.792986268882175827e+00,1.813867001776142907e+00,1.846106207880505945e+00,1.787896239910608642e+00,2.438540508252670769e+00
4.170000000000000000e+02,1.806301544121972302e+00,1.790637173827018147e+00,1.811511206912612248e+00,1.843533202791123982e+00,1.785526933057394183e+00,2.436623928172036990e+00
4.180000000000000000e+02,1.803818897310579539e+00,1.788293495758499052e+00,1.809160471592103470e+00,1.840965163436289354e+00,1.783163441164517193e+00,2.434707522458326778e+00
4.190000000000000000e+02,1.801341513411615747e+00,1.785955220429987111e+00,1.806814785421179792e+00,1.838402084104276968e+00,1.780805749528956428e+00,2.432791315415864020e+00
4.200000000000000000e+02,1.798869385003627253e+00,1.783622333577322916e+00,1.804474137953284929e+00,1.835843959003246928e+00,1.778453843398478229e+00,2.430875331125943895e+00
4.210000000000000000e+02,1.796402504582304438e+00,1.781294820920616306e+00,1.802138518690204361e+00,1.833290782262587459e+00,1.776107707974469818e+00,2.428959593446160525e+00
4.220000000000000000e+02,1.793940864563151605e+00,1.778972668165553994e+00,1.799807917083733555e+00,1.830742547934240516e+00,1.773767328413308642e+00,2.427044126012150915e+00
4.230000000000000000e+02,1.791484457282356946e+00,1.776655861005285608e+00,1.797482322536842148e+00,1.828199249995294817e+00,1.771432689827685092e+00,2.425128952240667601e+00
4.240000000000000000e+02,1.789033274997437584e+00,1.774344385121090717e+00,1.795161724405337278e+00,1.825660882349132486e+00,1.769103777289992685e+00,2.423214095328987128e+00
4.250000000000000000e+02,1.786587309891292552e+00,1.772038226183195286e+00,1.792846112000348047e+00,1.823127438826285474e+00,1.766780575834066891e+00,2.421299578256897345e+00
4.260000000000000000e+02,1.784146554071772917e+00,1.769737369853582765e+00,1.790535474588944131e+00,1.820598913187279289e+00,1.764463070456006477e+00,2.419385423788770417e+00
4.270000000000000000e+02,1.781710999573444809e+00,1.767441801785708755e+00,1.788229801395281093e+00,1.818075299124070954e+00,1.762151246116238967e+00,2.417471654473614784e+00
4.280000000000000000e+02,1.779280638360030808e+00,1.765151507626237626e+00,1.785929081603414792e+00,1.815556590260511527e+00,1.759845087742396341e+00,2.415558292646713401e+00
4.290000000000000000e+02,1.776855462325147794e+00,1.762866473016682090e+00,1.783633304357373106e+00,1.813042780154520139e+00,1.757544580230285369e+00,2.413645360432211007e+00
4.300000000000000000e+02,1.774435463294923077e+00,1.760586683594010937e+00,1.781342458763165215e+00,1.810533862299857244e+00,1.755249708445526524e+00,2.411732879743301972e+00
4.310000000000000000e+02,1.772020633027500791e+00,1.758312124991820102e+00,1.779056533890901903e+00,1.808029830127540816e+00,1.752960457225945845e+00,2.409820872282999016e+00
4.320000000000000000e+02,1.769610963216234900e+00,1.756042782841565675e+00,1.776775518775039808e+00,1.805530677006369711e+00,1.750676811382298359e+00,2.407909359547131256e+00
4.330000000000000000e+02,1.767206445490667743e+00,1.753778642774008079e+00,1.774499402415629312e+00,1.803036396244958706e+00,1.748398755700653062e+00,2.405998362824506742e+00
4.340000000000000000e+02,1.764807071416986783e+00,1.751519690419605757e+00,1.772228173780821425e+00,1.800546981093530174e+00,1.746126274944042489e+00,2.404087903197833054e+00
4.350000000000000000e+02,1.762412832501224713e+00,1.749265911409797036e+00,1.769961821807667146e+00,1.798062424744915067e+00,1.743859353853304706e+00,2.402178001546399155e+00
4.360000000000000000e+02,1.760023720189511254e+00,1.747017291378672343e+00,1.767700335402954792e+00,1.795582720335581861e+00,1.741597977149310417e+00,2.400268678546188639e+00
4.370000000000000000e+02,1.757639725868832770e+00,1.744773815962254782e+00,1.765443703444733003e+00,1.793107860946905774e+00,1.739342129535011106e+00,2.398359954671714256e+00
4.380000000000000000e+02,1.755260840869430350e+00,1.742535470801761521e+00,1.763191914783752923e+00,1.790637839607282622e+00,1.737091795695538510e+00,2.396451850197519384e+00
4.390000000000000000e+02,1.752887056466035265e+00,1.740302241543435713e+00,1.760944958244800018e+00,1.788172649292646854e+00,1.734846960299756047e+00,2.394544385198226877e+00
4.400000000000000000e+02,1.750518363878836192e+00,1.738074113838172785e+00,1.758702822627114415e+00,1.785712282927665928e+00,1.732607608003962962e+00,2.392637579551476268e+00
4.410000000000000000e+02,1.748154754274678480e+00,1.735851073345118678e+00,1.756465496706477225e+00,1.783256733387425630e+00,1.730373723450213230e+00,2.390731452938344326e+00
4.420000000000000000e+02,1.745796218768097541e+00,1.733633105730566504e+00,1.754232969235822726e+00,1.780805993498538298e+00,1.728145291269842287e+00,2.388826024844389107e+00
4.430000000000000000e+02,1.743442748423676525e+00,1.731420196669722911e+00,1.752005228946775572e+00,1.778360056039971271e+00,1.725922296084817287e+00,2.386921314561428975e+00
4.440000000000000000e+02,1.741094334256394704e+00,1.729212331846733397e+00,1.749782264550393318e+00,1.775918913744257921e+00,1.723704722506598230e+00,2.385017341188437001e+00
4.450000000000000000e+02,1.738750967232030264e+00,1.727009496956769308e+00,1.747564064738075018e+00,1.773482559298894090e+00,1.721492555140633707e+00,2.383114123633306214e+00
4.460000000000000000e+02,1.736412638270486308e+00,1.724811677705949897e+00,1.745350618183749702e+00,1.771050985347881968e+00,1.719285778585974089e+00,2.381211680613502413e+00
4.470000000000000000e+02,1.734079338244889579e+00,1.722618859811681169e+00,1.743141913543314603e+00,1.768624184491870421e+00,1.717084377436268516e+00,2.379310030657197039e+00
4.480000000000000000e+02,1.731751057983867748e+00,1.720431029005252244e+00,1.740937939456986827e+00,1.766202149289135104e+00,1.714888336282338388e+00,2.377409192105289115e+00
4.490000000000000000e+02,1.729427788273041555e+00,1.718248171030612559e+00,1.738738684549957725e+00,1.763784872257758485e+00,1.712697639711802777e+00,2.375509183112596290e+00
4.500000000000000000e+02,1.727109519854243214e+00,1.716070271646083834e+00,1.736544137432741719e+00,1.761372345875910961e+00,1.710512272311561111e+00,2.373610021647629686e+00
4.510000000000000000e+02,1.724796243428859954e+00,1.713897316625142109e+00,1.734354286703399639e+00,1.758964562583318125e+00,1.708332218668188851e+00,2.371711725495422307e+00
4.520000000000000000e+02,1.722487949657637962e+00,1.711729291756993510e+00,1.732169120947183893e+00,1.756561514781715960e+00,1.706157463368675797e+00,2.369814312258934574e+00
4.530000000000000000e+02,1.720184629161934931e+00,1.709566182847074955e+00,1.729988628738311052e+00,1.754163194835862694e+00,1.703987991002815505e+00,2.367917799358213227e+00
4.540000000000000000e+02,1.717886272525287472e+00,1.707407975717875059e+00,1.727812798641459757e+00,1.751769595074991637e+00,1.701823786163863872e+00,2.366022204033618959e+00
4.550000000000000000e+02,1.715592870293554117e+00,1.705254656209681086e+00,1.725641619210313449e+00,1.749380707793459111e+00,1.699664833448621293e+00,2.364127543346617344e+00
4.560000000000000000e+02,1.713304412976845326e+00,1.703106210181100089e+00,1.723475078990978959e+00,1.746996525251544696e+00,1.697511117459550078e+00,2.362233834180147429e+00
4.570000000000000000e+02,1.711020891050115011e+00,1.700962623509943317e+00,1.721313166522659532e+00,1.744617039676811032e+00,1.695362622805088648e+00,2.360341093240527321e+00
4.580000000000000000e+02,1.708742294953734309e+00,1.698823882093328574e+00,1.719155870336611880e+00,1.742242243264506829e+00,1.693219334100835027e+00,2.358449337058443618e+00
4.590000000000000000e+02,1.706468615095343866e+00,1.696689971848762690e+00,1.717003178958438792e+00,1.739872128178980626e+00,1.691081235971957808e+00,2.356558581990791712e+00
4.600000000000000000e+02,1.704199841850266406e+00,1.694560878714983065e+00,1.714855080908963103e+00,1.737506686553835111e+00,1.688948313051345629e+00,2.354668844220320079e+00
4.610000000000000000e+02,1.701935965562597852e+00,1.692436588651196061e+00,1.712711564704884282e+00,1.735145910493362642e+00,1.686820549982448458e+00,2.352780139758027911e+00
4.620000000000000000e+02,1.699676976546070639e+00,1.690317087639069404e+00,1.710572618858876570e+00,1.732789792073271995e+00,1.684697931420305883e+00,2.350892484444582209e+00
4.630000000000000000e+02,1.697422865084614374e+00,1.688202361683033503e+00,1.708438231880820890e+00,1.730438323341263906e+00,1.682580442031281320e+00,2.349005893950297352e+00
4.640000000000000000e+02,1.695173621434308275e+00,1.686092396810453753e+00,1.706308392279778818e+00,1.728091496318195919e+00,1.680468066494561930e+00,2.347120383777035357e+00
4.650000000000000000e+02,1.692929235823563028e+00,1.683987179071721352e+00,1.704183088562913673e+00,1.725749302998412116e+00,1.678360789503647865e+00,2.345235969259425790e+00
4.660000000000000000e+02,1.690689698453480272e+00,1.681886694541507410e+00,1.702062309236193061e+00,1.723411735351601859e+00,1.676258595766289217e+00,2.343352665566180271e+00
4.670000000000000000e+02,1.688454999499523490e+00,1.679790929319654680e+00,1.699946042807171542e+00,1.721078785321678684e+00,1.674161470004907004e+00,2.341470487700036074e+00
4.680000000000000000e+02,1.686225129112483456e+00,1.677699869530185239e+00,1.697834277783847101e+00,1.718750444828979873e+00,1.672069396958775211e+00,2.339589450500596968e+00
4.690000000000000000e+02,1.684000077418554620e+00,1.675613501322912313e+00,1.695727002675522677e+00,1.716426705770925709e+00,1.669982361383805625e+00,2.337709568644315894e+00
4.700000000000000000e+02,1.681779834521023975e+00,1.673531810873626791e+00,1.693624205994815224e+00,1.714107560022298582e+00,1.667900348053768633e+00,2.335830856645465303e+00
4.710000000000000000e+02,1.679564390500549953e+00,1.671454784384589276e+00,1.691525876256732008e+00,1.711792999435862495e+00,1.665823341760855003e+00,2.333953328858882958e+00
4.720000000000000000e+02,1.677353735415114899e+00,1.669382408084783220e+00,1.689432001980167852e+00,1.709483015843958453e+00,1.663751327315669215e+00,2.332076999479436807e+00
4.730000000000000000e+02,1.675147859303129039e+00,1.667314668230343910e+00,1.687342571687959314e+00,1.707177601058154526e+00,1.661684289549551830e+00,2.330201882543110337e+00
4.740000000000000000e+02,1.672946752182283392e+00,1.665251551105100924e+00,1.685257573908387263e+00,1.704876746869613546e+00,1.659622213313947103e+00,2.328327991929218133e+00
4.750000000000000000e+02,1.670750404050272975e+00,1.663193043021167217e+00,1.683176997175485079e+00,1.702580445051350644e+00,1.657565083481284951e+00,2.326455341360988083e+00
4.760000000000000000e+02,1.668558804886874691e+00,1.661139130318627144e+00,1.681100830028612769e+00,1.700288687357820461e+00,1.655512884946398477e+00,2.324583944406650282e+00
4.770000000000000000e+02,1.666371944653838755e+00,1.659089799366588736e+00,1.679029061014971402e+00,1.698001465525734943e+00,1.653465602626467357e+00,2.322713814480510841e+00
4.780000000000000000e+02,1.664189813295658515e+00,1.657045036563001172e+00,1.676961678688334345e+00,1.695718771274251413e+00,1.651423221461729041e+00,2.320844964843540303e+00
4.790000000000000000e+02,1.662012400740030094e+00,1.655004828336303691e+00,1.674898671610666190e+00,1.693440596306063473e+00,1.649385726415528275e+00,2.318977408605699342e+00
4.800000000000000000e+02,1.659839696899372274e+00,1.652969161144309140e+00,1.672840028352562181e+00,1.691166932308337145e+00,1.647353102476867059e+00,2.317111158726090636e+00
4.810000000000000000e+02,1.657671691670645320e+00,1.650938021473954409e+00,1.670785737493390100e+00,1.688897770952578758e+00,1.645325334658844119e+00,2.315246228014008700e+00
4.820000000000000000e+02,1.655508374936693672e+00,1.648911395843903005e+00,1.668735787622467770e+00,1.686633103895707864e+00,1.643302407999813530e+00,2.313382629130467549e+00
4.830000000000000000e+02,1.653349736566769979e+00,1.646889270803230554e+00,1.666690167338101158e+00,1.684372922780327908e+00,1.641284307565104017e+00,2.311520374589127069e+00
4.840000000000000000e+02,1.651195766416548194e+00,1.644871632932490613e+00,1.664648865250414778e+00,1.682117219234921857e+00,1.639271018445720873e+00,2.309659476757349061e+00
4.850000000000000000e+02,1.649046454329346378e+00,1.642858468843599873e+00,1.662611869980504142e+00,1.679865984875669405e+00,1.637262525760202481e+00,2.307799947856506328e+00
4.860000000000000000e+02,1.646901790137542454e+00,1.640849765179545505e+00,1.660579170160192186e+00,1.677619211306611069e+00,1.635258814655109250e+00,2.305941799964324357e+00
4.870000000000000000e+02,1.644761763661769294e+00,1.638845508615581315e+00,1.658550754433885333e+00,1.675376890118026596e+00,1.633259870304234473e+00,2.304085045015645150e+00
4.880000000000000000e+02,1.642626364712015619e+00,1.636845685859713573e+00,1.656526611458386533e+00,1.673139012889754751e+00,1.631265677910578304e+00,2.302229694802204740e+00
4.890000000000000000e+02,1.640495583088363851e+00,1.634850283652170333e+00,1.654506729903528539e+00,1.670905571191478201e+00,1.629276222706715238e+00,2.300375760975296391e+00
4.900000000000000000e+02,1.638369408582219355e+00,1.632859288765298178e+00,1.652491098452939511e+00,1.668676556580957371e+00,1.627291489953424319e+00,2.298523255046200475e+00
4.910000000000000000e+02,1.636247830976143014e+00,1.630872688005899018e+00,1.650479705803214570e+00,1.666451960606272875e+00,1.625311464942605921e+00,2.296672188386444713e+00
4.920000000000000000e+02,1.634130840043544808e+00,1.628890468212693676e+00,1.648472540665518071e+00,1.664231774806322672e+00,1.623336132996611392e+00,2.294822572230246660e+00
4.930000000000000000e+02,1.632018425551896135e+00,1.626912616257786715e+00,1.646469591766384077e+00,1.662015990711264601e+00,1.621365479467920201e+00,2.292974417674579879e+00
4.940000000000000000e+02,1.629910577260073046e+00,1.624939119048302905e+00,1.644470847846534411e+00,1.659804599841958384e+00,1.619399489740869003e+00,2.291127735679882260e+00
